i,Ebeam,x,y,z,Q2,pT,obs,Nacc,stat_sivers,stat_collins,stat_pretzelosity,systrel,systabs,target,hadron,Experiment
25,11.0,0.326139,0.386176,0.324343,2.593902,0.102938,AUT,1896061.395307,0.008351,0.007569,0.007605,0.070207,0.001120,neutron,pi-,solid
26,11.0,0.205842,0.571735,0.323320,2.336450,0.415608,AUT,10688184.954221,0.002725,0.002882,0.002889,0.070207,0.001047,neutron,pi-,solid
27,11.0,0.344264,0.371038,0.323562,2.634920,0.456784,AUT,661147.471855,0.018061,0.022665,0.022813,0.070207,0.001129,neutron,pi-,solid
28,11.0,0.206881,0.565536,0.374186,2.362753,0.156939,AUT,11151654.985552,0.002927,0.002738,0.002765,0.070207,0.001032,neutron,pi-,solid
29,11.0,0.313019,0.397859,0.374224,2.559691,0.114846,AUT,2476115.726002,0.006612,0.006205,0.006230,0.070207,0.001091,neutron,pi-,solid
30,11.0,0.224641,0.535545,0.373587,2.366526,0.572589,AUT,6483238.883738,0.003417,0.003939,0.003933,0.070207,0.001041,neutron,pi-,solid
31,11.0,0.211763,0.554183,0.423680,2.358801,0.219684,AUT,11072436.934925,0.002797,0.002672,0.002681,0.070207,0.001021,neutron,pi-,solid
32,11.0,0.321957,0.385830,0.423502,2.557952,0.209737,AUT,1917284.825908,0.007972,0.007265,0.007291,0.070207,0.001075,neutron,pi-,solid
33,11.0,0.221668,0.538251,0.473766,2.375897,0.276637,AUT,10845745.258667,0.002761,0.002661,0.002672,0.070207,0.001011,neutron,pi-,solid
34,11.0,0.354259,0.372371,0.473489,2.721332,0.210489,AUT,383314.423675,0.025085,0.019847,0.020077,0.070207,0.001066,neutron,pi-,solid
35,11.0,0.224370,0.536380,0.523795,2.387659,0.302127,AUT,8862400.150679,0.003011,0.002908,0.002902,0.070207,0.000995,neutron,pi-,solid
36,11.0,0.222876,0.539393,0.573705,2.387783,0.300456,AUT,6740579.104153,0.003365,0.003234,0.003251,0.070207,0.000975,neutron,pi-,solid
37,11.0,0.219979,0.543775,0.623612,2.385585,0.294138,AUT,4895140.102912,0.003846,0.003714,0.003710,0.070207,0.000951,neutron,pi-,solid
38,11.0,0.214636,0.553700,0.673309,2.383384,0.290464,AUT,3387699.803987,0.004543,0.004361,0.004351,0.070207,0.000925,neutron,pi-,solid
39,11.0,0.307653,0.538035,0.323782,3.364383,0.211008,AUT,5092682.984853,0.004210,0.004244,0.004256,0.070207,0.001118,neutron,pi-,solid
40,11.0,0.415105,0.417736,0.323723,3.577132,0.239913,AUT,803039.862031,0.015577,0.013710,0.013897,0.070207,0.001172,neutron,pi-,solid
41,11.0,0.320632,0.523798,0.373795,3.390981,0.244022,AUT,4844943.680539,0.004335,0.004287,0.004320,0.070207,0.001101,neutron,pi-,solid
42,11.0,0.319506,0.525315,0.423870,3.391435,0.241649,AUT,3706889.613446,0.004873,0.004798,0.004831,0.070207,0.001080,neutron,pi-,solid
43,11.0,0.319033,0.526199,0.473915,3.393123,0.236246,AUT,2780448.724487,0.005546,0.005422,0.005442,0.070207,0.001058,neutron,pi-,solid
44,11.0,0.318220,0.527690,0.523883,3.393607,0.230214,AUT,2119186.305181,0.006169,0.006051,0.006026,0.070207,0.001033,neutron,pi-,solid
45,11.0,0.316868,0.529057,0.573629,3.390447,0.222358,AUT,1564812.416541,0.006973,0.006826,0.006845,0.070207,0.001005,neutron,pi-,solid
46,11.0,0.369117,0.592064,0.323708,4.444195,0.232947,AUT,2171856.332245,0.006762,0.006751,0.006747,0.070207,0.001157,neutron,pi-,solid
47,11.0,0.368132,0.593270,0.373863,4.444794,0.229928,AUT,1668794.625522,0.007536,0.007479,0.007484,0.070207,0.001130,neutron,pi-,solid
48,11.0,0.367214,0.594046,0.423869,4.440506,0.227605,AUT,1269922.058012,0.008489,0.008380,0.008356,0.070207,0.001105,neutron,pi-,solid
49,11.0,0.366769,0.595155,0.473985,4.443915,0.228193,AUT,979653.092993,0.009383,0.009237,0.009262,0.070207,0.001079,neutron,pi-,solid
50,11.0,0.367085,0.594657,0.523752,4.443606,0.227675,AUT,738640.548107,0.010600,0.010389,0.010379,0.070207,0.001050,neutron,pi-,solid
51,11.0,0.442241,0.599684,0.323901,5.430902,0.210342,AUT,1146397.096947,0.009459,0.009488,0.009498,0.070207,0.001198,neutron,pi-,solid
52,11.0,0.441575,0.600221,0.373786,5.428199,0.206226,AUT,874902.350511,0.010557,0.010521,0.010549,0.070207,0.001165,neutron,pi-,solid
53,11.0,0.441286,0.600745,0.423802,5.429447,0.200428,AUT,665823.268541,0.011719,0.011656,0.011726,0.070207,0.001134,neutron,pi-,solid
54,11.0,0.441304,0.600768,0.473870,5.430008,0.194116,AUT,503057.212980,0.013168,0.013067,0.013076,0.070207,0.001102,neutron,pi-,solid
55,11.0,0.520026,0.617750,0.323958,6.605090,0.192219,AUT,544105.110192,0.014175,0.014229,0.014193,0.070207,0.001245,neutron,pi-,solid
56,8.8,0.149375,0.557041,0.323460,1.323408,0.201063,AUT,18772631.793869,0.002032,0.002000,0.001995,0.070207,0.001513,neutron,pi-,solid
57,8.8,0.251558,0.418361,0.323381,1.734414,0.170142,AUT,1655229.581121,0.007247,0.007322,0.007357,0.070207,0.001608,neutron,pi-,solid
58,8.8,0.146612,0.590322,0.325878,1.360482,0.486637,AUT,8243672.702079,0.002901,0.002901,0.002935,0.070207,0.001515,neutron,pi-,solid
59,8.8,0.143162,0.572417,0.373817,1.307101,0.287262,AUT,18987008.750546,0.001940,0.001924,0.001925,0.070207,0.001493,neutron,pi-,solid
60,8.8,0.238588,0.429688,0.373991,1.687592,0.241202,AUT,2830492.815697,0.005393,0.005499,0.005523,0.070207,0.001568,neutron,pi-,solid
61,8.8,0.155472,0.554304,0.424155,1.357016,0.323353,AUT,18001649.328450,0.002014,0.001980,0.001983,0.070207,0.001488,neutron,pi-,solid
62,8.8,0.155658,0.552881,0.474144,1.357322,0.337074,AUT,14249086.193993,0.002232,0.002193,0.002210,0.070207,0.001474,neutron,pi-,solid
63,8.8,0.153518,0.557211,0.523879,1.352537,0.346970,AUT,11084607.197241,0.002519,0.002478,0.002475,0.070207,0.001459,neutron,pi-,solid
64,8.8,0.151586,0.561409,0.573683,1.347379,0.349628,AUT,8367160.821726,0.002868,0.002803,0.002828,0.070207,0.001441,neutron,pi-,solid
65,8.8,0.148775,0.569116,0.623333,1.344051,0.341855,AUT,6032031.996702,0.003348,0.003264,0.003267,0.070207,0.001419,neutron,pi-,solid
66,8.8,0.279295,0.504855,0.323829,2.299887,0.245267,AUT,3288062.490963,0.005180,0.005253,0.005287,0.070207,0.001647,neutron,pi-,solid
