Nu	Nd	a	b	c	kt2	Nu_err	Nd_err	a_err	b_err	c_err	kt2_err	chi2	ndof	edm
0.40915204057223825	-0.44924484204265347	0.9977859484442152	2.893214961691283	0.005390634816718195	0.2529575902759671	0.016499553223142446	0.0176040218907453	0.02295881099007271	0.1062629390389623	0.06055813973370611	0.004417082017256192	168.49394636180946	309	2.0779088533622157e-05
0.3974502201084096	-0.4497802888907411	0.9843096990630877	2.933663012310216	-0.004333757326953808	0.2468604604739413	0.016023381115679466	0.01758514421259048	0.0231195560522712	0.10793526468628382	0.06032637798505858	0.004350858508035242	136.96657746559356	309	7.620575602864905e-05
0.4026047871740678	-0.449256686492606	0.9823794279829507	2.8945908055824985	-0.001597447687058998	0.2471034025973705	0.016192757520202532	0.017539961164359477	0.02292440909066291	0.10654647368671367	0.060230027775854865	0.004342418084643879	204.91201928820925	309	1.1003845621578924e-05
0.4004296083914516	-0.45489884693228794	1.0011433320395644	2.97327120489825	0.011409691279173392	0.25839232902083326	0.016056663379017885	0.01768548814008469	0.023086885731991927	0.1074835022172662	0.06055979302958653	0.004407493527320424	158.71113569792337	309	1.840463595185089e-05
0.8160178232831988	-0.9235939344273576	1.1086122977159654	2.6939636796371627	-0.7945808356109263	0.2442643251624394	0.10809826234707699	0.12111944627821322	0.03367660492117163	0.13825058621382294	0.0973142752074759	0.004308905504942835	146.24676190088772	309	0.02655039529352445
0.39931189324591027	-0.44514384058726736	1.0067929641179063	3.0529797574647257	-0.01041054346025874	0.2403030079813955	0.016142927862033196	0.01746256723219209	0.023406967875278475	0.10934326049258054	0.06045428501390019	0.004318693996100101	165.10062166993924	309	1.3727716398132786e-05
0.39879217619956525	-0.44909239146909496	0.9905063659364532	2.9658620256838333	-0.004060137946496296	0.2501569766390728	0.01612210542068363	0.017610649580540306	0.02330654819273495	0.1090157942768287	0.060556979262636104	0.004383029524219644	153.58248799948927	309	1.658790801554196e-05
0.4008961812949611	-0.4477148509140598	1.002656173781095	3.0502494763917105	-0.004416763156190561	0.2513377274417973	0.016201949954883606	0.017554535121858762	0.02339725436172609	0.10991905326814887	0.060686171401091234	0.004405395107238555	162.4597700142053	309	7.08079211986029e-05
0.23976968084811662	-0.26836915234139913	0.9566160029158826	3.2182898290229778	1.0460809624833918	0.24852463267384836	0.08246219357023038	0.09181926843723358	0.047549191227674516	0.11321919593941687	0.8924420817947843	0.004299305957297854	202.5637168527406	309	0.00010532249386518646
0.40311306075931536	-0.45085702410289297	1.0019630879388637	2.9688800326732268	0.004768401880031552	0.2521364514460437	0.016206995956511108	0.0175896500432672	0.0231874005082796	0.10799054622023248	0.0604845151851833	0.004408682951400155	171.6049945503483	309	3.1533527518621618e-06
0.40434625441587335	-0.45022615286538703	1.0003140639255614	2.9636649315947046	0.0038112096870112308	0.25160844623376055	0.016260156097892567	0.01757498713564842	0.023164110637405488	0.10793494801495428	0.06047695580170682	0.004368399842062061	166.92335249326615	309	1.0811183542013333e-05
0.4017347066966342	-0.44931255445363716	1.0218625813928457	3.10181372286381	0.002459956752614212	0.24987847024196067	0.016158359785132317	0.017531372200652567	0.02341873581526095	0.10932203252451904	0.06063486784504909	0.0043702411281215	150.75281543378364	309	0.00014186319802849843
0.39552639189500427	-0.45256804526925787	1.0043304474382793	3.0188602757717082	0.003044261599668546	0.24980370303427343	0.015893105536033923	0.017623128196043482	0.023299682180533802	0.10859581075851046	0.06045308676903154	0.004363183705799469	193.5565419311832	309	8.790474894682211e-05
