Nu	Nd	a	b	c	kt2	Nu_err	Nd_err	a_err	b_err	c_err	kt2_err	chi2	ndof	edm
0.25763396913317416	-0.27960109162742286	0.9190148637498853	2.824137444600408	0.9346752582029008	0.2514161020213564	0.020729723368527294	0.022408865655910062	0.03094035621237907	0.14220827124785237	0.19841792403008948	0.00867686698742075	170.5626690495189	309	3.073940751723849e-05
0.4007797178449058	-0.44659978564488717	0.9889224486819962	2.932874431043492	-0.0065480119219709	0.24418311319540292	0.03246977577302076	0.036029621095986106	0.031935501735761956	0.14514291159439635	0.124084929866029	0.008552318207224664	137.02257766890037	309	5.3296579176089825e-05
0.40133523241246843	-0.4478195447959123	0.9880922338414591	2.9122873061130408	-0.0033387767531605616	0.24100553537919422	0.032312864635430774	0.03590599023675658	0.03175493207047548	0.1433750508670899	0.1234464320002836	0.008451236827627053	204.87375343820204	309	3.214945090783975e-05
0.4013033648498921	-0.46031419575606725	1.0107563636323056	3.019322356832913	0.021081525787306217	0.26647230020323986	0.03227836197799348	0.036830905716505255	0.03194683852338593	0.14487982443837102	0.1254433019596829	0.008669315055897601	159.1661542266015	309	0.00017140585639296435
1.4703388090640035	-1.6489290539679682	1.1743471800372618	2.0439641723495754	-1.0985329097243053	0.23767516389460178	0.35991927811611335	0.39410973055745846	0.03822983626202762	0.3431496577016937	0.08598171117796714	0.008484828061167727	145.5845118328444	309	0.009007057920407418
0.3987882859261648	-0.43998814725543806	1.0021634433450313	3.043516902886478	-0.017962093801050214	0.23233645239756348	0.03243311527104985	0.03563887315086942	0.032260121981702375	0.1471051477070866	0.12412421203810749	0.008471676677071887	166.6549176267188	309	2.637391247721864e-06
0.3993653548294138	-0.4464650549462615	0.9843280967363606	2.9335643433111844	-0.010053435904008883	0.24961156535806311	0.03258193608411585	0.036272858421652336	0.03224852056407359	0.14741316773271065	0.12478514710668549	0.008650373120218591	152.8612996275059	309	0.00019300704946202522
0.9348054641834093	-1.0528668868551265	1.145696577545791	2.6738402121719487	-0.8821464335095492	0.2505620062944866	0.2532113311106612	0.2821552833016795	0.05539401552317021	0.25970082813151574	0.17186054605484014	0.00848436619053511	163.10045217495738	309	0.0022452815141871707
0.22709386059960945	-0.25537554795440526	0.9651330262379206	3.3410123944408605	1.1901560236032582	0.2502402669276505	0.018506087516513163	0.0206966334779226	0.031887040261009345	0.1503742655159771	0.22368654663088772	0.008612207323135402	200.50174443374232	309	1.667893269416087e-05
0.4032938851622051	-0.4515195614626013	0.9933923525265663	2.912565508223618	0.006510880047480646	0.25209623102868645	0.03248637405271298	0.03621197870662425	0.031875717725893815	0.14445900804262218	0.12417765920166392	0.00867950791543634	171.68870996912784	309	3.797434185979691e-06
0.4042173472929569	-0.45092796937120666	0.9910503135992168	2.895697544400613	0.006469363925677867	0.2536253753007441	0.03262404019072117	0.03624660811566883	0.03188053506959286	0.14453522963801813	0.12437209880784303	0.008586173787129232	166.97141989600297	309	2.4191595511912537e-05
0.4003572433824211	-0.4499319790618244	1.023314236165593	3.138207101986331	0.004729920961183713	0.25129279443174707	0.032393577824041855	0.03623508373459831	0.03236049087260717	0.1477923193949195	0.125434069523163	0.008607600620775027	150.88998056312508	309	0.00011093180918864411
0.2401662962858823	-0.2750766990227367	0.9374722254176502	3.09737956622267	1.0262323013796641	0.2487536649012511	0.01935213397030714	0.0220347580470382	0.03146075988425151	0.14712461442747252	0.20717712808492195	0.008560422195977862	193.9445981680958	309	2.066182534222138e-05
0.25555209791875017	-0.28528714175237085	0.933589773428205	3.0411422461626287	0.8557085308387018	0.24186199815038925	0.02079984958768166	0.023107420115453286	0.0316986252395162	0.14776777183195333	0.19546888672533239	0.00857209424516021	135.30758200512474	309	4.181698068956193e-05
0.3956877013988405	-0.4583435597498262	0.9659561952726581	2.802666032311409	0.0009584446170545921	0.25591290077596535	0.03197213863278808	0.03684268474084561	0.03176186951095757	0.14363917575976434	0.12387025147356204	0.00870107903609548	183.0675124879664	309	8.607508154039777e-06
0.39533355035447254	-0.45319868880697	1.0038311309869787	3.0644522740265105	-0.001387055152020122	0.24783612548924114	0.031932539444632424	0.03641181360566359	0.03214407152209036	0.146555787213818	0.12461110964133339	0.008543902176803241	178.9239090129433	309	3.3203010343449596e-06
