i	Ebeam	x	y	z	Q2	pT	obs	Nacc	stat_sivers	stat_collins	stat_pretzelosity	systrel	systabs	target	hadron	Experiment	AUTSivers	error_stat_sivers	error_tot_sivers	AUTCollins	error_stat_collins	error_tot_collins	AUTPretzelosity	error_stat_pretzelosity	error_tot_pretzelosity
38	11.0	0.214635	0.553665	0.673318	2.38323	0.29046	AUT	3389817.413975	0.004541	0.004358	0.004348	0.070207	0.000925	neutron	pi-	solid	0.012475231272418846	0.004541	0.0047162926863646955	0.061137945921709076	0.004358	0.006186414900820151	-0.002162107061893598	0.004348	0.004447895090641706
39	11.0	0.286529	0.591924	0.324074	3.466614	0.161279	AUT	4917815.193841	0.004195	0.004174	0.004181	0.070207	0.001108	neutron	pi-	solid	-0.00036344019936127833	0.004195	0.004338933056479136	0.06723353083862266	0.004174	0.006397721230724501	-0.0003517211386772464	0.004181	0.00432539417375719
40	11.0	0.392523	0.436846	0.324204	3.529506	0.115059	AUT	1187264.115876	0.010491	0.009694	0.009745	0.070207	0.001161	neutron	pi-	solid	0.0002687448818081081	0.010491	0.010555063144899566	0.05369027058990916	0.009694	0.010465666765169348	-0.00023512600807262286	0.009745	0.00981392981925592
41	11.0	0.310015	0.552863	0.323349	3.45127	0.541001	AUT	2513874.926292	0.005897	0.00662	0.006596	0.070207	0.001119	neutron	pi-	solid	-0.00041975273452770127	0.005897	0.006002302762786888	0.17751155510913888	0.00662	0.014155981313930723	-0.010315950014764954	0.006596	0.006729332642881103
42	11.0	0.291979	0.581189	0.373705	3.458296	0.225905	AUT	4997206.207405	0.004092	0.004068	0.004072	0.070207	0.00109	neutron	pi-	solid	0.0003854230095090902	0.004092	0.004234772273778355	0.08250503843935263	0.004068	0.007161632746607301	-0.0011146773219664556	0.004072	0.004216089223220704
43	11.0	0.40274	0.426192	0.373352	3.537503	0.212535	AUT	880073.857924	0.013152	0.011742	0.011772	0.070207	0.001138	neutron	pi-	solid	0.0011369638203699102	0.013152	0.013201383248827489	0.08379823109056277	0.011742	0.013182636835155059	-0.0016603548710533006	0.011772	0.011827451805998604
44	11.0	0.308003	0.557769	0.424011	3.466124	0.279367	AUT	4960525.799328	0.004029	0.004028	0.004025	0.070207	0.001075	neutron	pi-	solid	0.001895291078694149	0.004029	0.0041720704311329695	0.09164867046650552	0.004028	0.007666918019413272	-0.0025170122393686012	0.004025	0.0041698293835513885
45	11.0	0.307039	0.559108	0.473713	3.465211	0.283732	AUT	3777706.444396	0.004513	0.00452	0.004492	0.070207	0.001054	neutron	pi-	solid	0.003291290573760135	0.004513	0.004640202484975201	0.08378132927677913	0.00452	0.007492640453841909	-0.0028417977904103887	0.004492	0.004618309850485327
46	11.0	0.306564	0.559853	0.52375	3.464851	0.286447	AUT	2837681.33704	0.00511	0.005111	0.005103	0.070207	0.001031	neutron	pi-	solid	0.005073793923942157	0.00511	0.005225126862747372	0.07719906557788266	0.005111	0.007520688692335683	-0.0031174233216568464	0.005103	0.005210707424293396
47	11.0	0.305523	0.561185	0.573668	3.463479	0.286231	AUT	2129651.759521	0.00573	0.005739	0.005726	0.070207	0.001003	neutron	pi-	solid	0.00728779281301352	0.00573	0.005839580369116547	0.07149290742906564	0.005739	0.007689962815724983	-0.003273068289309101	0.005726	0.00581772202013944
48	11.0	0.301269	0.56704	0.62348	3.463362	0.289157	AUT	1525854.790375	0.006535	0.00654	0.006556	0.070207	0.000971	neutron	pi-	solid	0.010134284872902057	0.006535	0.006644945073609062	0.06741327549059782	0.00654	0.008131090355585418	-0.003427143690936354	0.006556	0.006631882833741482
49	11.0	0.329694	0.641008	0.32364	4.357389	0.212364	AUT	3100005.297887	0.006294	0.005826	0.005836	0.070207	0.001139	neutron	pi-	solid	-2.976379233491005e-05	0.006294	0.006396230246523275	0.0767567274202801	0.005826	0.008017443755893238	-0.0008527226755491029	0.005836	0.005946410772034509
50	11.0	0.400177	0.567485	0.323743	4.65811	0.186021	AUT	2127421.128226	0.007274	0.007003	0.006969	0.070207	0.001174	neutron	pi-	solid	0.00041367751633543355	0.007274	0.007368188074362823	0.07024613933093239	0.007003	0.008645383003482231	-0.0008211560467205717	0.006969	0.007067429562901025
51	11.0	0.356797	0.612239	0.324244	4.466118	0.551745	AUT	1711792.669829	0.007794	0.007931	0.007895	0.070207	0.001151	neutron	pi-	solid	0.0005320372919106664	0.007794	0.007878618675081715	0.15298892655688862	0.007931	0.013401207281916239	-0.011514220096009598	0.007895	0.008019308097684044
52	11.0	0.341236	0.63074	0.373606	4.432121	0.215465	AUT	2992862.702953	0.006118	0.005751	0.005732	0.070207	0.00112	neutron	pi-	solid	0.0008006335190240687	0.006118	0.006219926331783135	0.06944903221775367	0.005751	0.007622460669041562	-0.0010861535052075714	0.005732	0.00584089367420346
53	11.0	0.424768	0.532118	0.373683	4.643797	0.186308	AUT	824474.784406	0.010706	0.010742	0.010635	0.070207	0.001154	neutron	pi-	solid	0.0009955616175816551	0.010706	0.010768242074088523	0.061952431517301856	0.010742	0.011646475054007913	-0.001040965019173376	0.010635	0.010697676482743107
54	11.0	0.354343	0.61622	0.374032	4.471271	0.56713	AUT	1357818.510062	0.010003	0.009328	0.009347	0.070207	0.001125	neutron	pi-	solid	0.002213674248431205	0.010003	0.010067263180986571	0.13923317415793124	0.009328	0.013558415786018298	-0.013628012036630137	0.009347	0.009462952260863093
55	11.0	0.345416	0.626393	0.423703	4.451066	0.277968	AUT	2989717.710354	0.006212	0.005747	0.005733	0.070207	0.001098	neutron	pi-	solid	0.002147982473422722	0.006212	0.00631009426768839	0.07783465183795024	0.005747	0.008005921684187456	-0.0025234146252466963	0.005733	0.005839886912537862
56	11.0	0.436767	0.516362	0.423872	4.638486	0.23583	AUT	503325.268204	0.013316	0.013386	0.013198	0.070207	0.001129	neutron	pi-	solid	0.0019509348015605088	0.013316	0.013364477452693679	0.0677557532346103	0.013386	0.014250894799599583	-0.0023548356423959563	0.013198	0.013247232830610429
57	11.0	0.357765	0.611485	0.473862	4.475768	0.334788	AUT	2898316.643821	0.005922	0.005593	0.005583	0.070207	0.001076	neutron	pi-	solid	0.0041138021495230334	0.005922	0.006025883808054404	0.08333424290296917	0.005593	0.00816513916349717	-0.004852894903855118	0.005583	0.005695941220819561
58	11.0	0.357816	0.611291	0.523775	4.474934	0.348839	AUT	2178238.270281	0.006606	0.006259	0.006262	0.070207	0.001048	neutron	pi-	solid	0.006142132383032855	0.006606	0.006702498883397529	0.07913732027434615	0.006259	0.008434598544099964	-0.005783921776466041	0.006262	0.0063620627396809674
59	11.0	0.356273	0.613179	0.573649	4.472091	0.362305	AUT	1606130.031408	0.007505	0.0071	0.007055	0.070207	0.001015	neutron	pi-	solid	0.008775271975903616	0.007505	0.0075983426724171845	0.07597603646204265	0.0071	0.008938249831412668	-0.006685146511443531	0.007055	0.007143075938731909
60	11.0	0.353996	0.616006	0.623388	4.470561	0.370249	AUT	1134721.326128	0.008585	0.008112	0.00811	0.070207	0.000978	neutron	pi-	solid	0.011953706544285903	0.008585	0.008681187850607936	0.07303560039452267	0.008112	0.00964641987383812	-0.007301226589318851	0.00811	0.0081848237552794
61	11.0	0.349597	0.621815	0.673079	4.464479	0.368523	AUT	746146.683995	0.010071	0.009562	0.009536	0.070207	0.000937	neutron	pi-	solid	0.01551881297553103	0.010071	0.010173007623174449	0.06943842095002876	0.009562	0.010773859772406254	-0.007298074245595649	0.009536	0.009595613271772977
62	11.0	0.413632	0.629348	0.323708	5.361938	0.200914	AUT	2013847.168256	0.008249	0.007581	0.00762	0.070207	0.001184	neutron	pi-	solid	0.00048718992275728054	0.008249	0.008333608277534528	0.06477178922595699	0.007581	0.008919224402702108	-0.0009310537486382883	0.00762	0.007711713738079513
63	11.0	0.493601	0.546094	0.323633	5.54969	0.202239	AUT	1155947.044206	0.009882	0.009889	0.009816	0.070207	0.001225	neutron	pi-	solid	0.0006590310471933732	0.009882	0.00995774521579425	0.059405088913449915	0.009889	0.01080218927308629	-0.0011749030026525758	0.009816	0.009892486290547854
64	11.0	0.439882	0.602351	0.324154	5.425828	0.546291	AUT	934440.760876	0.010924	0.011772	0.011821	0.070207	0.001197	neutron	pi-	solid	0.0014909413104541303	0.010924	0.010989883609684949	0.12967916534808221	0.011772	0.014929923716169191	-0.01355922957302397	0.011821	0.011919524495203268
65	11.0	0.430349	0.61107	0.373649	5.402558	0.206754	AUT	1990447.126756	0.007738	0.007312	0.007273	0.070207	0.001161	neutron	pi-	solid	0.0010949847926616679	0.007738	0.007824990406221987	0.05848812495315265	0.007312	0.008466095076948255	-0.0012317933947489806	0.007273	0.007365590871080417
66	11.0	0.525169	0.518567	0.373455	5.617513	0.219835	AUT	303316.214251	0.018049	0.018827	0.0186	0.070207	0.001203	neutron	pi-	solid	0.0010820226475549146	0.018049	0.01808920619504671	0.05200499349393538	0.018827	0.01921545668630736	-0.0017544908958441194	0.0186	0.018639269881273058
67	11.0	0.439667	0.60241	0.374111	5.424912	0.552001	AUT	759480.61997	0.013706	0.013669	0.013648	0.070207	0.001164	neutron	pi-	solid	0.002778103183510898	0.013706	0.013756721029917278	0.11788782221138473	0.013669	0.01602178961387109	-0.015754679731780817	0.013648	0.013742133474585696
68	11.0	0.439421	0.601759	0.423733	5.419978	0.269966	AUT	2011972.32584	0.007505	0.007114	0.007072	0.070207	0.001133	neutron	pi-	solid	0.002204557421000399	0.007505	0.00759161836586556	0.065662343180222	0.007114	0.008552448801302072	-0.0029835284362008736	0.007072	0.0071652458723103244
69	11.0	0.551002	0.504257	0.423505	5.735092	0.290154	AUT	65272.730109	0.038905	0.041996	0.041285	0.070207	0.001175	neutron	pi-	solid	0.0017785710020341982	0.038905	0.03892293979199122	0.053659181372900794	0.041996	0.04218100063615624	-0.0041968990251698614	0.041285	0.041302768304537864
70	11.0	0.44077	0.601051	0.47368	5.42628	0.320673	AUT	1677018.827993	0.007913	0.007549	0.00753	0.070207	0.001102	neutron	pi-	solid	0.003630161306754812	0.007913	0.007993430303294202	0.06849477605475415	0.007549	0.009018119814695342	-0.00518499365528866	0.00753	0.007618911774984633
71	11.0	0.4391	0.602888	0.52369	5.424798	0.329947	AUT	1212475.657209	0.008974	0.008556	0.008525	0.070207	0.001066	neutron	pi-	solid	0.005037021474153672	0.008974	0.00904400846548765	0.06444156288193309	0.008556	0.009737059065848529	-0.005948246107029273	0.008525	0.008601533460455153
72	11.0	0.435399	0.606817	0.573414	5.418587	0.335017	AUT	853624.685314	0.010274	0.009809	0.009749	0.070207	0.001026	neutron	pi-	solid	0.0067739410209829085	0.010274	0.010336049850284705	0.06099441946054137	0.009809	0.01075205540204465	-0.006464168085790904	0.009749	0.009813339825546705
73	11.0	0.429473	0.613296	0.622899	5.409622	0.331436	AUT	554104.350108	0.012194	0.011618	0.011569	0.070207	0.000981	neutron	pi-	solid	0.00877332711479097	0.012194	0.012248893425202011	0.05736183100167996	0.011618	0.012335260090717372	-0.006441798371507304	0.011569	0.01161932272161553
74	11.0	0.52039	0.617116	0.323831	6.603265	0.272293	AUT	1920841.035454	0.008356	0.008054	0.008023	0.070207	0.001246	neutron	pi-	solid	0.0008813929737464297	0.008356	0.008448614154346109	0.06060326697002835	0.008054	0.009193613548671462	-0.002356077234235829	0.008023	0.00812086242331504
75	11.0	0.519911	0.617439	0.373746	6.600613	0.283582	AUT	1427487.454607	0.00946	0.009026	0.009043	0.070207	0.001205	neutron	pi-	solid	0.0013976131929871467	0.00946	0.00953694148938276	0.05569236700700547	0.009026	0.00991003300508326	-0.0030143170231638258	0.009043	0.009125385451014325
76	11.0	0.51972	0.617547	0.423722	6.599483	0.295079	AUT	1041361.177839	0.010635	0.010207	0.010127	0.070207	0.001167	neutron	pi-	solid	0.00201992378256737	0.010635	0.010699776860623064	0.051522836605985216	0.010207	0.010891709476639807	-0.0037280775327676826	0.010127	0.010197378306707635
77	11.0	0.518089	0.618854	0.473572	6.593307	0.303858	AUT	767040.777014	0.01193	0.011427	0.01133	0.070207	0.001127	neutron	pi-	solid	0.002750370014604897	0.01193	0.011984669989904929	0.04798586346070246	0.011427	0.011966463070343759	-0.004378382645401564	0.01133	0.011390062314329654
78	11.0	0.516122	0.620613	0.523483	6.588215	0.307594	AUT	537023.93729	0.013603	0.013032	0.012933	0.070207	0.001083	neutron	pi-	solid	0.0036038770863516755	0.013603	0.013648388762194427	0.044678193320113496	0.013032	0.013447859955901129	-0.0048299108756125735	0.012933	0.012982694729430422
79	8.8	0.149375	0.557041	0.32346	1.323408	0.201063	AUT	18772631.793869	0.002032	0.002	0.001995	0.070207	0.001513	neutron	pi-	solid	-0.0027365302219854093	0.002032	0.0025406897624370827	0.06646865508648275	0.002	0.005297735050382168	-0.0002159159909033131	0.001995	0.002503881744340391
80	8.8	0.251558	0.418361	0.323381	1.734414	0.170142	AUT	1655229.581121	0.007247	0.007322	0.007357	0.070207	0.001608	neutron	pi-	solid	-0.00046418765008986136	0.007247	0.007423323720370368	0.08724040286403933	0.007322	0.009680474591684717	-0.00041374667518292405	0.007357	0.007530734146232986
81	8.8	0.146612	0.590322	0.325878	1.360482	0.486637	AUT	8243672.702079	0.002901	0.002901	0.002935	0.070207	0.001515	neutron	pi-	solid	-0.006632163191552012	0.002901	0.0033057271471240704	0.1197184201261395	0.002901	0.009019769762163942	-0.00205498334769707	0.002935	0.003306095136164594
82	8.8	0.143162	0.572417	0.373817	1.307101	0.287262	AUT	18987008.750546	0.00194	0.001924	0.001925	0.070207	0.001493	neutron	pi-	solid	-0.003312426579994522	0.00194	0.0024590101821430474	0.07548799802249805	0.001924	0.0058325427854241324	-0.0006057030373450219	0.001925	0.002436489758037568
83	8.8	0.238588	0.429688	0.373991	1.687592	0.241202	AUT	2830492.815697	0.005393	0.005499	0.005523	0.070207	0.001568	neutron	pi-	solid	1.9773942107460358e-05	0.005393	0.005616322188700649	0.10295459336026036	0.005499	0.009216481629796392	-0.0011696921985679335	0.005523	0.005741854821369999
84	8.8	0.155472	0.554304	0.424155	1.357016	0.323353	AUT	18001649.32845	0.002014	0.00198	0.001983	0.070207	0.001488	neutron	pi-	solid	-0.0021119904008879468	0.002014	0.0025084509011419906	0.08077256842315964	0.00198	0.00618809448582578	-0.0011288262743686603	0.001983	0.002480466448320162
85	8.8	0.155658	0.552881	0.474144	1.357322	0.337074	AUT	14249086.193993	0.002232	0.002193	0.00221	0.070207	0.001474	neutron	pi-	solid	-0.0009285215305144712	0.002232	0.0026755839676702252	0.07565204385968165	0.002193	0.005932273174534999	-0.001386426364172549	0.00221	0.002658241986650899
86	8.8	0.153518	0.557211	0.523879	1.352537	0.34697	AUT	11084607.197241	0.002519	0.002478	0.002475	0.070207	0.001459	neutron	pi-	solid	0.0006041409325475162	0.002519	0.0029113297693058675	0.06976214066101374	0.002478	0.00567957021731462	-0.0015613451436725272	0.002475	0.002875121208798843
87	8.8	0.151586	0.561409	0.573683	1.347379	0.349628	AUT	8367160.821726	0.002868	0.002803	0.002828	0.070207	0.001441	neutron	pi-	solid	0.0028318898411251927	0.002868	0.003215809974484819	0.0641114856742081	0.002803	0.0054948127200431345	-0.0016482658608913748	0.002828	0.003176075577251255
88	8.8	0.148775	0.569116	0.623333	1.344051	0.341855	AUT	6032031.996702	0.003348	0.003264	0.003267	0.070207	0.001419	neutron	pi-	solid	0.005663691762487919	0.003348	0.003657974201539421	0.05757222352245595	0.003264	0.005385610783893221	-0.0015653345521171016	0.003267	0.0035635554503832354
89	8.8	0.282356	0.517609	0.32389	2.391945	0.252816	AUT	4012169.872999	0.004567	0.004648	0.00466	0.070207	0.001652	neutron	pi-	solid	-0.000417654061979872	0.004567	0.0048566915481306925	0.11290147608089839	0.004648	0.009336058964154929	-0.001387251313948446	0.00466	0.004945117767850591
90	8.8	0.281469	0.518195	0.373931	2.387253	0.265094	AUT	3048005.255466	0.00513	0.005226	0.005236	0.070207	0.001621	neutron	pi-	solid	0.0005256074181910623	0.00513	0.005380139655010677	0.10389650151957154	0.005226	0.009118386397174992	-0.0018046297600077834	0.005236	0.005482644370408962
91	8.8	0.376988	0.553452	0.323937	3.432813	0.274866	AUT	2894024.69508	0.005795	0.005952	0.005897	0.070207	0.001743	neutron	pi-	solid	0.0005338280389149076	0.005795	0.006051568278995814	0.10514943586526224	0.005952	0.00964166065921368	-0.0023838141889882015	0.005897	0.006151476856642064
92	8.8	0.376057	0.553751	0.373829	3.42627	0.28612	AUT	2190552.164824	0.006643	0.006757	0.00669	0.070207	0.001702	neutron	pi-	solid	0.0014266942583954557	0.006643	0.006858300504617076	0.09653241022506366	0.006757	0.009720338630724473	-0.0030379995755670307	0.00669	0.00690640254601832
93	8.8	0.376132	0.554004	0.423878	3.428583	0.294246	AUT	1618201.45855	0.007611	0.007695	0.007664	0.070207	0.001665	neutron	pi-	solid	0.0024978892298227516	0.007611	0.0077929648013188545	0.08830882218944205	0.007695	0.010021176515546567	-0.003644072866262393	0.007664	0.007846946846432072
