Nu	Nd	a	b	c	kt2	Nu_err	Nd_err	a_err	b_err	c_err	kt2_err	chi2	ndof	edm
0.25081124470687083	-0.2781962182104438	0.9428607707259687	3.042315251986299	0.9588625448550796	0.254283063196429	0.11028541782118564	0.12276074851325387	0.0603141366202854	0.07866647030925566	1.1071707338200718	0.004269846276312649	231.2983398348689	379	0.00010530811563971368
0.7982248595716837	-0.8889382968447441	1.1227436678328593	2.788713691408901	-0.7670424458666595	0.2436585020668234	0.15919984913439525	0.17636405939434585	0.04326715164382932	0.13478736566083427	0.15140278980466568	0.004193551647599922	214.5187777273769	379	0.002913677201182973
0.7915828646858117	-0.8860626699854207	1.12059854939762	2.8161304910341918	-0.7640655751781821	0.2450057061235982	0.15970415000262217	0.17889432844298844	0.04373486196222924	0.1353985143947304	0.1552023551189608	0.004271930458235854	269.64507348921455	379	0.002077164747195205
0.2460817322396617	-0.27858215336615716	0.9282400084378505	2.9598468391628057	1.002383179330176	0.2552903910284586	0.07342080027111318	0.08310306330718503	0.042929425830926994	0.08154613707789514	0.7610745500387699	0.004248612461159633	222.65154977383554	379	0.00016263457506269344
0.3997493184516152	-0.4490491308446456	0.9967272115335757	2.99960117837187	-0.002636594024417613	0.24507172608155126	0.01578626834500485	0.017189343259683264	0.01998548323617789	0.07892659860096335	0.059318657202195604	0.004175653840200671	231.56317935929707	379	8.350458789933324e-05
0.3987520906279568	-0.4452274855615324	1.0217855615243052	3.1620136137703723	-0.008975417979079744	0.2423904697146899	0.015870535066207905	0.017182032751853416	0.020401110709162475	0.08129207231298674	0.0598153532556175	0.004169948855802962	213.89189525579002	379	0.00010367165494923054
0.39938200174015903	-0.44917828929770903	0.9907534739006517	2.9581039920051375	-0.003188177419574958	0.24369386502007945	0.01576319666503405	0.017187153178879557	0.01993446895671365	0.07851249328152754	0.05920016603629481	0.004137030853429803	224.12432599600035	379	9.525416495470988e-06
0.40030503391338673	-0.44864063870117366	1.0103424078383505	3.0372038770237886	-0.0013308525781168651	0.24565314250810058	0.01584222415678388	0.01721420610895117	0.020158655362345634	0.07950916575377753	0.059492237093914206	0.004180778930130332	217.49660025002726	379	0.00012105119765594535
0.2537596641312732	-0.28692294418659664	0.9419708869005352	3.0843127359081617	0.87773711291691	0.24376823040861423	0.09599794057679362	0.10848456041035581	0.053649893846640415	0.07913867203897819	0.9188351870461932	0.0040632730390982984	272.1225500834883	379	0.00021586659799341748
0.40264439600521734	-0.4491480083828683	1.0144985452185982	3.0565552710321615	0.001832301204092317	0.25127117365554164	0.01594433912891331	0.017249408132668478	0.020122827062806527	0.07944805533008237	0.05968568141527741	0.004239964255003094	248.75698166321547	379	0.00010744764761445167
0.7600727199691043	-0.8451985150370139	1.109849745694033	2.804982362869574	-0.726394750994865	0.25069587541377075	0.130087922198399	0.1439270305819863	0.03848038746401938	0.11715368624348182	0.1377307415255201	0.004171765573955104	216.8884695409934	379	0.006664931448278154
0.39876811948588403	-0.44656709433137076	1.0153402997715077	3.1113892548173356	-0.006573061933240483	0.24516940287274458	0.01586474008942221	0.017224975165377826	0.02031548540011568	0.08062205380756038	0.05978586110024708	0.004182597044841946	219.54523783514333	379	1.0053910915911401e-05
0.39478707094738175	-0.4535118901050783	0.9979236942228703	2.986754141251127	0.0033965073953758106	0.2542298460083855	0.01563568275527668	0.017392032824902287	0.020083801705694404	0.07920613614451065	0.05961331728072871	0.004237955249679622	263.2113025285325	379	5.436321631751214e-06
0.39935981322178243	-0.44978152178733294	0.9999194581757223	2.9931712148782843	-0.0008610730991946323	0.24800710162613568	0.01580614473953633	0.017254799336126576	0.02003713940952883	0.07891750061558493	0.059464679091090565	0.004192252833772321	203.17101735263486	379	9.396978663599074e-06
0.39586100320899675	-0.4538349926252847	0.9857674100155489	2.9369037608175614	0.0036137163865216553	0.2544821298427993	0.015640502362034802	0.017361469067846046	0.019984858220247845	0.07873210338673454	0.05943501773230978	0.0042367992220214	276.85737662053975	379	4.713999192178957e-05
0.3963457421167892	-0.45051006607264443	1.0021397046771854	3.0320903973759403	-0.0014442692091100546	0.2462404609131649	0.01566820413168374	0.01725269995592394	0.020093008221716696	0.07942383237453185	0.05944345850490751	0.004177434536573424	227.19234136113454	379	2.640068919967864e-07
