Q2	x	y	z	pT	obs	target	hadron	value	error
4.7421	0.28343	0.8105398653	0.23883	0.18905	AUTsivers	neutron	pi-	0	0.1207
5.8817	0.36178	0.7876038012	0.25503	0.1761	AUTsivers	neutron	pi-	0	0.023689
7.0776	0.45024	0.7615377336	0.26497	0.15951	AUTsivers	neutron	pi-	0	0.015268
8.2553	0.54495	0.733881081	0.27207	0.14305	AUTsivers	neutron	pi-	0	0.016896
9.3889	0.64095	0.7096432076	0.27734	0.13138	AUTsivers	neutron	pi-	0	0.026317
3.1827	0.17472	0.8824753268	0.23564	0.35042	AUTsivers	neutron	pi-	0	0.0077755
4.4157	0.25086	0.8527419548	0.2456	0.33298	AUTsivers	neutron	pi-	0	0.0043398
5.8086	0.34616	0.8129130153	0.25621	0.31401	AUTsivers	neutron	pi-	0	0.004696
7.1107	0.44314	0.7773576762	0.26432	0.30346	AUTsivers	neutron	pi-	0	0.0063806
8.3335	0.54053	0.746890827	0.27082	0.29362	AUTsivers	neutron	pi-	0	0.010621
9.4951	0.63767	0.7213616434	0.27607	0.28491	AUTsivers	neutron	pi-	0	0.022157
3.1442	0.1722	0.8845583875	0.24773	0.49031	AUTsivers	neutron	pi-	0	0.0042295
4.3456	0.24492	0.8595576031	0.2537	0.48302	AUTsivers	neutron	pi-	0	0.0032465
5.7838	0.34092	0.8218835267	0.26224	0.47099	AUTsivers	neutron	pi-	0	0.0051788
7.1364	0.43874	0.7879913357	0.26892	0.46241	AUTsivers	neutron	pi-	0	0.010185
8.394	0.5378	0.7561320654	0.27366	0.46001	AUTsivers	neutron	pi-	0	0.025576
9.5501	0.63688	0.7264400788	0.27742	0.46073	AUTsivers	neutron	pi-	0	0.081557
3.1133	0.17016	0.8863657852	0.26939	0.65409	AUTsivers	neutron	pi-	0	0.008902
4.2782	0.23894	0.8674045835	0.27364	0.6479	AUTsivers	neutron	pi-	0	0.0087508
5.7781	0.33569	0.8338657544	0.27814	0.64082	AUTsivers	neutron	pi-	0	0.022708
7.2023	0.43574	0.8007432139	0.28123	0.6357	AUTsivers	neutron	pi-	0	0.080171
5.9132	0.37475	0.7644171382	0.33099	0.17763	AUTsivers	neutron	pi-	0	0.055277
7.0178	0.45678	0.7442920764	0.33884	0.15949	AUTsivers	neutron	pi-	0	0.019154
8.1393	0.54877	0.7185321141	0.34228	0.14087	AUTsivers	neutron	pi-	0	0.015601
9.1904	0.64438	0.6909424093	0.34358	0.12904	AUTsivers	neutron	pi-	0	0.019707
3.3165	0.18442	0.8712072334	0.3151	0.38083	AUTsivers	neutron	pi-	0	0.059113
4.5396	0.26248	0.8378588448	0.33101	0.35568	AUTsivers	neutron	pi-	0	0.011633
5.8208	0.35184	0.8014694153	0.33899	0.32611	AUTsivers	neutron	pi-	0	0.007184
7.0679	0.44694	0.7661091692	0.34221	0.30949	AUTsivers	neutron	pi-	0	0.007088
8.2295	0.54376	0.7331885622	0.34397	0.30102	AUTsivers	neutron	pi-	0	0.0093225
9.3146	0.64077	0.7042251448	0.34562	0.29294	AUTsivers	neutron	pi-	0	0.015604
3.1785	0.17453	0.8822702106	0.33634	0.51483	AUTsivers	neutron	pi-	0	0.0082786
4.3983	0.24985	0.8528153002	0.34069	0.50195	AUTsivers	neutron	pi-	0	0.0047015
5.7945	0.34565	0.8121362478	0.3439	0.49274	AUTsivers	neutron	pi-	0	0.005317
