Q2	x	y	z	pT	obs	target	hadron	value	error
5.8002	0.34712	0.8094924835	0.54523	0.69124	AUTcollins	neutron	pi+	-0.07323941348022607	0.015254
7.0819	0.4441	0.7725356067	0.54688	0.68588	AUTcollins	neutron	pi+	-0.06916391910445395	0.021554
8.2876	0.54022	0.74320327	0.54878	0.67789	AUTcollins	neutron	pi+	-0.05330577656406298	0.040738
9.3662	0.62	0.7318485662	0.53977	0.65314	AUTcollins	neutron	pi+	-0.03561750389322903	0.14583
3.1633	0.1735	0.8832637173	0.54494	0.88813	AUTcollins	neutron	pi+	-0.04449596853683643	0.025565
4.3842	0.24862	0.8542869738	0.54595	0.88519	AUTcollins	neutron	pi+	-0.061372131162894555	0.016786
5.7889	0.34429	0.8145563383	0.54823	0.87968	AUTcollins	neutron	pi+	-0.07326854520790242	0.022239
7.1104	0.44062	0.7817705667	0.5515	0.87166	AUTcollins	neutron	pi+	-0.06892095822932591	0.039533
8.2877	0.52904	0.7589182576	0.5487	0.85555	AUTcollins	neutron	pi+	-0.054556793421792524	0.11168
3.1511	0.17271	0.8838817974	0.54762	1.0789	AUTcollins	neutron	pi+	-0.04078570485440365	0.038057
4.3496	0.24558	0.8580366006	0.5498	1.0741	AUTcollins	neutron	pi+	-0.055325894577234705	0.028842
5.7791	0.34004	0.8233409015	0.5546	1.066	AUTcollins	neutron	pi+	-0.0654795544498053	0.049244
8.0429	0.55432	0.7029130549	0.6441	0.13992	AUTcollins	neutron	pi+	-0.014777964746208757	0.079582
9.0863	0.63566	0.6924870828	0.63639	0.12935	AUTcollins	neutron	pi+	-0.008873375770812068	0.11777
5.9114	0.3739	0.7659216941	0.63808	0.35293	AUTcollins	neutron	pi+	-0.052218087198124784	0.090548
7.0203	0.45495	0.7475521426	0.64261	0.32432	AUTcollins	neutron	pi+	-0.041933806509423334	0.038975
8.1687	0.54718	0.7232229851	0.64432	0.30936	AUTcollins	neutron	pi+	-0.03024353797642121	0.041442
9.1765	0.62869	0.7071149269	0.63394	0.29665	AUTcollins	neutron	pi+	-0.019533227152275928	0.087255
4.6979	0.27872	0.8165544001	0.634	0.55133	AUTcollins	neutron	pi+	-0.06508167561069879	0.085189
5.8404	0.35655	0.7935451472	0.64163	0.51705	AUTcollins	neutron	pi+	-0.06406425287064826	0.028431
7.0628	0.44789	0.7639325779	0.64437	0.50146	AUTcollins	neutron	pi+	-0.05693728198583393	0.026151
8.2043	0.54252	0.7326140918	0.64315	0.49437	AUTcollins	neutron	pi+	-0.04382380382519011	0.038822
9.2447	0.61949	0.7229495818	0.62585	0.47041	AUTcollins	neutron	pi+	-0.028870060029456242	0.13181
3.321	0.18475	0.8708310731	0.6273	0.75842	AUTcollins	neutron	pi+	-0.04998462140871694	0.12627
4.5109	0.25971	0.841441671	0.6401	0.71335	AUTcollins	neutron	pi+	-0.06446622514658489	0.028006
5.805	0.34856	0.8068153752	0.64466	0.69517	AUTcollins	neutron	pi+	-0.07187228242152222	0.022247
7.0719	0.44549	0.7690377165	0.64553	0.6904	AUTcollins	neutron	pi+	-0.06771450940343453	0.028587
8.2003	0.53219	0.7464702773	0.63784	0.67384	AUTcollins	neutron	pi+	-0.052630049331644106	0.057855
3.196	0.17564	0.8815213413	0.64113	0.90096	AUTcollins	neutron	pi+	-0.046340882576732814	0.045299
4.402	0.2502	0.8523387269	0.64513	0.89015	AUTcollins	neutron	pi+	-0.063276024224317	0.024083
5.7971	0.34651	0.8104841165	0.64651	0.8856	AUTcollins	neutron	pi+	-0.07556017999201989	0.027942
7.0529	0.43835	0.7794642551	0.64375	0.87336	AUTcollins	neutron	pi+	-0.0706948383852693	0.0455
3.158	0.17319	0.8833621811	0.64632	1.0836	AUTcollins	neutron	pi+	-0.04420793373385702	0.04997
4.3795	0.24825	0.8546430439	0.64739	1.0819	AUTcollins	neutron	pi+	-0.06072870042910098	0.034159
5.7563	0.34079	0.8182877807	0.64694	1.0712	AUTcollins	neutron	pi+	-0.07149569795157616	0.048738
3.5744	0.27211	0.7954596426	0.30881	0.17974	AUTcollins	neutron	pi+	-0.04755065294675023	0.037219
4.4643	0.35232	0.767318335	0.32032	0.16155	AUTcollins	neutron	pi+	-0.04401309145244818	0.018107
5.4153	0.4444	0.7379177759	0.32844	0.14318	AUTcollins	neutron	pi+	-0.03463891806891268	0.02075
6.383	0.53963	0.7162889647	0.33381	0.13121	AUTcollins	neutron	pi+	-0.023416594350572632	0.038373
7.347	0.63538	0.7002224025	0.33775	0.12448	AUTcollins	neutron	pi+	-0.01349970094406518	0.1006
2.4371	0.17101	0.8630010902	0.29742	0.33841	AUTcollins	neutron	pi+	-0.05003395331375804	0.0074665
3.3903	0.24818	0.8272387145	0.30743	0.31871	AUTcollins	neutron	pi+	-0.06571629369428028	0.0051636
4.4435	0.34318	0.7840842248	0.3184	0.30437	AUTcollins	neutron	pi+	-0.07271446226333152	0.0070329
5.4403	0.43945	0.7496747473	0.32659	0.29213	AUTcollins	neutron	pi+	-0.06404520361932015	0.013114
6.4156	0.53622	0.7245256615	0.33243	0.28198	AUTcollins	neutron	pi+	-0.04650050254305843	0.033392
7.369	0.6328	0.7051825999	0.3369	0.27716	AUTcollins	neutron	pi+	-0.028173349476359518	0.11793
2.3971	0.16759	0.8661588609	0.30524	0.48377	AUTcollins	neutron	pi+	-0.05924356750697299	0.0051901
3.3338	0.2413	0.8366459672	0.31223	0.4721	AUTcollins	neutron	pi+	-0.07889280379506622	0.0051603
4.4348	0.33764	0.7953891253	0.32116	0.46016	AUTcollins	neutron	pi+	-0.0911435249740474	0.011266
5.4671	0.4369	0.7577648825	0.32773	0.45825	AUTcollins	neutron	pi+	-0.08497936508045704	0.035571
6.4407	0.53623	0.7273466869	0.33295	0.46025	AUTcollins	neutron	pi+	-0.06477641011764272	0.14735
2.3491	0.16346	0.870260981	0.32473	0.64195	AUTcollins	neutron	pi+	-0.05934609026041912	0.015393
3.2818	0.23406	0.8490717895	0.32797	0.63679	AUTcollins	neutron	pi+	-0.07714775831439055	0.023299
4.4647	0.33384	0.809866458	0.33206	0.63047	AUTcollins	neutron	pi+	-0.09261743304196846	0.10845
3.6102	0.28252	0.7738228789	0.38152	0.18069	AUTcollins	neutron	pi+	-0.04459102706915763	0.081437
4.4534	0.36021	0.7486786371	0.39057	0.15988	AUTcollins	neutron	pi+	-0.03948313457135782	0.019891
5.3244	0.45049	0.7157230789	0.39387	0.13861	AUTcollins	neutron	pi+	-0.030658999256587414	0.015524
6.1538	0.54547	0.6831750686	0.39621	0.12666	AUTcollins	neutron	pi+	-0.02119670520873934	0.020651
6.9662	0.63998	0.6591572581	0.39916	0.12304	AUTcollins	neutron	pi+	-0.012700433644224365	0.038568
2.4997	0.17686	0.8558896432	0.3816	0.36251	AUTcollins	neutron	pi+	-0.04721136698220971	0.019516
3.4398	0.25539	0.8156217635	0.39006	0.33075	AUTcollins	neutron	pi+	-0.06073432495814829	0.0078513
4.4351	0.3483	0.7710977638	0.3937	0.30928	AUTcollins	neutron	pi+	-0.06584093435602428	0.0072135
5.365	0.44446	0.7309649384	0.39589	0.29786	AUTcollins	neutron	pi+	-0.05915788236658618	0.0098417
6.2288	0.54144	0.6966482508	0.39816	0.28755	AUTcollins	neutron	pi+	-0.043881473751241275	0.018653
7.0282	0.63762	0.6674852641	0.40089	0.28178	AUTcollins	neutron	pi+	-0.02700831378389612	0.047766
2.423	0.16997	0.8632580589	0.3926	0.50157	AUTcollins	neutron	pi+	-0.05282675199482282	0.0071557
3.3745	0.24702	0.8272500779	0.39527	0.49315	AUTcollins	neutron	pi+	-0.07326368169638801	0.0053918
4.4278	0.3423	0.7833224948	0.39937	0.47893	AUTcollins	neutron	pi+	-0.0843759396098084	0.0079931
5.4052	0.44001	0.7438900042	0.40231	0.47	AUTcollins	neutron	pi+	-0.0781524119738447	0.01705
6.2747	0.53996	0.7037053933	0.40309	0.46909	AUTcollins	neutron	pi+	-0.06096432290674045	0.051853
7.0446	0.62976	0.6773930986	0.40118	0.46093	AUTcollins	neutron	pi+	-0.03967402113381898	0.17196
2.3919	0.16721	0.866244068	0.40091	0.67356	AUTcollins	neutron	pi+	-0.05562611120041626	0.0088925
3.3193	0.2397	0.8385673975	0.40617	0.6629	AUTcollins	neutron	pi+	-0.07422781433302128	0.0093697
4.4381	0.33746	0.7964055595	0.41117	0.65408	AUTcollins	neutron	pi+	-0.08810017816137518	0.024293
5.4712	0.43888	0.7549119534	0.41333	0.65006	AUTcollins	neutron	pi+	-0.0838400583862146	0.092974
6.3832	0.53741	0.7192704366	0.41495	0.64333	AUTcollins	neutron	pi+	-0.06526632135687126	0.32639
2.3416	0.16286	0.8706784203	0.42047	0.8454	AUTcollins	neutron	pi+	-0.05073894066111492	0.030412
3.2747	0.23318	0.8504322547	0.42418	0.84017	AUTcollins	neutron	pi+	-0.0658041281613549	0.048751
4.4622	0.36607	0.7381496094	0.49124	0.1613	AUTcollins	neutron	pi+	-0.03363876045109851	0.036426
5.3109	0.4523	0.711051469	0.49416	0.13892	AUTcollins	neutron	pi+	-0.025463128285840714	0.023026
6.1295	0.54668	0.678971219	0.49514	0.12759	AUTcollins	neutron	pi+	-0.017677133026677123	0.02863
6.9017	0.63797	0.6551116497	0.49343	0.12531	AUTcollins	neutron	pi+	-0.011001202351828367	0.052063
2.5966	0.1875	0.838616267	0.4744	0.37814	AUTcollins	neutron	pi+	-0.04748975937266986	0.10619
3.4993	0.26328	0.8048645679	0.48888	0.34348	AUTcollins	neutron	pi+	-0.055577735160466386	0.01661
4.4381	0.35071	0.7663169574	0.49353	0.31506	AUTcollins	neutron	pi+	-0.056693831804959155	0.011202
5.3518	0.44616	0.7263881412	0.49508	0.30396	AUTcollins	neutron	pi+	-0.050716542961228954	0.013463
6.1975	0.54292	0.6912580417	0.49631	0.29527	AUTcollins	neutron	pi+	-0.03782077944743279	0.022793
6.9645	0.63196	0.6673595105	0.49328	0.28311	AUTcollins	neutron	pi+	-0.023742633055667237	0.055195
2.4551	0.17278	0.8604689794	0.48973	0.51935	AUTcollins	neutron	pi+	-0.04789865121141021	0.013931
3.3978	0.25008	0.82276982	0.4937	0.50171	AUTcollins	neutron	pi+	-0.06545859451013879	0.0081868
4.4298	0.34552	0.7763730106	0.49602	0.49237	AUTcollins	neutron	pi+	-0.07580682065198094	0.0097718
5.3849	0.44177	0.7381437114	0.49845	0.48185	AUTcollins	neutron	pi+	-0.06935083127646552	0.016407
6.252	0.53946	0.7018094681	0.49928	0.47556	AUTcollins	neutron	pi+	-0.053271144597346325	0.040437
7.0382	0.61994	0.6874980116	0.48986	0.45405	AUTcollins	neutron	pi+	-0.03516694707975648	0.16929
2.4134	0.16917	0.863903952	0.49516	0.69087	AUTcollins	neutron	pi+	-0.051597763005065654	0.011286
3.3597	0.24515	0.8299044694	0.49767	0.68302	AUTcollins	neutron	pi+	-0.0713056636323313	0.0093457
4.4259	0.34002	0.7882366713	0.50204	0.67058	AUTcollins	neutron	pi+	-0.08278192977278237	0.016266
5.4207	0.43936	0.7471268749	0.50383	0.66628	AUTcollins	neutron	pi+	-0.07821014036213733	0.043707
6.2717	0.53006	0.7165058582	0.49915	0.65446	AUTcollins	neutron	pi+	-0.061906169238478935	0.16939
2.3852	0.16663	0.8668243608	0.50245	0.86961	AUTcollins	neutron	pi+	-0.050104309777407145	0.0181
3.3073	0.23819	0.8408326517	0.50732	0.86072	AUTcollins	neutron	pi+	-0.06673225179578827	0.020457
4.4401	0.3366	0.7988001568	0.51159	0.85344	AUTcollins	neutron	pi+	-0.0800125266458283	0.060855
5.4659	0.43421	0.7622920006	0.51211	0.84482	AUTcollins	neutron	pi+	-0.0759862004421552	0.2696
4.468	0.37083	0.7296218057	0.59178	0.16134	AUTcollins	neutron	pi+	-0.029953147096328805	0.063545
5.2996	0.45401	0.7068661328	0.59447	0.13885	AUTcollins	neutron	pi+	-0.0223543207993353	0.033649
6.1214	0.54619	0.6786822896	0.59455	0.12793	AUTcollins	neutron	pi+	-0.015501289707325457	0.040509
6.8888	0.62232	0.6703310235	0.57989	0.12279	AUTcollins	neutron	pi+	-0.010131152730829259	0.1058
3.5608	0.27218	0.7922292503	0.58837	0.35123	AUTcollins	neutron	pi+	-0.053373320028227464	0.036921
4.4414	0.35342	0.7610063267	0.59344	0.32016	AUTcollins	neutron	pi+	-0.051717492688898026	0.017565
5.3435	0.44725	0.7234940538	0.59506	0.30641	AUTcollins	neutron	pi+	-0.045376008140629115	0.018891
6.1741	0.54148	0.6904794231	0.5938	0.29765	AUTcollins	neutron	pi+	-0.03398641078661269	0.030769
6.9883	0.61737	0.6854653721	0.57533	0.27591	AUTcollins	neutron	pi+	-0.021661730608254274	0.11814
2.5096	0.17779	0.8547845768	0.58602	0.5453	AUTcollins	neutron	pi+	-0.047574836512859306	0.033624
3.4274	0.25384	0.8176439638	0.59287	0.51015	AUTcollins	neutron	pi+	-0.06199090535340717	0.01335
4.4311	0.34737	0.7724648814	0.59528	0.49781	AUTcollins	neutron	pi+	-0.07022280597941932	0.013375
5.3679	0.44351	0.7329266305	0.59669	0.48999	AUTcollins	neutron	pi+	-0.06441609051484688	0.01959
6.2261	0.53184	0.7089157018	0.59178	0.47414	AUTcollins	neutron	pi+	-0.048887088820514096	0.04539
2.4261	0.17026	0.8628902671	0.59419	0.69674	AUTcollins	neutron	pi+	-0.04949209598421955	0.017245
3.3816	0.24811	0.8253486927	0.59574	0.69143	AUTcollins	neutron	pi+	-0.06950937973892024	0.012282
4.4263	0.34321	0.7809809024	0.59818	0.68244	AUTcollins	neutron	pi+	-0.08076571754472742	0.016961
5.3887	0.43717	0.7464369957	0.59849	0.67031	AUTcollins	neutron	pi+	-0.07441381510566748	0.035422
6.2644	0.51796	0.7323905978	0.58153	0.64231	AUTcollins	neutron	pi+	-0.05760249197831468	0.17439
2.4084	0.16873	0.8643622945	0.59695	0.88488	AUTcollins	neutron	pi+	-0.05092554728364678	0.020415
3.3455	0.24336	0.8324752666	0.59966	0.87676	AUTcollins	neutron	pi+	-0.06974626942560623	0.018192
4.4195	0.3376	0.7927389588	0.60309	0.86508	AUTcollins	neutron	pi+	-0.08126868435124679	0.036814
5.361	0.42286	0.7677303392	0.59195	0.84246	AUTcollins	neutron	pi+	-0.07541694817230486	0.15101
4.4706	0.37444	0.7230079603	0.69192	0.16111	AUTcollins	neutron	pi+	-0.028316295996354535	0.10707
5.2825	0.45395	0.7046784444	0.69226	0.13831	AUTcollins	neutron	pi+	-0.020920665921671643	0.050297
6.0776	0.53123	0.6928018237	0.67626	0.12656	AUTcollins	neutron	pi+	-0.014814623931776991	0.08268
3.598	0.27913	0.7805741146	0.68801	0.35685	AUTcollins	neutron	pi+	-0.05386452480445908	0.083682
4.4462	0.35654	0.7551621875	0.69291	0.32415	AUTcollins	neutron	pi+	-0.0502342560555474	0.027911
5.3266	0.44532	0.7243315227	0.69116	0.3064	AUTcollins	neutron	pi+	-0.04292400225051083	0.028036
6.1299	0.5243	0.7079996348	0.67297	0.28978	AUTcollins	neutron	pi+	-0.032173178990028035	0.070688
2.5837	0.18565	0.842765276	0.68154	0.56224	AUTcollins	neutron	pi+	-0.05203010717102671	0.11043
3.471	0.25946	0.8101094561	0.69165	0.5191	AUTcollins	neutron	pi+	-0.06322991099951868	0.023209
4.432	0.34843	0.7702712928	0.6943	0.50053	AUTcollins	neutron	pi+	-0.06845091182929412	0.019128
5.3261	0.43745	0.7372934862	0.68554	0.48685	AUTcollins	neutron	pi+	-0.06192109847290195	0.030018
6.211	0.51508	0.7302075918	0.66554	0.45453	AUTcollins	neutron	pi+	-0.04556412913427471	0.14779
2.4581	0.17302	0.8603253915	0.69152	0.7097	AUTcollins	neutron	pi+	-0.051301263339046235	0.029908
3.3927	0.24966	0.8229169244	0.69474	0.69564	AUTcollins	neutron	pi+	-0.07054841586574245	0.017446
4.4059	0.34218	0.7797215106	0.69173	0.68456	AUTcollins	neutron	pi+	-0.08091074707314941	0.022434
5.3138	0.42452	0.757995366	0.67481	0.65809	AUTcollins	neutron	pi+	-0.07219743329178886	0.062979
2.4143	0.16931	0.8635115011	0.69569	0.88926	AUTcollins	neutron	pi+	-0.05361929156936561	0.027554
3.352	0.24478	0.8292540116	0.69417	0.88184	AUTcollins	neutron	pi+	-0.0738322373180035	0.022292
4.3343	0.32882	0.7982156612	0.68093	0.85637	AUTcollins	neutron	pi+	-0.08183307504081425	0.049645
4.7421	0.28343	0.8105398653	0.23883	0.18905	AUTcollins	neutron	pi-	0.049058464818158766	0.1207
5.8817	0.36178	0.7876038012	0.25503	0.1761	AUTcollins	neutron	pi-	0.045835062875904935	0.023689
7.0776	0.45024	0.7615377336	0.26497	0.15951	AUTcollins	neutron	pi-	0.03680814739543876	0.015268
8.2553	0.54495	0.733881081	0.27207	0.14305	AUTcollins	neutron	pi-	0.02493267196739705	0.016896
9.3889	0.64095	0.7096432076	0.27734	0.13138	AUTcollins	neutron	pi-	0.014149152436401547	0.026317
3.1827	0.17472	0.8824753268	0.23564	0.35042	AUTcollins	neutron	pi-	0.04375537977104242	0.0077755
4.4157	0.25086	0.8527419548	0.2456	0.33298	AUTcollins	neutron	pi-	0.05922800988151048	0.0043398
5.8086	0.34616	0.8129130153	0.25621	0.31401	AUTcollins	neutron	pi-	0.0675079075351262	0.004696
7.1107	0.44314	0.7773576762	0.26432	0.30346	AUTcollins	neutron	pi-	0.06169109274944587	0.0063806
8.3335	0.54053	0.746890827	0.27082	0.29362	AUTcollins	neutron	pi-	0.046064139507304556	0.010621
9.4951	0.63767	0.7213616434	0.27607	0.28491	AUTcollins	neutron	pi-	0.027996650041305554	0.022157
3.1442	0.1722	0.8845583875	0.24773	0.49031	AUTcollins	neutron	pi-	0.04979583006132916	0.0042295
