Q2	x	y	z	pT	obs	target	hadron	value	error
4.3456	0.24492	0.8595576031	0.2537	0.48302	AUTcollins	neutron	pi-	0.06844599226402305	0.0032465
5.7838	0.34092	0.8218835267	0.26224	0.47099	AUTcollins	neutron	pi-	0.08200555165538541	0.0051788
7.1364	0.43874	0.7879913357	0.26892	0.46241	AUTcollins	neutron	pi-	0.07720517828998895	0.010185
8.394	0.5378	0.7561320654	0.27366	0.46001	AUTcollins	neutron	pi-	0.060042803260097755	0.025576
9.5501	0.63688	0.7264400788	0.27742	0.46073	AUTcollins	neutron	pi-	0.038015719775813764	0.081557
3.1133	0.17016	0.8863657852	0.26939	0.65409	AUTcollins	neutron	pi-	0.04896480455309262	0.008902
4.2782	0.23894	0.8674045835	0.27364	0.6479	AUTcollins	neutron	pi-	0.06540098457929931	0.0087508
5.7781	0.33569	0.8338657544	0.27814	0.64082	AUTcollins	neutron	pi-	0.08015977152201241	0.022708
7.2023	0.43574	0.8007432139	0.28123	0.6357	AUTcollins	neutron	pi-	0.07768203337778447	0.080171
5.9132	0.37475	0.7644171382	0.33099	0.17763	AUTcollins	neutron	pi-	0.04100753836697364	0.055277
7.0178	0.45678	0.7442920764	0.33884	0.15949	AUTcollins	neutron	pi-	0.03185393696466029	0.019154
8.1393	0.54877	0.7185321141	0.34228	0.14087	AUTcollins	neutron	pi-	0.021234354502116175	0.015601
9.1904	0.64438	0.6909424093	0.34358	0.12904	AUTcollins	neutron	pi-	0.012151379527242179	0.019707
3.3165	0.18442	0.8712072334	0.3151	0.38083	AUTcollins	neutron	pi-	0.04269136616052148	0.059113
4.5396	0.26248	0.8378588448	0.33101	0.35568	AUTcollins	neutron	pi-	0.055692044281740946	0.011633
5.8208	0.35184	0.8014694153	0.33899	0.32611	AUTcollins	neutron	pi-	0.05959431928897215	0.007184
7.0679	0.44694	0.7661091692	0.34221	0.30949	AUTcollins	neutron	pi-	0.053647762978077676	0.007088
8.2295	0.54376	0.7331885622	0.34397	0.30102	AUTcollins	neutron	pi-	0.04069011811500516	0.0093225
9.3146	0.64077	0.7042251448	0.34562	0.29294	AUTcollins	neutron	pi-	0.025035473117383973	0.015604
3.1785	0.17453	0.8822702106	0.33634	0.51483	AUTcollins	neutron	pi-	0.04248378876575545	0.0082786
4.3983	0.24985	0.8528153002	0.34069	0.50195	AUTcollins	neutron	pi-	0.0601713359576975	0.0047015
5.7945	0.34565	0.8121362478	0.3439	0.49274	AUTcollins	neutron	pi-	0.07315814299708621	0.005317
7.0933	0.44253	0.7765243861	0.34729	0.48228	AUTcollins	neutron	pi-	0.06896545129156512	0.0075316
8.3085	0.54012	0.7452154562	0.35022	0.4744	AUTcollins	neutron	pi-	0.05313655130924769	0.013576
9.4072	0.63867	0.7135646868	0.35131	0.47119	AUTcollins	neutron	pi-	0.03374641833845901	0.032237
3.1465	0.17241	0.884127243	0.34449	0.68548	AUTcollins	neutron	pi-	0.043433817121443355	0.0075422
4.3451	0.24514	0.8586873852	0.34788	0.67785	AUTcollins	neutron	pi-	0.06104697457779969	0.0056448
5.7783	0.34038	0.8224046186	0.35415	0.66648	AUTcollins	neutron	pi-	0.0741820073020395	0.0089937
7.1361	0.43856	0.7882816151	0.35828	0.65988	AUTcollins	neutron	pi-	0.07119039995628566	0.018944
8.3874	0.53856	0.7544713447	0.35986	0.65722	AUTcollins	neutron	pi-	0.05623036090267353	0.052098
3.1161	0.17037	0.8860694264	0.35985	0.86002	AUTcollins	neutron	pi-	0.03887910254072676	0.015864
4.2779	0.23909	0.8667996054	0.3649	0.85377	AUTcollins	neutron	pi-	0.05258645708200368	0.015131
5.7747	0.3357	0.8333502588	0.37056	0.84673	AUTcollins	neutron	pi-	0.06496154079908707	0.038157
6.9959	0.46255	0.7327138425	0.44002	0.16084	AUTcollins	neutron	pi-	0.025871537657906063	0.03523
8.1031	0.55082	0.712674117	0.4426	0.14106	AUTcollins	neutron	pi-	0.016943922185298478	0.022939
9.1638	0.64517	0.6880989989	0.44363	0.12918	AUTcollins	neutron	pi-	0.009646259778937964	0.026451
4.6949	0.27871	0.8160622412	0.42793	0.36976	AUTcollins	neutron	pi-	0.052612404817490424	0.052182
5.845	0.35821	0.790489851	0.43793	0.33947	AUTcollins	neutron	pi-	0.05155864794909957	0.015089
7.0531	0.4491	0.7608279787	0.44208	0.31562	AUTcollins	neutron	pi-	0.04430619070426904	0.011094
8.2042	0.54521	0.7289905772	0.4436	0.3057	AUTcollins	neutron	pi-	0.03329511935478919	0.012751
9.2686	0.64194	0.6994701581	0.44462	0.29988	AUTcollins	neutron	pi-	0.020648632202008497	0.019109
3.2474	0.17932	0.8773169998	0.42774	0.55552	AUTcollins	neutron	pi-	0.03874508034589675	0.02916
4.4708	0.25622	0.8453210894	0.43772	0.52031	AUTcollins	neutron	pi-	0.05344250044744068	0.0098476
5.8028	0.34812	0.8075289786	0.4425	0.50059	AUTcollins	neutron	pi-	0.06208840703534436	0.0081478
7.0739	0.4451	0.7699292349	0.44427	0.49402	AUTcollins	neutron	pi-	0.059012179579695574	0.0095288
8.2599	0.54196	0.7383410996	0.4461	0.48669	AUTcollins	neutron	pi-	0.04547284774872628	0.013962
9.3686	0.63863	0.7106812696	0.4473	0.47974	AUTcollins	neutron	pi-	0.02856274475341392	0.026797
3.1645	0.17362	0.8829880718	0.44138	0.69636	AUTcollins	neutron	pi-	0.03778007393250019	0.012808
4.3825	0.24859	0.8540587748	0.44352	0.69099	AUTcollins	neutron	pi-	0.05456951234970771	0.0078519
5.7891	0.34474	0.8135211775	0.44579	0.68466	AUTcollins	neutron	pi-	0.06744276293186412	0.0094529
7.0998	0.44124	0.779508271	0.44926	0.67542	AUTcollins	neutron	pi-	0.06410749703066136	0.01424
8.3289	0.5393	0.7481810707	0.45141	0.67021	AUTcollins	neutron	pi-	0.050038875227511076	0.028265
9.4023	0.6299	0.7231226825	0.44944	0.66068	AUTcollins	neutron	pi-	0.033084976151452145	0.081472
3.1464	0.17244	0.8839453344	0.44545	0.88189	AUTcollins	neutron	pi-	0.03606301528035575	0.0157
4.3439	0.24514	0.8584502388	0.44822	0.87585	AUTcollins	neutron	pi-	0.051175351044625686	0.011694
5.773	0.3398	0.8230527524	0.45372	0.86601	AUTcollins	neutron	pi-	0.06268235271417939	0.018735
7.1348	0.43809	0.7889835571	0.45686	0.86074	AUTcollins	neutron	pi-	0.060699458459649774	0.040931
3.1216	0.17075	0.8856579561	0.45518	1.0634	AUTcollins	neutron	pi-	0.030872336335099893	0.033034
4.2796	0.23942	0.8659488524	0.46009	1.058	AUTcollins	neutron	pi-	0.042214988275871494	0.030997
6.9867	0.46726	0.7243742099	0.53999	0.16118	AUTcollins	neutron	pi-	0.021736470970181398	0.060914
8.0725	0.55282	0.7074142367	0.54292	0.14011	AUTcollins	neutron	pi-	0.014041658344613189	0.032419
9.1399	0.64544	0.6860172816	0.5432	0.12978	AUTcollins	neutron	pi-	0.008079049106808947	0.034631
5.8775	0.36624	0.7774569516	0.53754	0.34731	AUTcollins	neutron	pi-	0.04615795598390751	0.032635
7.034	0.45161	0.7545504852	0.54193	0.32066	AUTcollins	neutron	pi-	0.0383362247765303	0.017357
8.1864	0.54625	0.7260240376	0.54321	0.30768	AUTcollins	neutron	pi-	0.028273054075340354	0.017412
9.2342	0.6417	0.697134741	0.54337	0.30136	AUTcollins	neutron	pi-	0.017617332925755482	0.024475
4.5893	0.26721	0.8320381311	0.535	0.53906	AUTcollins	neutron	pi-	0.05138333920954165	0.02487
5.8156	0.35132	0.8019386451	0.54153	0.50851	AUTcollins	neutron	pi-	0.05529720678361294	0.013254
7.0646	0.44636	0.7667464903	0.54355	0.49816	AUTcollins	neutron	pi-	0.05160390441661911	0.01309
8.2252	0.54345	0.7332234774	0.54459	0.49354	AUTcollins	neutron	pi-	0.040065564852266505	0.017009
9.3077	0.63432	0.7108589909	0.54234	0.4823	AUTcollins	neutron	pi-	0.02557315920200659	0.030349
3.2161	0.17712	0.879653083	0.53533	0.72405	AUTcollins	neutron	pi-	0.035485123933169375	0.029414
4.4189	0.25178	0.8502417625	0.54166	0.69948	AUTcollins	neutron	pi-	0.0503493058066101	0.012798
5.795	0.34673	0.8096764531	0.54426	0.6912	AUTcollins	neutron	pi-	0.06163956553691002	0.012653
7.0781	0.44383	0.7725907931	0.54569	0.68586	AUTcollins	neutron	pi-	0.059163410612426144	0.015952
8.2856	0.53997	0.7433679285	0.54732	0.67813	AUTcollins	neutron	pi-	0.0458499176160043	0.025448
3.1551	0.17304	0.8833160279	0.54415	0.88807	AUTcollins	neutron	pi-	0.03398520275797438	0.022904
4.3746	0.24799	0.8545818575	0.54523	0.88527	AUTcollins	neutron	pi-	0.04950680036168081	0.014802
5.7826	0.34382	0.8147821472	0.54728	0.87953	AUTcollins	neutron	pi-	0.06154779484454782	0.018388
7.1034	0.43998	0.7821369874	0.55056	0.87168	AUTcollins	neutron	pi-	0.05882237546797882	0.02929
3.1425	0.17223	0.8839261321	0.54681	1.079	AUTcollins	neutron	pi-	0.031086583130910925	0.034202
4.3429	0.24509	0.8584277061	0.54903	1.0739	AUTcollins	neutron	pi-	0.04445878663476843	0.025487
5.7729	0.33964	0.8234262183	0.55381	1.066	AUTcollins	neutron	pi-	0.05484770469198977	0.040891
8.0471	0.55462	0.702899704	0.64261	0.13937	AUTcollins	neutron	pi-	0.012396898390250856	0.043951
9.0726	0.63514	0.6920090716	0.63481	0.12884	AUTcollins	neutron	pi-	0.007530351071279706	0.053054
5.9083	0.37366	0.7660117266	0.63704	0.35264	AUTcollins	neutron	pi-	0.043086986515502745	0.071173
7.0184	0.45462	0.7478923094	0.64137	0.32485	AUTcollins	neutron	pi-	0.0351149072458309	0.026558
8.161	0.5466	0.723307951	0.64275	0.30955	AUTcollins	neutron	pi-	0.02556860576488792	0.023275
9.1716	0.62889	0.7065125898	0.63312	0.29644	AUTcollins	neutron	pi-	0.016548653364940543	0.040277
4.6893	0.27816	0.8167005137	0.63338	0.55129	AUTcollins	neutron	pi-	0.051817802278630205	0.072794
5.8314	0.35593	0.7937024604	0.64028	0.5173	AUTcollins	neutron	pi-	0.052641335526215555	0.022461
7.058	0.44748	0.7641128677	0.64306	0.50124	AUTcollins	neutron	pi-	0.04756796987952373	0.018041
8.2028	0.54247	0.7325476607	0.64173	0.49402	AUTcollins	neutron	pi-	0.03691873788870763	0.022162
4.5001	0.25899	0.8417607234	0.63917	0.71362	AUTcollins	neutron	pi-	0.05057465357643544	0.023814
5.7988	0.34809	0.8070418794	0.64334	0.69516	AUTcollins	neutron	pi-	0.058795383253820444	0.017687
7.0649	0.4449	0.7692953404	0.64427	0.69068	AUTcollins	neutron	pi-	0.056557648018452186	0.019767
8.2016	0.53221	0.7465605596	0.63651	0.67538	AUTcollins	neutron	pi-	0.04435973436884038	0.033822
3.1859	0.17506	0.8816469398	0.64044	0.90086	AUTcollins	neutron	pi-	0.03380168306100365	0.03956
4.3897	0.24941	0.8526493534	0.64402	0.88994	AUTcollins	neutron	pi-	0.049212977707061706	0.02072
5.788	0.34583	0.8108029991	0.64509	0.88604	AUTcollins	neutron	pi-	0.06170229733405348	0.022171
7.0511	0.43836	0.7792475479	0.64266	0.87385	AUTcollins	neutron	pi-	0.05899234619357981	0.031884
3.1426	0.1723	0.8835951378	0.64556	1.0841	AUTcollins	neutron	pi-	0.0320205436937895	0.044115
4.365	0.24737	0.8548436847	0.64631	1.0817	AUTcollins	neutron	pi-	0.04714506660247646	0.029203
5.7501	0.34052	0.8180545443	0.64537	1.0716	AUTcollins	neutron	pi-	0.0583593673073421	0.039126
3.5723	0.27185	0.7957526396	0.30852	0.17982	AUTcollins	neutron	pi-	0.04120561103282656	0.033932
4.4621	0.35198	0.7676810384	0.31997	0.16167	AUTcollins	neutron	pi-	0.03881358940945537	0.015877
5.4166	0.44422	0.7383940004	0.32814	0.14334	AUTcollins	neutron	pi-	0.030775788735898695	0.016862
6.3838	0.53952	0.7165247982	0.33367	0.13148	AUTcollins	neutron	pi-	0.02086784982718023	0.027973
7.3515	0.63533	0.7007064258	0.33764	0.125	AUTcollins	neutron	pi-	0.012024320604495821	0.063295
2.4331	0.1707	0.863149333	0.29691	0.3383	AUTcollins	neutron	pi-	0.04144085174127653	0.0069294
3.3856	0.24771	0.8276593171	0.3069	0.31875	AUTcollins	neutron	pi-	0.05642451819720264	0.0047246
4.4415	0.34288	0.7844170311	0.31802	0.30441	AUTcollins	neutron	pi-	0.06402358847325182	0.0061932
5.4398	0.43923	0.7499813072	0.32631	0.29204	AUTcollins	neutron	pi-	0.05687289455084111	0.010722
6.4145	0.53597	0.7247393291	0.33224	0.28212	AUTcollins	neutron	pi-	0.04141966933505357	0.024408
7.3765	0.63317	0.7054878178	0.33671	0.27752	AUTcollins	neutron	pi-	0.02497357938076152	0.074519
2.3928	0.16726	0.8663109608	0.30468	0.48354	AUTcollins	neutron	pi-	0.048787914121047514	0.004817
3.3296	0.2409	0.8369793911	0.3117	0.47198	AUTcollins	neutron	pi-	0.06745286117599752	0.004727
4.4328	0.33735	0.7957138628	0.32072	0.4601	AUTcollins	neutron	pi-	0.0801143819484635	0.0099401
5.4666	0.43672	0.7580078747	0.32746	0.45837	AUTcollins	neutron	pi-	0.07547192322872665	0.029145
6.4357	0.53558	0.7276640881	0.33275	0.45986	AUTcollins	neutron	pi-	0.057729592716167656	0.10867
2.344	0.16308	0.8703950374	0.32443	0.64188	AUTcollins	neutron	pi-	0.048316824140651554	0.014218
3.2766	0.23362	0.8493230467	0.32766	0.63677	AUTcollins	neutron	pi-	0.06543008164335737	0.021276
4.4632	0.33366	0.810031121	0.33194	0.63012	AUTcollins	neutron	pi-	0.08115605595150803	0.096176
3.6116	0.28258	0.7739585908	0.38078	0.18053	AUTcollins	neutron	pi-	0.03810897932286819	0.073106
4.4524	0.35999	0.748967959	0.38983	0.15999	AUTcollins	neutron	pi-	0.034413264585217686	0.017059
5.3235	0.45024	0.7159994428	0.39312	0.13873	AUTcollins	neutron	pi-	0.026988771816102052	0.012205
6.1537	0.54536	0.6833017622	0.39541	0.1266	AUTcollins	neutron	pi-	0.018693946213118925	0.01435
6.969	0.63984	0.6595664849	0.39828	0.12311	AUTcollins	neutron	pi-	0.01120486919370523	0.022733
2.4964	0.1766	0.8560181565	0.38116	0.36249	AUTcollins	neutron	pi-	0.038087763825451454	0.017888
3.4355	0.25498	0.8159120323	0.38943	0.33085	AUTcollins	neutron	pi-	0.05122985160702014	0.0070786
4.4322	0.34799	0.7712800305	0.39301	0.30928	AUTcollins	neutron	pi-	0.057217821324725956	0.0062206
5.3633	0.44423	0.7311116556	0.39513	0.29783	AUTcollins	neutron	pi-	0.05201250556968746	0.0077983
6.2286	0.54125	0.6968704252	0.39739	0.28748	AUTcollins	neutron	pi-	0.03869748569889248	0.013009
7.0298	0.63761	0.6676476909	0.4001	0.28153	AUTcollins	neutron	pi-	0.023779593950877847	0.028261
2.4185	0.16962	0.863432784	0.39214	0.5016	AUTcollins	neutron	pi-	0.042220899943920434	0.0065624
3.3697	0.24659	0.8275138647	0.39467	0.4932	AUTcollins	neutron	pi-	0.06146058563993063	0.0048668
4.4252	0.34201	0.78352634	0.39866	0.4788	AUTcollins	neutron	pi-	0.07313390388044033	0.0069208
5.405	0.43988	0.7440823167	0.40155	0.46976	AUTcollins	neutron	pi-	0.06856063100090955	0.013542
6.2752	0.53988	0.7038657523	0.40222	0.46887	AUTcollins	neutron	pi-	0.053698107767107775	0.036126
7.0511	0.62993	0.6778351466	0.40028	0.46081	AUTcollins	neutron	pi-	0.03488413050548825	0.10301
2.3864	0.16679	0.8664285079	0.4004	0.67341	AUTcollins	neutron	pi-	0.04422752395358819	0.0081727
3.3138	0.23922	0.8388577268	0.40561	0.66286	AUTcollins	neutron	pi-	0.061821919224190995	0.0084609
4.4341	0.33707	0.7966084043	0.41047	0.65373	AUTcollins	neutron	pi-	0.07607530982184707	0.02101
5.4681	0.43848	0.7551724902	0.41253	0.65002	AUTcollins	neutron	pi-	0.0734288069520116	0.072938
6.3871	0.5378	0.7191879787	0.41426	0.64338	AUTcollins	neutron	pi-	0.05726877810182751	0.22831
2.3375	0.16257	0.8707043526	0.42042	0.84526	AUTcollins	neutron	pi-	0.03996729115728994	0.027946
3.2703	0.2328	0.850675882	0.4241	0.8405	AUTcollins	neutron	pi-	0.05431507744304107	0.043679
4.4597	0.3658	0.7382805815	0.49048	0.16132	AUTcollins	neutron	pi-	0.028765525313583475	0.030333
5.3092	0.45203	0.711248443	0.49328	0.13887	AUTcollins	neutron	pi-	0.021999659015502663	0.017382
6.1279	0.54649	0.6790299838	0.49412	0.12738	AUTcollins	neutron	pi-	0.015330879300886698	0.01859
6.9018	0.63793	0.6551622196	0.49235	0.12517	AUTcollins	neutron	pi-	0.00955501410873168	0.028048
2.5968	0.18748	0.8387703293	0.47409	0.37812	AUTcollins	neutron	pi-	0.03752632561902027	0.096188
3.4933	0.26271	0.8052278387	0.48819	0.34376	AUTcollins	neutron	pi-	0.04591180200610306	0.014727
4.4341	0.3503	0.7665223946	0.4927	0.31513	AUTcollins	neutron	pi-	0.04831066278228073	0.0094278
5.3487	0.44582	0.7265210364	0.49424	0.30389	AUTcollins	neutron	pi-	0.04381018005355845	0.010218
6.196	0.54272	0.6913454111	0.49537	0.29509	AUTcollins	neutron	pi-	0.032819771797145667	0.014869
6.9653	0.63207	0.6673200141	0.49226	0.28314	AUTcollins	neutron	pi-	0.020626072954313925	0.030306
2.4497	0.17236	0.8606685201	0.48928	0.51936	AUTcollins	neutron	pi-	0.03717793321156607	0.012648
3.3908	0.24947	0.8230824641	0.493	0.50165	AUTcollins	neutron	pi-	0.05360191297796652	0.0072701
4.4263	0.34516	0.7765687087	0.49522	0.49237	AUTcollins	neutron	pi-	0.0644633197712938	0.0082374
5.3826	0.44146	0.7383465497	0.49752	0.4817	AUTcollins	neutron	pi-	0.05982913303756428	0.012508
6.2504	0.53937	0.7017469372	0.49842	0.47535	AUTcollins	neutron	pi-	0.04619745669128577	0.026404
7.0357	0.62007	0.6871097239	0.48922	0.45347	AUTcollins	neutron	pi-	0.030541332474286968	0.094949
2.4081	0.16877	0.86404979	0.49456	0.6908	AUTcollins	neutron	pi-	0.03988298217726237	0.010242
3.3531	0.24456	0.8302723623	0.49695	0.68298	AUTcollins	neutron	pi-	0.058145466807182106	0.008313
4.4226	0.33969	0.7884141338	0.50124	0.6706	AUTcollins	neutron	pi-	0.07019375765591487	0.01373
5.4171	0.43916	0.7469707191	0.50307	0.66618	AUTcollins	neutron	pi-	0.06742783864619509	0.033436
6.2769	0.53038	0.7166672727	0.49828	0.65437	AUTcollins	neutron	pi-	0.05353298424550156	0.11403
2.3781	0.16609	0.8670539668	0.50193	0.86969	AUTcollins	neutron	pi-	0.03849006642119499	0.016438
3.3009	0.23766	0.8410770379	0.50664	0.86056	AUTcollins	neutron	pi-	0.054036186695294294	0.018211
4.442	0.33675	0.7987860127	0.51083	0.85364	AUTcollins	neutron	pi-	0.06758898645625602	0.051686
4.467	0.3707	0.7297143185	0.59085	0.16123	AUTcollins	neutron	pi-	0.025014397345646755	0.050728
5.2971	0.45369	0.7070310171	0.59325	0.1388	AUTcollins	neutron	pi-	0.018922392450312568	0.024029
6.1199	0.54599	0.6787645292	0.59322	0.12809	AUTcollins	neutron	pi-	0.013230583811997309	0.024192
6.8877	0.62246	0.6700732426	0.57903	0.12265	AUTcollins	neutron	pi-	0.008657494846846263	0.053371
3.5547	0.27164	0.7924442784	0.58749	0.35149	AUTcollins	neutron	pi-	0.04303534930010817	0.031951
4.436	0.35286	0.761287343	0.59224	0.32038	AUTcollins	neutron	pi-	0.043053145838261954	0.014259
5.3403	0.44688	0.7236594507	0.59378	0.30634	AUTcollins	neutron	pi-	0.03838715403913435	0.013605
6.1734	0.54137	0.6905414201	0.59261	0.29786	AUTcollins	neutron	pi-	0.028968445154599887	0.018557
6.9851	0.61745	0.6850627201	0.57488	0.27643	AUTcollins	neutron	pi-	0.018581220428742818	0.060719
2.5043	0.17737	0.8549991621	0.58511	0.54523	AUTcollins	neutron	pi-	0.03570126902393122	0.03007
3.4189	0.25309	0.8180331701	0.59192	0.51025	AUTcollins	neutron	pi-	0.049294248229702034	0.011612
4.4269	0.34692	0.7727337406	0.59411	0.49774	AUTcollins	neutron	pi-	0.058275097644169147	0.01093
5.3648	0.44314	0.7331149643	0.59546	0.48983	AUTcollins	neutron	pi-	0.0544333895558947	0.014179
6.2239	0.53186	0.708638557	0.59064	0.47441	AUTcollins	neutron	pi-	0.04166430719617411	0.028102
2.4182	0.16966	0.8631221379	0.5935	0.69659	AUTcollins	neutron	pi-	0.03671901085338968	0.015436
3.3724	0.24733	0.8256990497	0.59473	0.6915	AUTcollins	neutron	pi-	0.055015294004734025	0.010697
4.4206	0.34264	0.781272719	0.59704	0.6825	AUTcollins	neutron	pi-	0.06688808253754588	0.013876
5.3863	0.43695	0.7464802065	0.59739	0.67037	AUTcollins	neutron	pi-	0.06280790463549651	0.025838
2.4014	0.16821	0.8645143314	0.59614	0.88498	AUTcollins	neutron	pi-	0.03771765597264419	0.01829
3.3355	0.24249	0.832964731	0.59886	0.87681	AUTcollins	neutron	pi-	0.05487839007930852	0.015847
4.4125	0.337	0.792892517	0.60197	0.86481	AUTcollins	neutron	pi-	0.06709729871704487	0.030256
4.471	0.3744	0.7231499016	0.69068	0.16078	AUTcollins	neutron	pi-	0.022958985157329772	0.081925
5.2801	0.45384	0.7045290073	0.69085	0.13811	AUTcollins	neutron	pi-	0.017266747062242675	0.033617
6.0787	0.53152	0.692549151	0.6754	0.12668	AUTcollins	neutron	pi-	0.012375702468142473	0.047015
3.595	0.27882	0.7807904154	0.6869	0.35681	AUTcollins	neutron	pi-	0.041995641326787354	0.070312
4.4393	0.35589	0.7553673543	0.69171	0.32405	AUTcollins	neutron	pi-	0.04059393677696014	0.021697
5.3218	0.44495	0.7242805784	0.68995	0.30684	AUTcollins	neutron	pi-	0.035494941445169	0.019007
6.1265	0.52439	0.7074854917	0.6725	0.2895	AUTcollins	neutron	pi-	0.026872476852081925	0.04125
2.5811	0.18539	0.8430979397	0.68094	0.56237	AUTcollins	neutron	pi-	0.03743877230392266	0.096998
3.4602	0.25852	0.8105252638	0.69038	0.51946	AUTcollins	neutron	pi-	0.0485265047617316	0.019678
4.4259	0.3479	0.7703829634	0.69298	0.50053	AUTcollins	neutron	pi-	0.05516071120762983	0.014963
5.3249	0.43741	0.7371947783	0.68449	0.48698	AUTcollins	neutron	pi-	0.05108969120811375	0.020734
2.4483	0.17228	0.8605760812	0.69042	0.70969	AUTcollins	neutron	pi-	0.03617281550476645	0.026159
3.3833	0.24881	0.823440416	0.69357	0.6958	AUTcollins	neutron	pi-	0.053609157982089164	0.014797
4.4005	0.34175	0.7797457274	0.69061	0.68511	AUTcollins	neutron	pi-	0.06510491913065478	0.017679
5.313	0.42452	0.7578812487	0.67415	0.658	AUTcollins	neutron	pi-	0.05955469636704587	0.045122
2.4054	0.16862	0.8638487782	0.69467	0.88947	AUTcollins	neutron	pi-	0.037553575675454864	0.024177
3.3422	0.24397	0.8295747223	0.69327	0.88204	AUTcollins	neutron	pi-	0.055928866264526346	0.01894
4.3319	0.32878	0.7978707298	0.68007	0.8569	AUTcollins	neutron	pi-	0.06574697973869349	0.039877
