Q2	x	y	z	pT	obs	target	hadron	value	error
9.4951	0.63767	0.7213616434	0.27607	0.28491	AUTsivers	neutron	pi-	0.00047486915886203545	0.022157
3.1442	0.1722	0.8845583875	0.24773	0.49031	AUTsivers	neutron	pi-	-0.008274470713307983	0.0042295
4.3456	0.24492	0.8595576031	0.2537	0.48302	AUTsivers	neutron	pi-	-0.004740748821758734	0.0032465
5.7838	0.34092	0.8218835267	0.26224	0.47099	AUTsivers	neutron	pi-	-0.001540575549790978	0.0051788
7.1364	0.43874	0.7879913357	0.26892	0.46241	AUTsivers	neutron	pi-	0.00014487234141693112	0.010185
8.394	0.5378	0.7561320654	0.27366	0.46001	AUTsivers	neutron	pi-	0.0008016393953621579	0.025576
9.5501	0.63688	0.7264400788	0.27742	0.46073	AUTsivers	neutron	pi-	0.0007640033883406362	0.081557
3.1133	0.17016	0.8863657852	0.26939	0.65409	AUTsivers	neutron	pi-	-0.010434744301482477	0.008902
4.2782	0.23894	0.8674045835	0.27364	0.6479	AUTsivers	neutron	pi-	-0.0059044078601216245	0.0087508
5.7781	0.33569	0.8338657544	0.27814	0.64082	AUTsivers	neutron	pi-	-0.0016848978326264347	0.022708
7.2023	0.43574	0.8007432139	0.28123	0.6357	AUTsivers	neutron	pi-	0.0004625002696204951	0.080171
5.9132	0.37475	0.7644171382	0.33099	0.17763	AUTsivers	neutron	pi-	0.0003217916267306536	0.055277
7.0178	0.45678	0.7442920764	0.33884	0.15949	AUTsivers	neutron	pi-	0.0005843280223907664	0.019154
8.1393	0.54877	0.7185321141	0.34228	0.14087	AUTsivers	neutron	pi-	0.0005238843450431989	0.015601
9.1904	0.64438	0.6909424093	0.34358	0.12904	AUTsivers	neutron	pi-	0.0003339834434801542	0.019707
3.3165	0.18442	0.8712072334	0.3151	0.38083	AUTsivers	neutron	pi-	-0.004928062158443176	0.059113
4.5396	0.26248	0.8378588448	0.33101	0.35568	AUTsivers	neutron	pi-	-0.0014386557970487233	0.011633
5.8208	0.35184	0.8014694153	0.33899	0.32611	AUTsivers	neutron	pi-	0.0004951420054277895	0.007184
7.0679	0.44694	0.7661091692	0.34221	0.30949	AUTsivers	neutron	pi-	0.0011398734383971999	0.007088
8.2295	0.54376	0.7331885622	0.34397	0.30102	AUTsivers	neutron	pi-	0.001128930754873501	0.0093225
9.3146	0.64077	0.7042251448	0.34562	0.29294	AUTsivers	neutron	pi-	0.0007714376890448299	0.015604
3.1785	0.17453	0.8822702106	0.33634	0.51483	AUTsivers	neutron	pi-	-0.006569812651277434	0.0082786
4.3983	0.24985	0.8528153002	0.34069	0.50195	AUTsivers	neutron	pi-	-0.0021951118461719828	0.0047015
5.7945	0.34565	0.8121362478	0.3439	0.49274	AUTsivers	neutron	pi-	0.0007631277084848223	0.005317
7.0933	0.44253	0.7765243861	0.34729	0.48228	AUTsivers	neutron	pi-	0.0018173782271159696	0.0075316
8.3085	0.54012	0.7452154562	0.35022	0.4744	AUTsivers	neutron	pi-	0.0018260278699115222	0.013576
9.4072	0.63867	0.7135646868	0.35131	0.47119	AUTsivers	neutron	pi-	0.001257803269512091	0.032237
3.1465	0.17241	0.884127243	0.34449	0.68548	AUTsivers	neutron	pi-	-0.008270899230070294	0.0075422
4.3451	0.24514	0.8586873852	0.34788	0.67785	AUTsivers	neutron	pi-	-0.0028077873361881268	0.0056448
5.7783	0.34038	0.8224046186	0.35415	0.66648	AUTsivers	neutron	pi-	0.0012736297067936187	0.0089937
7.1361	0.43856	0.7882816151	0.35828	0.65988	AUTsivers	neutron	pi-	0.002688600848106995	0.018944
8.3874	0.53856	0.7544713447	0.35986	0.65722	AUTsivers	neutron	pi-	0.002603319228798608	0.052098
3.1161	0.17037	0.8860694264	0.35985	0.86002	AUTsivers	neutron	pi-	-0.009277886197881745	0.015864
4.2779	0.23909	0.8667996054	0.3649	0.85377	AUTsivers	neutron	pi-	-0.002846171176752803	0.015131
5.7747	0.3357	0.8333502588	0.37056	0.84673	AUTsivers	neutron	pi-	0.0022003474900574886	0.038157
6.9959	0.46255	0.7327138425	0.44002	0.16084	AUTsivers	neutron	pi-	0.001430906667522167	0.03523
8.1031	0.55082	0.712674117	0.4426	0.14106	AUTsivers	neutron	pi-	0.0009767826492460881	0.022939
9.1638	0.64517	0.6880989989	0.44363	0.12918	AUTsivers	neutron	pi-	0.0005357769714324469	0.026451
4.6949	0.27871	0.8160622412	0.42793	0.36976	AUTsivers	neutron	pi-	0.0018209726067251468	0.052182
5.845	0.35821	0.790489851	0.43793	0.33947	AUTsivers	neutron	pi-	0.0030168522913091504	0.015089
7.0531	0.4491	0.7608279787	0.44208	0.31562	AUTsivers	neutron	pi-	0.0028494094279975617	0.011094
8.2042	0.54521	0.7289905772	0.4436	0.3057	AUTsivers	neutron	pi-	0.0021281780698063613	0.012751
9.2686	0.64194	0.6994701581	0.44462	0.29988	AUTsivers	neutron	pi-	0.0012487390682287222	0.019109
3.2474	0.17932	0.8773169998	0.42774	0.55552	AUTsivers	neutron	pi-	-0.0033254230078671432	0.02916
4.4708	0.25622	0.8453210894	0.43772	0.52031	AUTsivers	neutron	pi-	0.0020150087992092977	0.0098476
5.8028	0.34812	0.8075289786	0.4425	0.50059	AUTsivers	neutron	pi-	0.0043551074339349665	0.0081478
7.0739	0.4451	0.7699292349	0.44427	0.49402	AUTsivers	neutron	pi-	0.004349755809293682	0.0095288
8.2599	0.54196	0.7383410996	0.4461	0.48669	AUTsivers	neutron	pi-	0.0033220924405999897	0.013962
9.3686	0.63863	0.7106812696	0.4473	0.47974	AUTsivers	neutron	pi-	0.0019769272246190927	0.026797
3.1645	0.17362	0.8829880718	0.44138	0.69636	AUTsivers	neutron	pi-	-0.00386837486685501	0.012808
4.3825	0.24859	0.8540587748	0.44352	0.69099	AUTsivers	neutron	pi-	0.00237686959299356	0.0078519
5.7891	0.34474	0.8135211775	0.44579	0.68466	AUTsivers	neutron	pi-	0.005676215796556483	0.0094529
7.0998	0.44124	0.779508271	0.44926	0.67542	AUTsivers	neutron	pi-	0.00577192653849119	0.01424
8.3289	0.5393	0.7481810707	0.45141	0.67021	AUTsivers	neutron	pi-	0.004441803000646388	0.028265
9.4023	0.6299	0.7231226825	0.44944	0.66068	AUTsivers	neutron	pi-	0.002728872380450564	0.081472
3.1464	0.17244	0.8839453344	0.44545	0.88189	AUTsivers	neutron	pi-	-0.004414358847133764	0.0157
4.3439	0.24514	0.8584502388	0.44822	0.87585	AUTsivers	neutron	pi-	0.0027911909814499836	0.011694
5.773	0.3398	0.8230527524	0.45372	0.86601	AUTsivers	neutron	pi-	0.007007956025498668	0.018735
7.1348	0.43809	0.7889835571	0.45686	0.86074	AUTsivers	neutron	pi-	0.007140643405194337	0.040931
3.1216	0.17075	0.8856579561	0.45518	1.0634	AUTsivers	neutron	pi-	-0.004237143767556282	0.033034
4.2796	0.23942	0.8659488524	0.46009	1.058	AUTsivers	neutron	pi-	0.003648185056362231	0.030997
6.9867	0.46726	0.7243742099	0.53999	0.16118	AUTsivers	neutron	pi-	0.002548161037547148	0.060914
8.0725	0.55282	0.7074142367	0.54292	0.14011	AUTsivers	neutron	pi-	0.0015504875184329378	0.032419
9.1399	0.64544	0.6860172816	0.5432	0.12978	AUTsivers	neutron	pi-	0.000786819822434806	0.034631
5.8775	0.36624	0.7774569516	0.53754	0.34731	AUTsivers	neutron	pi-	0.0066635417187871655	0.032635
7.034	0.45161	0.7545504852	0.54193	0.32066	AUTsivers	neutron	pi-	0.005235297128043	0.017357
8.1864	0.54625	0.7260240376	0.54321	0.30768	AUTsivers	neutron	pi-	0.0034283428864902406	0.017412
9.2342	0.6417	0.697134741	0.54337	0.30136	AUTsivers	neutron	pi-	0.001829745600609575	0.024475
4.5893	0.26721	0.8320381311	0.535	0.53906	AUTsivers	neutron	pi-	0.008746242351139301	0.02487
5.8156	0.35132	0.8019386451	0.54153	0.50851	AUTsivers	neutron	pi-	0.009604838035777972	0.013254
7.0646	0.44636	0.7667464903	0.54355	0.49816	AUTsivers	neutron	pi-	0.007868298259591698	0.01309
8.2252	0.54345	0.7332234774	0.54459	0.49354	AUTsivers	neutron	pi-	0.0052887526820698146	0.017009
9.3077	0.63432	0.7108589909	0.54234	0.4823	AUTsivers	neutron	pi-	0.002924682686032066	0.030349
3.2161	0.17712	0.879653083	0.53533	0.72405	AUTsivers	neutron	pi-	0.0035021174710550894	0.029414
4.4189	0.25178	0.8502417625	0.54166	0.69948	AUTsivers	neutron	pi-	0.010328619100365937	0.012798
5.795	0.34673	0.8096764531	0.54426	0.6912	AUTsivers	neutron	pi-	0.012187813687380339	0.012653
7.0781	0.44383	0.7725907931	0.54569	0.68586	AUTsivers	neutron	pi-	0.010093318004238946	0.015952
8.2856	0.53997	0.7433679285	0.54732	0.67813	AUTsivers	neutron	pi-	0.006859366120904096	0.025448
3.1551	0.17304	0.8833160279	0.54415	0.88807	AUTsivers	neutron	pi-	0.004057155539114735	0.022904
4.3746	0.24799	0.8545818575	0.54523	0.88527	AUTsivers	neutron	pi-	0.011694112457348764	0.014802
5.7826	0.34382	0.8147821472	0.54728	0.87953	AUTsivers	neutron	pi-	0.014037148031632866	0.018388
7.1034	0.43998	0.7821369874	0.55056	0.87168	AUTsivers	neutron	pi-	0.011840296025781993	0.02929
3.1425	0.17223	0.8839261321	0.54681	1.079	AUTsivers	neutron	pi-	0.004346433300181165	0.034202
4.3429	0.24509	0.8584277061	0.54903	1.0739	AUTsivers	neutron	pi-	0.012412489556412058	0.025487
5.7729	0.33964	0.8234262183	0.55381	1.066	AUTsivers	neutron	pi-	0.015422586439336748	0.040891
8.0471	0.55462	0.702899704	0.64261	0.13937	AUTsivers	neutron	pi-	0.0022914066311254134	0.043951
9.0726	0.63514	0.6920090716	0.63481	0.12884	AUTsivers	neutron	pi-	0.0011644475752622826	0.053054
5.9083	0.37366	0.7660117266	0.63704	0.35264	AUTsivers	neutron	pi-	0.011842187477650215	0.071173
7.0184	0.45462	0.7478923094	0.64137	0.32485	AUTsivers	neutron	pi-	0.008533101650852509	0.026558
8.161	0.5466	0.723307951	0.64275	0.30955	AUTsivers	neutron	pi-	0.005166363157927374	0.023275
9.1716	0.62889	0.7065125898	0.63312	0.29644	AUTsivers	neutron	pi-	0.0027187366613944113	0.040277
4.6893	0.27816	0.8167005137	0.63338	0.55129	AUTsivers	neutron	pi-	0.018847254038557013	0.072794
5.8314	0.35593	0.7937024604	0.64028	0.5173	AUTsivers	neutron	pi-	0.017217714924382465	0.022461
7.058	0.44748	0.7641128677	0.64306	0.50124	AUTsivers	neutron	pi-	0.012757254162644182	0.018041
8.2028	0.54247	0.7325476607	0.64173	0.49402	AUTsivers	neutron	pi-	0.007873874127156153	0.022162
4.5001	0.25899	0.8417607234	0.63917	0.71362	AUTsivers	neutron	pi-	0.022551676347041666	0.023814
5.7988	0.34809	0.8070418794	0.64334	0.69516	AUTsivers	neutron	pi-	0.021549652744621305	0.017687
7.0649	0.4449	0.7692953404	0.64427	0.69068	AUTsivers	neutron	pi-	0.01606741254034382	0.019767
8.2016	0.53221	0.7465605596	0.63651	0.67538	AUTsivers	neutron	pi-	0.010204110338310294	0.033822
3.1859	0.17506	0.8816469398	0.64044	0.90086	AUTsivers	neutron	pi-	0.01754343012551622	0.03956
4.3897	0.24941	0.8526493534	0.64402	0.88994	AUTsivers	neutron	pi-	0.024890755828459055	0.02072
5.788	0.34583	0.8108029991	0.64509	0.88604	AUTsivers	neutron	pi-	0.024145948004157848	0.022171
7.0511	0.43836	0.7792475479	0.64266	0.87385	AUTsivers	neutron	pi-	0.01819791347979121	0.031884
3.1426	0.1723	0.8835951378	0.64556	1.0841	AUTsivers	neutron	pi-	0.01797277526358809	0.044115
4.365	0.24737	0.8548436847	0.64631	1.0817	AUTsivers	neutron	pi-	0.025552017744226004	0.029203
5.7501	0.34052	0.8180545443	0.64537	1.0716	AUTsivers	neutron	pi-	0.024965331177371815	0.039126
3.5723	0.27185	0.7957526396	0.30852	0.17982	AUTsivers	neutron	pi-	-0.00079764565287682	0.033932
4.4621	0.35198	0.7676810384	0.31997	0.16167	AUTsivers	neutron	pi-	9.279999111904017e-05	0.015877
5.4166	0.44422	0.7383940004	0.32814	0.14334	AUTsivers	neutron	pi-	0.0004477901884112251	0.016862
6.3838	0.53952	0.7165247982	0.33367	0.13148	AUTsivers	neutron	pi-	0.0004634245143131784	0.027973
7.3515	0.63533	0.7007064258	0.33764	0.125	AUTsivers	neutron	pi-	0.0003280892557766129	0.063295
2.4331	0.1707	0.863149333	0.29691	0.3383	AUTsivers	neutron	pi-	-0.005076101165863802	0.0069294
3.3856	0.24771	0.8276593171	0.3069	0.31875	AUTsivers	neutron	pi-	-0.0020468862146897178	0.0047246
4.4415	0.34288	0.7844170311	0.31802	0.30441	AUTsivers	neutron	pi-	2.5849836695064052e-05	0.0061932
5.4398	0.43923	0.7499813072	0.32631	0.29204	AUTsivers	neutron	pi-	0.0008573941652696049	0.010722
6.4145	0.53597	0.7247393291	0.33224	0.28212	AUTsivers	neutron	pi-	0.0009747445682322432	0.024408
7.3765	0.63317	0.7054878178	0.33671	0.27752	AUTsivers	neutron	pi-	0.0007234512869205529	0.074519
2.3928	0.16726	0.8663109608	0.30468	0.48354	AUTsivers	neutron	pi-	-0.007121473937847898	0.004817
3.3296	0.2409	0.8369793911	0.3117	0.47198	AUTsivers	neutron	pi-	-0.003107227561264389	0.004727
4.4328	0.33735	0.7957138628	0.32072	0.4601	AUTsivers	neutron	pi-	6.165998809122126e-06	0.0099401
5.4666	0.43672	0.7580078747	0.32746	0.45837	AUTsivers	neutron	pi-	0.0013221341427134877	0.029145
6.4357	0.53558	0.7276640881	0.33275	0.45986	AUTsivers	neutron	pi-	0.0015549619289681467	0.10867
2.344	0.16308	0.8703950374	0.32443	0.64188	AUTsivers	neutron	pi-	-0.008835014286180911	0.014218
3.2766	0.23362	0.8493230467	0.32766	0.63677	AUTsivers	neutron	pi-	-0.0038413288469066244	0.021276
4.4632	0.33366	0.810031121	0.33194	0.63012	AUTsivers	neutron	pi-	0.000330394369716854	0.096176
3.6116	0.28258	0.7739585908	0.38078	0.18053	AUTsivers	neutron	pi-	0.0002751361068580478	0.073106
4.4524	0.35999	0.748967959	0.38983	0.15999	AUTsivers	neutron	pi-	0.0008751071151963211	0.017059
5.3235	0.45024	0.7159994428	0.39312	0.13873	AUTsivers	neutron	pi-	0.0008892571554940927	0.012205
6.1537	0.54536	0.6833017622	0.39541	0.1266	AUTsivers	neutron	pi-	0.0006828194819243999	0.01435
6.969	0.63984	0.6595664849	0.39828	0.12311	AUTsivers	neutron	pi-	0.00043142865102138695	0.022733
2.4964	0.1766	0.8560181565	0.38116	0.36249	AUTsivers	neutron	pi-	-0.003467209777500473	0.017888
3.4355	0.25498	0.8159120323	0.38943	0.33085	AUTsivers	neutron	pi-	2.2724557478347042e-05	0.0070786
4.4322	0.34799	0.7712800305	0.39301	0.30928	AUTsivers	neutron	pi-	0.0016309562144015968	0.0062206
5.3633	0.44423	0.7311116556	0.39513	0.29783	AUTsivers	neutron	pi-	0.001909007953509447	0.0077983
6.2286	0.54125	0.6968704252	0.39739	0.28748	AUTsivers	neutron	pi-	0.0015618908360196977	0.013009
7.0298	0.63761	0.6676476909	0.4001	0.28153	AUTsivers	neutron	pi-	0.0009923204030523568	0.028261
2.4185	0.16962	0.863432784	0.39214	0.5016	AUTsivers	neutron	pi-	-0.004785354045734632	0.0065624
3.3697	0.24659	0.8275138647	0.39467	0.4932	AUTsivers	neutron	pi-	-0.00013977035673234882	0.0048668
4.4252	0.34201	0.78352634	0.39866	0.4788	AUTsivers	neutron	pi-	0.002538503039964912	0.0069208
5.405	0.43988	0.7440823167	0.40155	0.46976	AUTsivers	neutron	pi-	0.0030696182283579967	0.013542
6.2752	0.53988	0.7038657523	0.40222	0.46887	AUTsivers	neutron	pi-	0.002540717329322495	0.036126
7.0511	0.62993	0.6778351466	0.40028	0.46081	AUTsivers	neutron	pi-	0.0016447977150166372	0.10301
2.3864	0.16679	0.8664285079	0.4004	0.67341	AUTsivers	neutron	pi-	-0.006014461868624822	0.0081727
3.3138	0.23922	0.8388577268	0.40561	0.66286	AUTsivers	neutron	pi-	-4.254273521717738e-05	0.0084609
4.4341	0.33707	0.7966084043	0.41047	0.65373	AUTsivers	neutron	pi-	0.003786356383680767	0.02101
5.4681	0.43848	0.7551724902	0.41253	0.65002	AUTsivers	neutron	pi-	0.0044172406160532295	0.072938
6.3871	0.5378	0.7191879787	0.41426	0.64338	AUTsivers	neutron	pi-	0.003581740683268975	0.22831
2.3375	0.16257	0.8707043526	0.42042	0.84526	AUTsivers	neutron	pi-	-0.006318216728439258	0.027946
3.2703	0.2328	0.850675882	0.4241	0.8405	AUTsivers	neutron	pi-	0.0006827390001727474	0.043679
4.4597	0.3658	0.7382805815	0.49048	0.16132	AUTsivers	neutron	pi-	0.002293491459121564	0.030333
5.3092	0.45203	0.711248443	0.49328	0.13887	AUTsivers	neutron	pi-	0.0017559278684783092	0.017382
6.1279	0.54649	0.6790299838	0.49412	0.12738	AUTsivers	neutron	pi-	0.0011506159613984225	0.01859
6.9018	0.63793	0.6551622196	0.49235	0.12517	AUTsivers	neutron	pi-	0.0006592070871681946	0.028048
2.5968	0.18748	0.8387703293	0.47409	0.37812	AUTsivers	neutron	pi-	-4.9696415849602935e-05	0.096188
3.4933	0.26271	0.8052278387	0.48819	0.34376	AUTsivers	neutron	pi-	0.00359302401653427	0.014727
4.4341	0.3503	0.7665223946	0.4927	0.31513	AUTsivers	neutron	pi-	0.004431177987501134	0.0094278
5.3487	0.44582	0.7265210364	0.49424	0.30389	AUTsivers	neutron	pi-	0.003823105707047625	0.010218
6.196	0.54272	0.6913454111	0.49537	0.29509	AUTsivers	neutron	pi-	0.0026593024696537296	0.014869
6.9653	0.63207	0.6673200141	0.49226	0.28314	AUTsivers	neutron	pi-	0.0015201730249879242	0.030306
2.4497	0.17236	0.8606685201	0.48928	0.51936	AUTsivers	neutron	pi-	-0.0005952364343361547	0.012648
3.3908	0.24947	0.8230824641	0.493	0.50165	AUTsivers	neutron	pi-	0.004703729463104155	0.0072701
4.4263	0.34516	0.7765687087	0.49522	0.49237	AUTsivers	neutron	pi-	0.0066718019526541775	0.0082374
5.3826	0.44146	0.7383465497	0.49752	0.4817	AUTsivers	neutron	pi-	0.005924932025171989	0.012508
6.2504	0.53937	0.7017469372	0.49842	0.47535	AUTsivers	neutron	pi-	0.004193978992279087	0.026404
7.0357	0.62007	0.6871097239	0.48922	0.45347	AUTsivers	neutron	pi-	0.002504074512466209	0.094949
2.4081	0.16877	0.86404979	0.49456	0.6908	AUTsivers	neutron	pi-	-0.0008513674431818837	0.010242
3.3531	0.24456	0.8302723623	0.49695	0.68298	AUTsivers	neutron	pi-	0.005880364050943289	0.008313
4.4226	0.33969	0.7884141338	0.50124	0.6706	AUTsivers	neutron	pi-	0.008778993341765882	0.01373
5.4171	0.43916	0.7469707191	0.50307	0.66618	AUTsivers	neutron	pi-	0.007899266359229704	0.033436
6.2769	0.53038	0.7166672727	0.49828	0.65437	AUTsivers	neutron	pi-	0.0055889555490195265	0.11403
2.3781	0.16609	0.8670539668	0.50193	0.86969	AUTsivers	neutron	pi-	-0.0007656567358658332	0.016438
3.3009	0.23766	0.8410770379	0.50664	0.86056	AUTsivers	neutron	pi-	0.007200073223038652	0.018211
4.442	0.33675	0.7987860127	0.51083	0.85364	AUTsivers	neutron	pi-	0.010983759038299772	0.051686
4.467	0.3707	0.7297143185	0.59085	0.16123	AUTsivers	neutron	pi-	0.0043581951740121	0.050728
5.2971	0.45369	0.7070310171	0.59325	0.1388	AUTsivers	neutron	pi-	0.002989474586434662	0.024029
6.1199	0.54599	0.6787645292	0.59322	0.12809	AUTsivers	neutron	pi-	0.0018036926201085012	0.024192
6.8877	0.62246	0.6700732426	0.57903	0.12265	AUTsivers	neutron	pi-	0.0010054460244525746	0.053371
3.5547	0.27164	0.7924442784	0.58749	0.35149	AUTsivers	neutron	pi-	0.009341820697467982	0.031951
4.436	0.35286	0.761287343	0.59224	0.32038	AUTsivers	neutron	pi-	0.00871845169956145	0.014259
5.3403	0.44688	0.7236594507	0.59378	0.30634	AUTsivers	neutron	pi-	0.006570350715154873	0.013605
6.1734	0.54137	0.6905414201	0.59261	0.29786	AUTsivers	neutron	pi-	0.004165738322829659	0.018557
6.9851	0.61745	0.6850627201	0.57488	0.27643	AUTsivers	neutron	pi-	0.002260964549868247	0.060719
2.5043	0.17737	0.8549991621	0.58511	0.54523	AUTsivers	neutron	pi-	0.007303978998423876	0.03007
3.4189	0.25309	0.8180331701	0.59192	0.51025	AUTsivers	neutron	pi-	0.012617402562757875	0.011612
4.4269	0.34692	0.7727337406	0.59411	0.49774	AUTsivers	neutron	pi-	0.012949164137466739	0.01093
5.3648	0.44314	0.7331149643	0.59546	0.48983	AUTsivers	neutron	pi-	0.010065296683439006	0.014179
6.2239	0.53186	0.708638557	0.59064	0.47441	AUTsivers	neutron	pi-	0.006549198192113251	0.028102
2.4182	0.16966	0.8631221379	0.5935	0.69659	AUTsivers	neutron	pi-	0.008414228928391268	0.015436
3.3724	0.24733	0.8256990497	0.59473	0.6915	AUTsivers	neutron	pi-	0.015541096088480921	0.010697
4.4206	0.34264	0.781272719	0.59704	0.6825	AUTsivers	neutron	pi-	0.016471333097710095	0.013876
5.3863	0.43695	0.7464802065	0.59739	0.67037	AUTsivers	neutron	pi-	0.012963661913342705	0.025838
2.4014	0.16821	0.8645143314	0.59614	0.88498	AUTsivers	neutron	pi-	0.009424156713971541	0.01829
3.3355	0.24249	0.832964731	0.59886	0.87681	AUTsivers	neutron	pi-	0.01753278809771157	0.015847
4.4125	0.337	0.792892517	0.60197	0.86481	AUTsivers	neutron	pi-	0.019136130640056138	0.030256
4.471	0.3744	0.7231499016	0.69068	0.16078	AUTsivers	neutron	pi-	0.007173638092073607	0.081925
5.2801	0.45384	0.7045290073	0.69085	0.13811	AUTsivers	neutron	pi-	0.004611565685700014	0.033617
6.0787	0.53152	0.692549151	0.6754	0.12668	AUTsivers	neutron	pi-	0.00269838873333647	0.047015
3.595	0.27882	0.7807904154	0.6869	0.35681	AUTsivers	neutron	pi-	0.01764813883927396	0.070312
4.4393	0.35589	0.7553673543	0.69171	0.32405	AUTsivers	neutron	pi-	0.014710771828300053	0.021697
5.3218	0.44495	0.7242805784	0.68995	0.30684	AUTsivers	neutron	pi-	0.01025185668946409	0.019007
6.1265	0.52439	0.7074854917	0.6725	0.2895	AUTsivers	neutron	pi-	0.006162366766076897	0.04125
2.5811	0.18539	0.8430979397	0.68094	0.56237	AUTsivers	neutron	pi-	0.020387939928064123	0.096998
3.4602	0.25852	0.8105252638	0.69038	0.51946	AUTsivers	neutron	pi-	0.024327612957474692	0.019678
4.4259	0.3479	0.7703829634	0.69298	0.50053	AUTsivers	neutron	pi-	0.021686336151384614	0.014963
5.3249	0.43741	0.7371947783	0.68449	0.48698	AUTsivers	neutron	pi-	0.015393860108946568	0.020734
2.4483	0.17228	0.8605760812	0.69042	0.70969	AUTsivers	neutron	pi-	0.0231177993036035	0.026159
3.3833	0.24881	0.823440416	0.69357	0.6958	AUTsivers	neutron	pi-	0.029516651603047166	0.014797
4.4005	0.34175	0.7797457274	0.69061	0.68511	AUTsivers	neutron	pi-	0.0268705313175957	0.017679
5.313	0.42452	0.7578812487	0.67415	0.658	AUTsivers	neutron	pi-	0.019191558511817686	0.045122
2.4054	0.16862	0.8638487782	0.69467	0.88947	AUTsivers	neutron	pi-	0.02510270244635535	0.024177
3.3422	0.24397	0.8295747223	0.69327	0.88204	AUTsivers	neutron	pi-	0.03223885447572175	0.01894
4.3319	0.32878	0.7978707298	0.68007	0.8569	AUTsivers	neutron	pi-	0.029174980284844988	0.039877
