i,Ebeam,x,y,z,Q2,pT,obs,Nacc,stat_sivers,stat_collins,stat_pretzelosity,systrel,systabs,target,hadron,Experiment
307,11.0,0.084345,0.716464,0.674387,1.235538,0.890040,AUT,18951478.131147,0.002345,0.002263,0.002263,0.070207,0.001140,neutron,pi+,solid
308,11.0,0.127661,0.625033,0.673704,1.636358,0.880078,AUT,9933998.186336,0.004540,0.003917,0.003923,0.070207,0.001229,neutron,pi+,solid
309,11.0,0.088430,0.735134,0.674154,1.323244,1.117749,AUT,13462034.222555,0.002777,0.002700,0.002691,0.070207,0.001148,neutron,pi+,solid
310,11.0,0.157149,0.661083,0.322936,2.139442,0.151188,AUT,10824521.053338,0.003259,0.003209,0.003212,0.070207,0.001238,neutron,pi+,solid
311,11.0,0.177017,0.607950,0.323276,2.220578,0.138067,AUT,11368391.894559,0.003149,0.003141,0.003146,0.070207,0.001275,neutron,pi+,solid
312,11.0,0.189671,0.580189,0.323511,2.271104,0.132469,AUT,11365120.637905,0.003230,0.003224,0.003223,0.070207,0.001298,neutron,pi+,solid
313,11.0,0.200094,0.560210,0.323656,2.313540,0.128462,AUT,11366027.301091,0.003334,0.003286,0.003300,0.070207,0.001317,neutron,pi+,solid
314,11.0,0.209402,0.544633,0.323660,2.353932,0.125049,AUT,11058543.346598,0.003467,0.003399,0.003405,0.070207,0.001335,neutron,pi+,solid
315,11.0,0.218111,0.532062,0.323684,2.395279,0.122936,AUT,11049649.378816,0.003554,0.003462,0.003466,0.070207,0.001351,neutron,pi+,solid
316,11.0,0.226702,0.518596,0.323702,2.426604,0.120122,AUT,11059562.033692,0.003621,0.003519,0.003524,0.070207,0.001366,neutron,pi+,solid
317,11.0,0.235434,0.504624,0.323784,2.452165,0.117957,AUT,11063059.478020,0.003696,0.003572,0.003574,0.070207,0.001382,neutron,pi+,solid
318,11.0,0.244642,0.488510,0.323793,2.466626,0.116236,AUT,11262651.595771,0.003731,0.003602,0.003596,0.070207,0.001398,neutron,pi+,solid
319,11.0,0.254651,0.471395,0.323893,2.477567,0.115041,AUT,11094831.764041,0.003819,0.003675,0.003674,0.070207,0.001416,neutron,pi+,solid
320,11.0,0.265755,0.453024,0.324050,2.484770,0.114748,AUT,10942292.529989,0.003830,0.003716,0.003723,0.070207,0.001436,neutron,pi+,solid
321,11.0,0.278570,0.433281,0.323793,2.490982,0.115982,AUT,11046884.047555,0.003779,0.003719,0.003723,0.070207,0.001458,neutron,pi+,solid
322,11.0,0.293843,0.411702,0.323787,2.496532,0.119373,AUT,11123097.616794,0.003709,0.003736,0.003730,0.070207,0.001484,neutron,pi+,solid
323,11.0,0.313012,0.389620,0.323867,2.516719,0.125821,AUT,11025452.503105,0.003837,0.003870,0.003867,0.070207,0.001517,neutron,pi+,solid
324,11.0,0.347419,0.374059,0.323587,2.680455,0.135146,AUT,10785428.472909,0.004528,0.004397,0.004402,0.070207,0.001578,neutron,pi+,solid
325,11.0,0.140414,0.716861,0.323164,2.076042,0.309134,AUT,10857665.362236,0.003042,0.003054,0.003049,0.070207,0.001207,neutron,pi+,solid
326,11.0,0.152351,0.679858,0.323609,2.137619,0.304136,AUT,11423472.766371,0.003068,0.003052,0.003051,0.070207,0.001229,neutron,pi+,solid
327,11.0,0.160817,0.657721,0.323721,2.183100,0.299326,AUT,10879111.758963,0.003274,0.003206,0.003209,0.070207,0.001245,neutron,pi+,solid
328,11.0,0.168170,0.639711,0.323903,2.220473,0.295595,AUT,10972945.529199,0.003394,0.003279,0.003297,0.070207,0.001258,neutron,pi+,solid
329,11.0,0.175165,0.624748,0.323992,2.258767,0.292943,AUT,11072995.877618,0.003572,0.003387,0.003386,0.070207,0.001272,neutron,pi+,solid
330,11.0,0.182053,0.610981,0.324078,2.295875,0.290777,AUT,11094076.837834,0.003807,0.003512,0.003515,0.070207,0.001284,neutron,pi+,solid
331,11.0,0.188949,0.597851,0.324143,2.331640,0.289647,AUT,10991761.384548,0.004091,0.003681,0.003676,0.070207,0.001297,neutron,pi+,solid
332,11.0,0.195973,0.585957,0.324272,2.370191,0.288887,AUT,11123909.457478,0.004415,0.003840,0.003845,0.070207,0.001310,neutron,pi+,solid
333,11.0,0.203255,0.573386,0.324236,2.405537,0.288548,AUT,10968324.995196,0.004843,0.004083,0.004088,0.070207,0.001324,neutron,pi+,solid
334,11.0,0.210971,0.560277,0.324219,2.439745,0.288500,AUT,11292616.359177,0.005155,0.004239,0.004245,0.070207,0.001338,neutron,pi+,solid
335,11.0,0.219203,0.546829,0.324166,2.474078,0.288481,AUT,11163501.139482,0.005589,0.004511,0.004499,0.070207,0.001353,neutron,pi+,solid
336,11.0,0.228058,0.529744,0.324240,2.493493,0.289133,AUT,11194115.636538,0.006164,0.004864,0.004863,0.070207,0.001369,neutron,pi+,solid
337,11.0,0.237977,0.508303,0.324174,2.496512,0.289613,AUT,11275198.852258,0.006715,0.005270,0.005267,0.070207,0.001387,neutron,pi+,solid
338,11.0,0.249231,0.483706,0.324204,2.487987,0.290101,AUT,10901293.011497,0.006798,0.005520,0.005549,0.070207,0.001407,neutron,pi+,solid
339,11.0,0.262297,0.458960,0.324147,2.484326,0.290766,AUT,10854590.614891,0.006021,0.005345,0.005317,0.070207,0.001430,neutron,pi+,solid
340,11.0,0.277775,0.432036,0.324155,2.476414,0.290742,AUT,10888138.476741,0.005133,0.005183,0.005183,0.070207,0.001456,neutron,pi+,solid
341,11.0,0.296173,0.405156,0.324218,2.476029,0.290341,AUT,11010417.447732,0.004387,0.005195,0.005209,0.070207,0.001488,neutron,pi+,solid
342,11.0,0.319211,0.382004,0.324308,2.516448,0.289789,AUT,10958837.386614,0.003975,0.005540,0.005538,0.070207,0.001528,neutron,pi+,solid
343,11.0,0.355669,0.369099,0.324407,2.708530,0.287454,AUT,8430143.159499,0.004606,0.006794,0.006803,0.070207,0.001593,neutron,pi+,solid
344,11.0,0.142745,0.711874,0.324331,2.094883,0.482863,AUT,11189616.249279,0.003823,0.003427,0.003428,0.070207,0.001212,neutron,pi+,solid
345,11.0,0.160136,0.662668,0.324433,2.189436,0.485291,AUT,10696689.093563,0.004665,0.003961,0.003952,0.070207,0.001244,neutron,pi+,solid
346,11.0,0.174930,0.626251,0.324021,2.260495,0.487399,AUT,10742866.180950,0.004513,0.003948,0.003941,0.070207,0.001271,neutron,pi+,solid
347,11.0,0.189676,0.594253,0.324033,2.325906,0.487976,AUT,11149399.323832,0.004126,0.003801,0.003811,0.070207,0.001299,neutron,pi+,solid
348,11.0,0.204869,0.564885,0.324047,2.388046,0.489162,AUT,10902079.952499,0.003866,0.003812,0.003803,0.070207,0.001327,neutron,pi+,solid
349,11.0,0.221097,0.535544,0.323790,2.443213,0.489774,AUT,11084884.366027,0.003626,0.003809,0.003816,0.070207,0.001356,neutron,pi+,solid
350,11.0,0.239353,0.499740,0.323788,2.467687,0.490341,AUT,10959664.406681,0.003516,0.003967,0.003969,0.070207,0.001389,neutron,pi+,solid
351,11.0,0.261957,0.455852,0.323747,2.462914,0.491477,AUT,11125121.363800,0.003653,0.004278,0.004279,0.070207,0.001429,neutron,pi+,solid
352,11.0,0.291561,0.408784,0.323821,2.457426,0.491796,AUT,11037531.704071,0.004465,0.004960,0.004967,0.070207,0.001480,neutron,pi+,solid
353,11.0,0.336297,0.374175,0.323719,2.594961,0.492736,AUT,10054658.327002,0.006259,0.006445,0.006456,0.070207,0.001557,neutron,pi+,solid
354,11.0,0.160062,0.664735,0.325584,2.185474,0.671667,AUT,11029209.429290,0.003357,0.003286,0.003286,0.070207,0.001243,neutron,pi+,solid
355,11.0,0.204270,0.571564,0.326036,2.404203,0.668062,AUT,11114444.805136,0.004809,0.004209,0.004196,0.070207,0.001326,neutron,pi+,solid
356,11.0,0.265058,0.470330,0.327124,2.551250,0.657970,AUT,11124472.051275,0.008577,0.006241,0.006252,0.070207,0.001434,neutron,pi+,solid
357,11.0,0.346200,0.388019,0.327151,2.770980,0.638774,AUT,897752.701071,0.063335,0.039987,0.040056,0.070207,0.001578,neutron,pi+,solid
358,11.0,0.164777,0.638466,0.372885,2.165315,0.146952,AUT,10974640.832188,0.003230,0.003196,0.003206,0.070207,0.001261,neutron,pi+,solid
359,11.0,0.187958,0.581602,0.373482,2.255490,0.133217,AUT,11370610.274764,0.003240,0.003230,0.003228,0.070207,0.001305,neutron,pi+,solid
360,11.0,0.202560,0.553485,0.373607,2.313739,0.128251,AUT,10909538.184268,0.003425,0.003391,0.003393,0.070207,0.001333,neutron,pi+,solid
361,11.0,0.214906,0.533659,0.373530,2.366984,0.124807,AUT,11020339.039504,0.003502,0.003452,0.003442,0.070207,0.001356,neutron,pi+,solid
362,11.0,0.226642,0.516117,0.373731,2.414204,0.122009,AUT,11065186.241098,0.003580,0.003521,0.003519,0.070207,0.001378,neutron,pi+,solid
363,11.0,0.238488,0.497491,0.373646,2.448671,0.120141,AUT,11142622.974618,0.003644,0.003569,0.003567,0.070207,0.001400,neutron,pi+,solid
364,11.0,0.251167,0.476375,0.373798,2.469317,0.118709,AUT,11118391.466384,0.003706,0.003630,0.003626,0.070207,0.001423,neutron,pi+,solid
365,11.0,0.265444,0.454318,0.373708,2.488720,0.118781,AUT,10948956.112853,0.003770,0.003708,0.003704,0.070207,0.001449,neutron,pi+,solid
366,11.0,0.282738,0.427863,0.373869,2.496188,0.120824,AUT,11111744.201914,0.003721,0.003718,0.003715,0.070207,0.001480,neutron,pi+,solid
367,11.0,0.305540,0.398956,0.373534,2.514799,0.127335,AUT,10907342.294912,0.003854,0.003850,0.003851,0.070207,0.001520,neutron,pi+,solid
368,11.0,0.342898,0.376533,0.373307,2.662679,0.138159,AUT,8640354.413109,0.005099,0.004905,0.004904,0.070207,0.001588,neutron,pi+,solid
369,11.0,0.144354,0.703658,0.373082,2.094070,0.310966,AUT,11135488.963206,0.003043,0.003052,0.003047,0.070207,0.001223,neutron,pi+,solid
370,11.0,0.159078,0.660023,0.373475,2.166717,0.306236,AUT,11314116.178904,0.003114,0.003108,0.003112,0.070207,0.001250,neutron,pi+,solid
371,11.0,0.169497,0.634279,0.373719,2.218839,0.301245,AUT,11141934.703615,0.003267,0.003220,0.003224,0.070207,0.001270,neutron,pi+,solid
372,11.0,0.178672,0.615103,0.373822,2.268308,0.296806,AUT,11169429.258871,0.003436,0.003325,0.003324,0.070207,0.001288,neutron,pi+,solid
373,11.0,0.187364,0.598499,0.373957,2.314508,0.294090,AUT,10899084.408561,0.003711,0.003503,0.003506,0.070207,0.001305,neutron,pi+,solid
374,11.0,0.196028,0.583615,0.374064,2.361316,0.292229,AUT,11154950.341781,0.003976,0.003632,0.003632,0.070207,0.001321,neutron,pi+,solid
375,11.0,0.205102,0.568798,0.374127,2.407864,0.291097,AUT,11113409.708022,0.004369,0.003852,0.003856,0.070207,0.001339,neutron,pi+,solid
376,11.0,0.214643,0.553834,0.374190,2.453619,0.290024,AUT,10916819.694144,0.004806,0.004119,0.004115,0.070207,0.001357,neutron,pi+,solid
377,11.0,0.224770,0.536783,0.374226,2.490135,0.289670,AUT,10714968.690868,0.005418,0.004471,0.004482,0.070207,0.001376,neutron,pi+,solid
378,11.0,0.236093,0.513139,0.374213,2.500181,0.289787,AUT,11050090.454825,0.006107,0.004890,0.004877,0.070207,0.001396,neutron,pi+,solid
379,11.0,0.249615,0.483676,0.374143,2.491315,0.289731,AUT,11041239.937614,0.006631,0.005334,0.005316,0.070207,0.001421,neutron,pi+,solid
380,11.0,0.266266,0.451492,0.374187,2.480497,0.290963,AUT,10988894.642726,0.005787,0.005120,0.005096,0.070207,0.001451,neutron,pi+,solid
381,11.0,0.286649,0.417812,0.374208,2.470894,0.289968,AUT,11117969.781625,0.004607,0.004773,0.004779,0.070207,0.001487,neutron,pi+,solid
382,11.0,0.311808,0.386505,0.374311,2.486517,0.288333,AUT,10897205.311073,0.003955,0.004803,0.004789,0.070207,0.001531,neutron,pi+,solid
383,11.0,0.350494,0.370499,0.374364,2.678930,0.286092,AUT,9233263.742557,0.004486,0.005589,0.005582,0.070207,0.001602,neutron,pi+,solid
384,11.0,0.144243,0.706870,0.374190,2.101663,0.484845,AUT,10841819.139105,0.003586,0.003336,0.003330,0.070207,0.001223,neutron,pi+,solid
385,11.0,0.163594,0.654913,0.374506,2.210222,0.483229,AUT,11259129.159912,0.004935,0.004045,0.004051,0.070207,0.001259,neutron,pi+,solid
386,11.0,0.181342,0.614213,0.374444,2.297956,0.484881,AUT,11051424.741182,0.006200,0.004818,0.004819,0.070207,0.001293,neutron,pi+,solid
387,11.0,0.199328,0.577612,0.374331,2.375499,0.486494,AUT,10675582.820408,0.006145,0.004960,0.004983,0.070207,0.001328,neutron,pi+,solid
388,11.0,0.218868,0.541909,0.374153,2.446903,0.487355,AUT,11057618.915693,0.005190,0.004613,0.004628,0.070207,0.001364,neutron,pi+,solid
389,11.0,0.242493,0.495160,0.374090,2.475957,0.487954,AUT,11284441.503316,0.004290,0.004486,0.004485,0.070207,0.001408,neutron,pi+,solid
390,11.0,0.274178,0.436744,0.374139,2.467887,0.489001,AUT,10875618.764288,0.003752,0.004911,0.004914,0.070207,0.001464,neutron,pi+,solid
391,11.0,0.324314,0.381694,0.374029,2.550432,0.488692,AUT,10979727.529869,0.004286,0.006190,0.006182,0.070207,0.001553,neutron,pi+,solid
392,11.0,0.392074,0.361244,0.374136,2.923538,0.483085,AUT,164815.759613,0.048490,0.072414,0.072994,0.070207,0.001685,neutron,pi+,solid
393,11.0,0.160657,0.661832,0.374384,2.183372,0.682409,AUT,10886207.965997,0.003207,0.003215,0.003215,0.070207,0.001253,neutron,pi+,solid
394,11.0,0.204874,0.564182,0.374360,2.379836,0.683052,AUT,10970664.021136,0.003575,0.003658,0.003661,0.070207,0.001338,neutron,pi+,solid
395,11.0,0.257554,0.468039,0.374655,2.474933,0.678589,AUT,11078542.900173,0.005438,0.004829,0.004827,0.070207,0.001434,neutron,pi+,solid
396,11.0,0.320413,0.400142,0.373780,2.643476,0.662228,AUT,2945415.370952,0.017851,0.014002,0.013968,0.070207,0.001547,neutron,pi+,solid
397,11.0,0.197744,0.600856,0.378477,2.395770,0.857572,AUT,5042657.764879,0.009135,0.007108,0.007148,0.070207,0.001321,neutron,pi+,solid
398,11.0,0.172983,0.615726,0.423154,2.190762,0.142272,AUT,11129671.300793,0.003222,0.003209,0.003212,0.070207,0.001285,neutron,pi+,solid
399,11.0,0.199571,0.556850,0.423461,2.292764,0.129458,AUT,11095719.113259,0.003378,0.003368,0.003355,0.070207,0.001337,neutron,pi+,solid
400,11.0,0.217160,0.527419,0.423705,2.363525,0.125820,AUT,11043652.945107,0.003500,0.003467,0.003469,0.070207,0.001371,neutron,pi+,solid
401,11.0,0.233200,0.503599,0.423797,2.423515,0.123181,AUT,11162924.621556,0.003582,0.003543,0.003532,0.070207,0.001402,neutron,pi+,solid
402,11.0,0.249703,0.477839,0.423775,2.462138,0.121676,AUT,10960762.592815,0.003699,0.003645,0.003651,0.070207,0.001432,neutron,pi+,solid
403,11.0,0.268816,0.449225,0.423846,2.491585,0.122068,AUT,10873862.047608,0.003758,0.003724,0.003732,0.070207,0.001468,neutron,pi+,solid
404,11.0,0.294582,0.413708,0.423604,2.513441,0.126510,AUT,10904137.959990,0.003817,0.003821,0.003819,0.070207,0.001514,neutron,pi+,solid
405,11.0,0.335824,0.380535,0.423232,2.634745,0.138592,AUT,7576539.458317,0.005347,0.005131,0.005137,0.070207,0.001590,neutron,pi+,solid
406,11.0,0.148627,0.690186,0.423231,2.113701,0.311579,AUT,10959381.076935,0.003112,0.003115,0.003115,0.070207,0.001238,neutron,pi+,solid
407,11.0,0.166790,0.638801,0.423470,2.198446,0.306340,AUT,11270465.813894,0.003175,0.003167,0.003175,0.070207,0.001273,neutron,pi+,solid
408,11.0,0.179509,0.610114,0.423704,2.260253,0.300669,AUT,10947837.183818,0.003390,0.003337,0.003330,0.070207,0.001298,neutron,pi+,solid
409,11.0,0.190858,0.589144,0.423836,2.320686,0.296817,AUT,10960012.910576,0.003623,0.003474,0.003479,0.070207,0.001320,neutron,pi+,solid
410,11.0,0.202072,0.570997,0.423942,2.381380,0.294524,AUT,11034937.858932,0.003946,0.003658,0.003664,0.070207,0.001342,neutron,pi+,solid
411,11.0,0.213767,0.553242,0.424048,2.440879,0.292915,AUT,10978348.971577,0.004400,0.003919,0.003915,0.070207,0.001365,neutron,pi+,solid
412,11.0,0.226448,0.532084,0.424015,2.486535,0.290997,AUT,11005749.070036,0.004963,0.004226,0.004229,0.070207,0.001389,neutron,pi+,solid
413,11.0,0.241117,0.501968,0.424073,2.497341,0.290153,AUT,11151431.693751,0.005788,0.004722,0.004721,0.070207,0.001417,neutron,pi+,solid
414,11.0,0.259355,0.464523,0.424248,2.485481,0.290558,AUT,10954864.124046,0.005827,0.004948,0.004945,0.070207,0.001450,neutron,pi+,solid
415,11.0,0.282815,0.423325,0.424211,2.469437,0.289276,AUT,11062670.715647,0.004476,0.004401,0.004406,0.070207,0.001493,neutron,pi+,solid
416,11.0,0.312674,0.385988,0.424218,2.489657,0.287702,AUT,11127429.027317,0.003870,0.004358,0.004352,0.070207,0.001547,neutron,pi+,solid
417,11.0,0.353884,0.369335,0.424160,2.696618,0.288041,AUT,6657058.063581,0.005625,0.006296,0.006287,0.070207,0.001625,neutron,pi+,solid
418,11.0,0.147008,0.698265,0.424103,2.115173,0.489429,AUT,11086773.032043,0.003305,0.003196,0.003190,0.070207,0.001235,neutron,pi+,solid
419,11.0,0.168823,0.642191,0.424386,2.236319,0.484349,AUT,11196289.340909,0.004474,0.003826,0.003829,0.070207,0.001277,neutron,pi+,solid
420,11.0,0.189076,0.599111,0.424405,2.336793,0.485016,AUT,10907614.682236,0.006317,0.004866,0.004870,0.070207,0.001317,neutron,pi+,solid
421,11.0,0.211165,0.557007,0.424340,2.426212,0.486852,AUT,11061986.140588,0.007098,0.005470,0.005461,0.070207,0.001360,neutron,pi+,solid
422,11.0,0.237239,0.506854,0.424342,2.479097,0.487815,AUT,10885730.647181,0.005865,0.005163,0.005169,0.070207,0.001409,neutron,pi+,solid
423,11.0,0.274076,0.438324,0.424144,2.473884,0.488156,AUT,11177648.999577,0.004253,0.005093,0.005091,0.070207,0.001477,neutron,pi+,solid
424,11.0,0.328749,0.380276,0.424130,2.576396,0.486308,AUT,8013547.415856,0.004666,0.007599,0.007582,0.070207,0.001577,neutron,pi+,solid
425,11.0,0.163699,0.654926,0.424426,2.198570,0.684880,AUT,10994304.871019,0.003985,0.003649,0.003650,0.070207,0.001267,neutron,pi+,solid
426,11.0,0.216466,0.541317,0.424163,2.409105,0.687163,AUT,11016281.537417,0.003451,0.003770,0.003769,0.070207,0.001369,neutron,pi+,solid
427,11.0,0.280895,0.437598,0.423817,2.523822,0.680293,AUT,8068576.099060,0.005408,0.005925,0.005918,0.070207,0.001488,neutron,pi+,solid
428,11.0,0.200690,0.587927,0.426200,2.377916,0.879883,AUT,8545504.607966,0.005122,0.004546,0.004541,0.070207,0.001335,neutron,pi+,solid
429,11.0,0.180743,0.596323,0.473275,2.215707,0.138248,AUT,10844377.258306,0.003309,0.003314,0.003304,0.070207,0.001308,neutron,pi+,solid
430,11.0,0.211751,0.534013,0.473618,2.332591,0.127470,AUT,11105267.429205,0.003476,0.003447,0.003447,0.070207,0.001370,neutron,pi+,solid
431,11.0,0.234126,0.500486,0.473658,2.417562,0.124895,AUT,10989732.107935,0.003608,0.003576,0.003583,0.070207,0.001414,neutron,pi+,solid
432,11.0,0.257397,0.466021,0.473671,2.474499,0.123749,AUT,11057979.634186,0.003705,0.003677,0.003678,0.070207,0.001458,neutron,pi+,solid
433,11.0,0.288875,0.422509,0.473612,2.515831,0.126848,AUT,10948237.676215,0.003813,0.003804,0.003819,0.070207,0.001517,neutron,pi+,solid
434,11.0,0.335055,0.382037,0.473332,2.639075,0.140215,AUT,5139067.895597,0.006586,0.006292,0.006297,0.070207,0.001604,neutron,pi+,solid
435,11.0,0.153886,0.674084,0.473279,2.135843,0.311778,AUT,11236585.679393,0.003124,0.003121,0.003123,0.070207,0.001255,neutron,pi+,solid
436,11.0,0.175661,0.616261,0.473640,2.233493,0.305292,AUT,10807661.578971,0.003323,0.003308,0.003306,0.070207,0.001299,neutron,pi+,solid
437,11.0,0.191146,0.585725,0.473913,2.310393,0.300004,AUT,10948647.144375,0.003533,0.003447,0.003447,0.070207,0.001330,neutron,pi+,solid
438,11.0,0.205934,0.561943,0.473875,2.388187,0.295732,AUT,11060699.857780,0.003879,0.003643,0.003644,0.070207,0.001359,neutron,pi+,solid
439,11.0,0.221508,0.538999,0.473987,2.463773,0.293479,AUT,11113288.216480,0.004386,0.003931,0.003927,0.070207,0.001390,neutron,pi+,solid
440,11.0,0.239309,0.505228,0.474116,2.494334,0.291212,AUT,11081285.411032,0.005155,0.004387,0.004403,0.070207,0.001424,neutron,pi+,solid
441,11.0,0.261969,0.459045,0.474149,2.480074,0.290264,AUT,11150669.967151,0.005055,0.004466,0.004469,0.070207,0.001467,neutron,pi+,solid
442,11.0,0.291954,0.409538,0.474166,2.465390,0.289350,AUT,10928836.092422,0.004027,0.004125,0.004128,0.070207,0.001522,neutron,pi+,solid
443,11.0,0.337006,0.374623,0.474032,2.603422,0.290475,AUT,10663395.966877,0.004281,0.004584,0.004582,0.070207,0.001608,neutron,pi+,solid
444,11.0,0.150503,0.687453,0.473938,2.130916,0.493899,AUT,11219522.945757,0.003216,0.003160,0.003165,0.070207,0.001248,neutron,pi+,solid
445,11.0,0.175478,0.627464,0.474345,2.270923,0.486317,AUT,11007231.241160,0.004238,0.003744,0.003747,0.070207,0.001299,neutron,pi+,solid
446,11.0,0.199633,0.579651,0.474429,2.386515,0.485846,AUT,11143353.010378,0.006159,0.004792,0.004785,0.070207,0.001347,neutron,pi+,solid
447,11.0,0.228092,0.525662,0.474219,2.471293,0.488110,AUT,11031493.007870,0.007248,0.005644,0.005627,0.070207,0.001403,neutron,pi+,solid
448,11.0,0.268380,0.448399,0.474261,2.476601,0.488587,AUT,10885619.890133,0.005094,0.005226,0.005222,0.070207,0.001478,neutron,pi+,solid
449,11.0,0.325875,0.384257,0.473868,2.580169,0.482377,AUT,6817309.557509,0.005081,0.007901,0.007899,0.070207,0.001586,neutron,pi+,solid
450,11.0,0.166525,0.649596,0.474714,2.215675,0.683346,AUT,11084976.797773,0.005107,0.004244,0.004242,0.070207,0.001280,neutron,pi+,solid
451,11.0,0.230463,0.516838,0.474266,2.441333,0.686170,AUT,10938881.132546,0.003904,0.004262,0.004264,0.070207,0.001406,neutron,pi+,solid
452,11.0,0.297447,0.426011,0.473486,2.611286,0.671719,AUT,3072370.469667,0.007556,0.011276,0.011272,0.070207,0.001533,neutron,pi+,solid
453,11.0,0.198026,0.589731,0.475064,2.357190,0.902672,AUT,9613347.297862,0.003894,0.003866,0.003859,0.070207,0.001339,neutron,pi+,solid
454,11.0,0.189410,0.576220,0.523524,2.241988,0.134797,AUT,11070568.978751,0.003332,0.003335,0.003328,0.070207,0.001334,neutron,pi+,solid
455,11.0,0.226503,0.510331,0.523660,2.383743,0.127057,AUT,11089294.046345,0.003548,0.003537,0.003537,0.070207,0.001410,neutron,pi+,solid
456,11.0,0.257883,0.464776,0.523632,2.471142,0.124953,AUT,10933294.721102,0.003742,0.003720,0.003722,0.070207,0.001472,neutron,pi+,solid
457,11.0,0.307074,0.406509,0.523529,2.566978,0.133052,AUT,9902633.103299,0.004188,0.004167,0.004176,0.070207,0.001566,neutron,pi+,solid
458,11.0,0.159726,0.657214,0.523457,2.159685,0.312323,AUT,11027405.589081,0.003201,0.003198,0.003203,0.070207,0.001274,neutron,pi+,solid
459,11.0,0.186240,0.592518,0.523707,2.276389,0.304106,AUT,11203821.961041,0.003387,0.003345,0.003351,0.070207,0.001329,neutron,pi+,solid
460,11.0,0.206458,0.558294,0.523847,2.378242,0.298012,AUT,11318011.043531,0.003758,0.003580,0.003573,0.070207,0.001371,neutron,pi+,solid
461,11.0,0.227098,0.526959,0.524018,2.468813,0.294954,AUT,11132608.069303,0.004400,0.003957,0.003967,0.070207,0.001412,neutron,pi+,solid
462,11.0,0.251579,0.478908,0.524124,2.484244,0.291018,AUT,11005315.484088,0.004895,0.004320,0.004326,0.070207,0.001460,neutron,pi+,solid
463,11.0,0.284916,0.419756,0.523975,2.464772,0.290388,AUT,10920343.141549,0.004058,0.004037,0.004036,0.070207,0.001523,neutron,pi+,solid
464,11.0,0.333889,0.376578,0.523943,2.592261,0.294394,AUT,9413633.246531,0.004622,0.004776,0.004784,0.070207,0.001618,neutron,pi+,solid
465,11.0,0.154520,0.675547,0.523929,2.148489,0.495742,AUT,11084617.678722,0.003238,0.003198,0.003195,0.070207,0.001264,neutron,pi+,solid
466,11.0,0.183565,0.610115,0.524316,2.309469,0.488227,AUT,10892575.638896,0.004229,0.003794,0.003789,0.070207,0.001324,neutron,pi+,solid
467,11.0,0.213272,0.555312,0.524309,2.441312,0.487890,AUT,11057046.273039,0.006366,0.004966,0.004955,0.070207,0.001385,neutron,pi+,solid
468,11.0,0.254034,0.474121,0.524329,2.477330,0.489594,AUT,10976715.909833,0.006294,0.005436,0.005445,0.070207,0.001464,neutron,pi+,solid
469,11.0,0.313274,0.398550,0.523382,2.571007,0.480095,AUT,6773422.560256,0.005394,0.007148,0.007159,0.070207,0.001578,neutron,pi+,solid
470,11.0,0.168494,0.645986,0.524773,2.227564,0.684169,AUT,11105888.436468,0.005017,0.004147,0.004151,0.070207,0.001292,neutron,pi+,solid
471,11.0,0.244328,0.500337,0.524066,2.495922,0.682423,AUT,10648928.335353,0.004637,0.004856,0.004855,0.070207,0.001443,neutron,pi+,solid
472,11.0,0.193199,0.600019,0.524581,2.346801,0.920563,AUT,9088534.880106,0.003694,0.003852,0.003865,0.070207,0.001340,neutron,pi+,solid
473,11.0,0.198215,0.558164,0.573573,2.270891,0.132723,AUT,10823928.453385,0.003450,0.003448,0.003449,0.070207,0.001363,neutron,pi+,solid
474,11.0,0.244097,0.483866,0.573615,2.433634,0.127044,AUT,10974298.485474,0.003694,0.003676,0.003678,0.070207,0.001458,neutron,pi+,solid
475,11.0,0.298502,0.416737,0.573516,2.555800,0.132366,AUT,9013489.954087,0.004367,0.004346,0.004340,0.070207,0.001566,neutron,pi+,solid
476,11.0,0.166258,0.639407,0.573496,2.184802,0.311416,AUT,11015333.432705,0.003251,0.003253,0.003250,0.070207,0.001297,neutron,pi+,solid
477,11.0,0.197884,0.569625,0.573815,2.324814,0.302216,AUT,10993416.080531,0.003580,0.003510,0.003500,0.070207,0.001364,neutron,pi+,solid
478,11.0,0.223533,0.530161,0.573891,2.444343,0.296429,AUT,10780936.003252,0.004187,0.003894,0.003890,0.070207,0.001418,neutron,pi+,solid
479,11.0,0.253571,0.474605,0.574102,2.479924,0.291735,AUT,10951982.425028,0.004512,0.004141,0.004141,0.070207,0.001478,neutron,pi+,solid
480,11.0,0.298399,0.405030,0.573702,2.489024,0.292720,AUT,10994819.131294,0.003935,0.004004,0.004010,0.070207,0.001565,neutron,pi+,solid
481,11.0,0.351131,0.375533,0.571831,2.720605,0.291904,AUT,2681690.796036,0.009797,0.009652,0.009682,0.070207,0.001674,neutron,pi+,solid
482,11.0,0.159467,0.661938,0.573822,2.170636,0.497126,AUT,11111413.888215,0.003257,0.003241,0.003235,0.070207,0.001283,neutron,pi+,solid
483,11.0,0.194595,0.588694,0.574224,2.361208,0.489498,AUT,10991039.343251,0.004435,0.003915,0.003926,0.070207,0.001358,neutron,pi+,solid
484,11.0,0.234244,0.514288,0.574220,2.478078,0.489400,AUT,11110558.967014,0.006816,0.005345,0.005344,0.070207,0.001439,neutron,pi+,solid
