i,Ebeam,x,y,z,Q2,pT,obs,Nacc,stat_sivers,stat_collins,stat_pretzelosity,systrel,systabs,target,hadron,Experiment
565,11.0,0.398354,0.434082,0.423682,3.562734,0.126172,AUT,759259.001373,0.019220,0.017895,0.017887,0.070207,0.001723,neutron,pi+,solid
566,11.0,0.248384,0.650755,0.424078,3.334932,0.290932,AUT,601828.287784,0.015447,0.015462,0.015443,0.070207,0.001435,neutron,pi+,solid
567,11.0,0.275244,0.645806,0.424161,3.669175,0.290127,AUT,550484.411926,0.017139,0.016875,0.016815,0.070207,0.001487,neutron,pi+,solid
568,11.0,0.295444,0.627796,0.424378,3.827008,0.285809,AUT,355083.555593,0.023752,0.022474,0.022416,0.070207,0.001524,neutron,pi+,solid
569,11.0,0.322288,0.552975,0.426227,3.671477,0.257169,AUT,95445.923138,0.044347,0.043425,0.043427,0.070207,0.001573,neutron,pi+,solid
570,11.0,0.360486,0.451688,0.427068,3.359176,0.226175,AUT,95519.983261,0.073916,0.059220,0.059631,0.070207,0.001644,neutron,pi+,solid
571,11.0,0.398111,0.419418,0.426041,3.444512,0.238294,AUT,171152.478321,0.087391,0.060913,0.061489,0.070207,0.001722,neutron,pi+,solid
572,11.0,0.437945,0.409374,0.425656,3.700564,0.247927,AUT,86474.245496,0.148066,0.099206,0.100814,0.070207,0.001816,neutron,pi+,solid
573,11.0,0.261391,0.655940,0.423979,3.536358,0.490454,AUT,530079.433649,0.033221,0.025475,0.025454,0.070207,0.001460,neutron,pi+,solid
574,11.0,0.303037,0.593144,0.422399,3.697538,0.509510,AUT,251233.582466,0.039327,0.033916,0.033595,0.070207,0.001537,neutron,pi+,solid
575,11.0,0.376116,0.434086,0.417361,3.360644,0.565875,AUT,89040.892281,0.066591,0.108154,0.107946,0.070207,0.001672,neutron,pi+,solid
576,11.0,0.437575,0.412186,0.413664,3.723074,0.568101,AUT,4799.956105,0.431657,0.590063,0.596088,0.070207,0.001810,neutron,pi+,solid
577,11.0,0.296624,0.563098,0.424122,3.401340,0.683385,AUT,791629.334748,0.015558,0.019285,0.019155,0.070207,0.001522,neutron,pi+,solid
578,11.0,0.390407,0.446345,0.422608,3.595135,0.663559,AUT,115937.599212,0.055461,0.091084,0.091309,0.070207,0.001705,neutron,pi+,solid
579,11.0,0.280462,0.609990,0.425805,3.505978,0.888191,AUT,180801.483070,0.033160,0.032830,0.032644,0.070207,0.001494,neutron,pi+,solid
580,11.0,0.267820,0.598361,0.473644,3.301512,0.120498,AUT,938352.634000,0.012810,0.012771,0.012775,0.070207,0.001484,neutron,pi+,solid
581,11.0,0.307273,0.533708,0.473880,3.380922,0.114966,AUT,888559.055411,0.013786,0.013782,0.013763,0.070207,0.001558,neutron,pi+,solid
582,11.0,0.350364,0.477157,0.473915,3.446502,0.113048,AUT,849230.123642,0.014853,0.014869,0.014879,0.070207,0.001641,neutron,pi+,solid
583,11.0,0.405084,0.429375,0.473511,3.585811,0.133246,AUT,423735.613664,0.027192,0.024902,0.024979,0.070207,0.001759,neutron,pi+,solid
584,11.0,0.253163,0.643921,0.473919,3.363059,0.293172,AUT,616735.894633,0.015585,0.015488,0.015543,0.070207,0.001457,neutron,pi+,solid
585,11.0,0.283977,0.633076,0.474077,3.709967,0.289387,AUT,507929.596710,0.018163,0.017903,0.017860,0.070207,0.001517,neutron,pi+,solid
586,11.0,0.312546,0.570301,0.475139,3.671782,0.264164,AUT,202879.454700,0.030185,0.029611,0.029540,0.070207,0.001570,neutron,pi+,solid
587,11.0,0.357318,0.459017,0.475955,3.382469,0.235725,AUT,158975.460548,0.045937,0.040704,0.040650,0.070207,0.001655,neutron,pi+,solid
588,11.0,0.406373,0.417931,0.475291,3.502668,0.254117,AUT,264940.337407,0.059563,0.043903,0.044380,0.070207,0.001762,neutron,pi+,solid
589,11.0,0.454910,0.408494,0.475098,3.835789,0.267070,AUT,25994.613672,0.261609,0.177445,0.184037,0.070207,0.001887,neutron,pi+,solid
590,11.0,0.264880,0.659688,0.474259,3.603969,0.485153,AUT,506134.504297,0.027052,0.022232,0.022200,0.070207,0.001480,neutron,pi+,solid
591,11.0,0.307815,0.604454,0.473090,3.830343,0.497879,AUT,96213.145708,0.084381,0.064150,0.064298,0.070207,0.001562,neutron,pi+,solid
592,11.0,0.384910,0.419270,0.461079,3.330242,0.580945,AUT,3850.715062,0.510897,0.716884,0.723450,0.070207,0.001706,neutron,pi+,solid
593,11.0,0.285017,0.587753,0.473905,3.426621,0.743555,AUT,692128.816323,0.017620,0.019192,0.019075,0.070207,0.001515,neutron,pi+,solid
594,11.0,0.366419,0.466650,0.470408,3.527063,0.704496,AUT,112719.233448,0.048802,0.086348,0.086214,0.070207,0.001673,neutron,pi+,solid
595,11.0,0.276375,0.583661,0.523705,3.319610,0.121627,AUT,968853.543297,0.012834,0.012814,0.012817,0.070207,0.001514,neutron,pi+,solid
596,11.0,0.331495,0.498430,0.523854,3.403314,0.115382,AUT,893496.888180,0.014290,0.014301,0.014286,0.070207,0.001622,neutron,pi+,solid
597,11.0,0.393285,0.440185,0.523625,3.566388,0.130384,AUT,441081.015906,0.024404,0.023236,0.023261,0.070207,0.001754,neutron,pi+,solid
598,11.0,0.259018,0.636131,0.523873,3.398589,0.293387,AUT,631395.254538,0.015656,0.015567,0.015556,0.070207,0.001482,neutron,pi+,solid
599,11.0,0.295592,0.603648,0.524517,3.677655,0.279661,AUT,412609.865740,0.020583,0.020364,0.020292,0.070207,0.001555,neutron,pi+,solid
600,11.0,0.345368,0.478433,0.525562,3.403578,0.244198,AUT,218431.815941,0.032329,0.031295,0.031144,0.070207,0.001650,neutron,pi+,solid
601,11.0,0.406165,0.420673,0.524865,3.521898,0.265983,AUT,333196.774166,0.046528,0.036129,0.036339,0.070207,0.001785,neutron,pi+,solid
602,11.0,0.267173,0.658563,0.524435,3.628266,0.484670,AUT,476410.157320,0.023155,0.020574,0.020567,0.070207,0.001499,neutron,pi+,solid
603,11.0,0.312811,0.607919,0.524111,3.922752,0.488319,AUT,35006.905839,0.218943,0.148474,0.149103,0.070207,0.001590,neutron,pi+,solid
604,11.0,0.435309,0.408751,0.533766,3.674632,0.408599,AUT,659.765058,8.905324,5.107090,5.207062,0.070207,0.001865,neutron,pi+,solid
605,11.0,0.284401,0.597558,0.523259,3.475600,0.763284,AUT,531266.488960,0.022831,0.022622,0.022467,0.070207,0.001529,neutron,pi+,solid
606,11.0,0.403560,0.467749,0.507891,3.896312,0.680554,AUT,178.769224,2.048506,3.906021,3.839806,0.070207,0.001773,neutron,pi+,solid
607,11.0,0.286282,0.565963,0.573705,3.327449,0.122264,AUT,977925.639564,0.013082,0.013059,0.013071,0.070207,0.001550,neutron,pi+,solid
608,11.0,0.364114,0.466588,0.573621,3.491362,0.123601,AUT,727632.726994,0.017081,0.016931,0.016877,0.070207,0.001712,neutron,pi+,solid
609,11.0,0.265373,0.627214,0.573981,3.431895,0.292810,AUT,639398.349901,0.015830,0.015760,0.015714,0.070207,0.001510,neutron,pi+,solid
610,11.0,0.314159,0.546570,0.574816,3.529659,0.262982,AUT,346633.627442,0.022815,0.022849,0.022713,0.070207,0.001608,neutron,pi+,solid
611,11.0,0.389722,0.435685,0.573702,3.495995,0.267193,AUT,381857.712823,0.033776,0.028851,0.029070,0.070207,0.001771,neutron,pi+,solid
612,11.0,0.269302,0.654987,0.574260,3.636008,0.486941,AUT,440487.608713,0.021832,0.020422,0.020408,0.070207,0.001519,neutron,pi+,solid
613,11.0,0.341846,0.556940,0.574631,3.882883,0.473553,AUT,7986.999236,0.188196,0.177606,0.176165,0.070207,0.001668,neutron,pi+,solid
614,11.0,0.274143,0.627575,0.573613,3.536838,0.787150,AUT,380306.117264,0.032481,0.028261,0.028041,0.070207,0.001528,neutron,pi+,solid
615,11.0,0.301110,0.543583,0.623642,3.349013,0.122123,AUT,1006772.937402,0.013267,0.013273,0.013277,0.070207,0.001599,neutron,pi+,solid
616,11.0,0.383167,0.453327,0.622813,3.581183,0.127894,AUT,235051.849698,0.031981,0.031347,0.031395,0.070207,0.001783,neutron,pi+,solid
617,11.0,0.272130,0.613645,0.623962,3.438657,0.290388,AUT,627859.180302,0.016275,0.016186,0.016159,0.070207,0.001542,neutron,pi+,solid
618,11.0,0.346612,0.484709,0.624097,3.450511,0.264445,AUT,389045.696715,0.023978,0.023522,0.023344,0.070207,0.001698,neutron,pi+,solid
619,11.0,0.409717,0.440907,0.618903,3.728134,0.266611,AUT,53919.130937,0.092174,0.079600,0.079561,0.070207,0.001850,neutron,pi+,solid
620,11.0,0.270177,0.652138,0.624244,3.631543,0.489075,AUT,376058.971591,0.022375,0.021560,0.021593,0.070207,0.001540,neutron,pi+,solid
621,11.0,0.384096,0.456915,0.621843,3.619055,0.416373,AUT,1508.845710,0.777897,0.585761,0.570145,0.070207,0.001785,neutron,pi+,solid
622,11.0,0.270143,0.646647,0.624130,3.599178,0.772658,AUT,273652.852860,0.050336,0.038534,0.038772,0.070207,0.001539,neutron,pi+,solid
623,11.0,0.271639,0.600669,0.673805,3.359833,0.219577,AUT,797516.110701,0.014605,0.014564,0.014560,0.070207,0.001561,neutron,pi+,solid
624,11.0,0.326781,0.508568,0.673632,3.421415,0.179891,AUT,679447.662856,0.016970,0.017004,0.016985,0.070207,0.001680,neutron,pi+,solid
625,11.0,0.378539,0.471727,0.669243,3.684827,0.173534,AUT,147783.657949,0.039703,0.039531,0.039523,0.070207,0.001801,neutron,pi+,solid
626,11.0,0.269715,0.651860,0.674090,3.624308,0.553159,AUT,460053.578829,0.021389,0.020285,0.020139,0.070207,0.001559,neutron,pi+,solid
627,11.0,0.331963,0.572130,0.672593,3.913138,0.527136,AUT,4030.026683,0.344572,0.282459,0.282037,0.070207,0.001696,neutron,pi+,solid
628,11.0,0.310988,0.651921,0.323416,4.182944,0.127859,AUT,789815.502843,0.014536,0.014386,0.014392,0.070207,0.001521,neutron,pi+,solid
629,11.0,0.336534,0.632718,0.323533,4.394907,0.125490,AUT,813607.991994,0.014858,0.014664,0.014647,0.070207,0.001566,neutron,pi+,solid
630,11.0,0.358085,0.620089,0.323738,4.582604,0.123132,AUT,794603.203981,0.015460,0.015227,0.015177,0.070207,0.001606,neutron,pi+,solid
631,11.0,0.383064,0.588694,0.323892,4.652828,0.117513,AUT,741705.161011,0.016482,0.016256,0.016233,0.070207,0.001653,neutron,pi+,solid
632,11.0,0.419166,0.534768,0.323933,4.621102,0.114093,AUT,619386.106957,0.018378,0.018466,0.018324,0.070207,0.001727,neutron,pi+,solid
633,11.0,0.468660,0.463936,0.323647,4.483830,0.124647,AUT,242328.983475,0.036258,0.033975,0.033793,0.070207,0.001844,neutron,pi+,solid
634,11.0,0.305939,0.658462,0.324296,4.156901,0.286503,AUT,810609.321772,0.018307,0.016108,0.016166,0.070207,0.001512,neutron,pi+,solid
635,11.0,0.328765,0.641174,0.324223,4.350853,0.286394,AUT,802921.017673,0.022841,0.018608,0.018645,0.070207,0.001553,neutron,pi+,solid
636,11.0,0.349274,0.632048,0.324284,4.556504,0.287009,AUT,805221.709577,0.026618,0.020734,0.020782,0.070207,0.001590,neutron,pi+,solid
637,11.0,0.373923,0.606169,0.324100,4.676701,0.288657,AUT,735794.013561,0.036393,0.026766,0.026847,0.070207,0.001636,neutron,pi+,solid
638,11.0,0.411430,0.562555,0.324249,4.773047,0.288049,AUT,455182.657923,0.035109,0.029318,0.029478,0.070207,0.001712,neutron,pi+,solid
639,11.0,0.464638,0.495595,0.325368,4.746033,0.271957,AUT,120499.080984,0.044216,0.045311,0.044672,0.070207,0.001836,neutron,pi+,solid
640,11.0,0.321132,0.646756,0.324257,4.283609,0.484752,AUT,791193.633116,0.026168,0.021464,0.021415,0.070207,0.001539,neutron,pi+,solid
641,11.0,0.372828,0.603224,0.324119,4.632601,0.486409,AUT,734398.788175,0.022893,0.022228,0.022121,0.070207,0.001634,neutron,pi+,solid
642,11.0,0.445650,0.497172,0.322954,4.558513,0.502337,AUT,228182.729008,0.031463,0.046716,0.046481,0.070207,0.001787,neutron,pi+,solid
643,11.0,0.351248,0.619982,0.324893,4.469218,0.702447,AUT,740477.741812,0.018277,0.018362,0.018467,0.070207,0.001593,neutron,pi+,solid
644,11.0,0.462228,0.489083,0.326324,4.664040,0.655848,AUT,19550.280846,0.184128,0.186826,0.189143,0.070207,0.001830,neutron,pi+,solid
645,11.0,0.317342,0.646205,0.373458,4.230157,0.127316,AUT,795574.715150,0.014725,0.014598,0.014566,0.070207,0.001550,neutron,pi+,solid
646,11.0,0.350524,0.624279,0.373544,4.515986,0.126078,AUT,806922.277439,0.015175,0.015076,0.015057,0.070207,0.001612,neutron,pi+,solid
647,11.0,0.384426,0.585747,0.373654,4.644085,0.121694,AUT,760900.995015,0.016246,0.016147,0.016105,0.070207,0.001678,neutron,pi+,solid
648,11.0,0.438884,0.505118,0.373654,4.559474,0.122258,AUT,524227.790229,0.020897,0.020905,0.020813,0.070207,0.001799,neutron,pi+,solid
649,11.0,0.308820,0.655780,0.373953,4.178649,0.290785,AUT,796688.852550,0.016885,0.015565,0.015597,0.070207,0.001535,neutron,pi+,solid
650,11.0,0.335400,0.637806,0.374057,4.415284,0.287701,AUT,805623.750836,0.020120,0.017367,0.017412,0.070207,0.001584,neutron,pi+,solid
651,11.0,0.361310,0.621196,0.374150,4.631277,0.287975,AUT,768750.926811,0.025596,0.020607,0.020642,0.070207,0.001633,neutron,pi+,solid
652,11.0,0.399859,0.574167,0.374227,4.733071,0.287647,AUT,560608.924330,0.030628,0.025180,0.025243,0.070207,0.001711,neutron,pi+,solid
653,11.0,0.459545,0.493970,0.374959,4.676336,0.270793,AUT,160113.912535,0.038909,0.039255,0.038510,0.070207,0.001852,neutron,pi+,solid
654,11.0,0.326157,0.644004,0.374196,4.331355,0.485050,AUT,811295.440103,0.037030,0.026709,0.026689,0.070207,0.001566,neutron,pi+,solid
655,11.0,0.390419,0.583336,0.374057,4.679849,0.490008,AUT,579017.395618,0.029006,0.026369,0.026328,0.070207,0.001691,neutron,pi+,solid
656,11.0,0.483549,0.464282,0.370740,4.633740,0.519942,AUT,17398.740617,0.127481,0.193937,0.192926,0.070207,0.001916,neutron,pi+,solid
657,11.0,0.354963,0.614171,0.374633,4.463146,0.724973,AUT,718239.368234,0.015947,0.017829,0.017954,0.070207,0.001620,neutron,pi+,solid
658,11.0,0.325486,0.640353,0.423436,4.298381,0.127395,AUT,799983.607235,0.014960,0.014841,0.014791,0.070207,0.001581,neutron,pi+,solid
659,11.0,0.371960,0.601029,0.423593,4.609334,0.125706,AUT,781538.205379,0.015885,0.015822,0.015813,0.070207,0.001673,neutron,pi+,solid
660,11.0,0.432247,0.514621,0.423615,4.572845,0.124570,AUT,459574.151993,0.022229,0.022286,0.022252,0.070207,0.001808,neutron,pi+,solid
661,11.0,0.312963,0.652243,0.423960,4.211328,0.294612,AUT,791395.260954,0.016251,0.015378,0.015383,0.070207,0.001558,neutron,pi+,solid
662,11.0,0.345732,0.632429,0.423989,4.512589,0.290570,AUT,800492.974746,0.019195,0.017110,0.017154,0.070207,0.001621,neutron,pi+,solid
663,11.0,0.384744,0.592001,0.424056,4.694988,0.287697,AUT,671658.553435,0.026365,0.021980,0.021995,0.070207,0.001700,neutron,pi+,solid
664,11.0,0.449165,0.502952,0.424571,4.648950,0.275554,AUT,229421.024114,0.032304,0.032697,0.032199,0.070207,0.001852,neutron,pi+,solid
665,11.0,0.331273,0.640885,0.424336,4.376501,0.485845,AUT,805004.966584,0.043468,0.030017,0.030015,0.070207,0.001593,neutron,pi+,solid
666,11.0,0.400093,0.575224,0.424134,4.733594,0.487961,AUT,351736.533618,0.042766,0.036557,0.036691,0.070207,0.001734,neutron,pi+,solid
667,11.0,0.352530,0.617370,0.424308,4.460814,0.736708,AUT,642565.636907,0.018224,0.019462,0.019528,0.070207,0.001634,neutron,pi+,solid
668,11.0,0.335528,0.633409,0.473505,4.380746,0.127589,AUT,793636.676430,0.015311,0.015215,0.015211,0.070207,0.001618,neutron,pi+,solid
669,11.0,0.407855,0.549592,0.473615,4.598262,0.126899,AUT,638894.648130,0.018431,0.018500,0.018469,0.070207,0.001773,neutron,pi+,solid
670,11.0,0.318881,0.647446,0.473858,4.258627,0.297942,AUT,811178.551804,0.015860,0.015241,0.015226,0.070207,0.001585,neutron,pi+,solid
671,11.0,0.361872,0.617957,0.474039,4.611935,0.290840,AUT,770904.215392,0.020068,0.017963,0.018036,0.070207,0.001672,neutron,pi+,solid
672,11.0,0.427217,0.530940,0.474319,4.656888,0.282200,AUT,402979.878819,0.024351,0.024386,0.024096,0.070207,0.001821,neutron,pi+,solid
673,11.0,0.336763,0.636449,0.474273,4.415172,0.486464,AUT,791777.483611,0.040374,0.028382,0.028449,0.070207,0.001621,neutron,pi+,solid
674,11.0,0.413346,0.561900,0.474263,4.781200,0.487605,AUT,186499.035585,0.059363,0.051052,0.051448,0.070207,0.001788,neutron,pi+,solid
675,11.0,0.349818,0.622077,0.474377,4.466600,0.743655,AUT,559054.514828,0.023976,0.023026,0.022980,0.070207,0.001647,neutron,pi+,solid
676,11.0,0.349235,0.619583,0.523500,4.452018,0.127913,AUT,791349.159583,0.015644,0.015601,0.015642,0.070207,0.001665,neutron,pi+,solid
677,11.0,0.431585,0.514624,0.523582,4.567527,0.128219,AUT,230178.781439,0.032334,0.032386,0.032380,0.070207,0.001858,neutron,pi+,solid
678,11.0,0.325780,0.643024,0.523742,4.320179,0.299718,AUT,796863.710782,0.016091,0.015585,0.015541,0.070207,0.001617,neutron,pi+,solid
679,11.0,0.385282,0.588260,0.524236,4.661114,0.289861,AUT,662033.830713,0.020466,0.019205,0.019171,0.070207,0.001746,neutron,pi+,solid
680,11.0,0.468681,0.466459,0.524061,4.507770,0.283971,AUT,91695.962978,0.064438,0.059855,0.059112,0.070207,0.001964,neutron,pi+,solid
681,11.0,0.343248,0.630276,0.524346,4.450337,0.487189,AUT,763163.854843,0.032997,0.024595,0.024719,0.070207,0.001653,neutron,pi+,solid
682,11.0,0.435576,0.537896,0.524228,4.827472,0.486806,AUT,68074.873382,0.082241,0.078335,0.078544,0.070207,0.001872,neutron,pi+,solid
683,11.0,0.347402,0.625918,0.524272,4.467169,0.743185,AUT,482945.503657,0.033763,0.028589,0.028629,0.070207,0.001662,neutron,pi+,solid
684,11.0,0.323579,0.642757,0.573615,4.289505,0.244223,AUT,786832.572507,0.015830,0.015598,0.015552,0.070207,0.001634,neutron,pi+,solid
685,11.0,0.370918,0.604261,0.573801,4.620288,0.226568,AUT,766983.663920,0.017320,0.016894,0.016878,0.070207,0.001738,neutron,pi+,solid
686,11.0,0.433281,0.515260,0.573487,4.592517,0.218238,AUT,361727.722620,0.026282,0.026418,0.026306,0.070207,0.001894,neutron,pi+,solid
687,11.0,0.334424,0.638839,0.574345,4.402375,0.549190,AUT,798688.475817,0.028933,0.022294,0.022354,0.070207,0.001657,neutron,pi+,solid
688,11.0,0.404380,0.571433,0.573925,4.758844,0.542960,AUT,214032.029303,0.057565,0.047471,0.047584,0.070207,0.001819,neutron,pi+,solid
689,11.0,0.332336,0.637042,0.623611,4.364864,0.243837,AUT,801004.139839,0.016075,0.015829,0.015818,0.070207,0.001676,neutron,pi+,solid
690,11.0,0.399231,0.565711,0.623503,4.641847,0.224520,AUT,591927.505813,0.020110,0.020057,0.020019,0.070207,0.001836,neutron,pi+,solid
691,11.0,0.341489,0.632453,0.624164,4.444891,0.551120,AUT,782368.872902,0.027029,0.021527,0.021562,0.070207,0.001697,neutron,pi+,solid
692,11.0,0.422675,0.552304,0.621978,4.814837,0.501576,AUT,50302.294478,0.102920,0.090419,0.090572,0.070207,0.001900,neutron,pi+,solid
693,11.0,0.343594,0.626699,0.673552,4.433880,0.243981,AUT,795964.115264,0.016481,0.016286,0.016296,0.070207,0.001728,neutron,pi+,solid
694,11.0,0.411864,0.553441,0.672191,4.700129,0.219642,AUT,193300.234679,0.036756,0.036556,0.036399,0.070207,0.001904,neutron,pi+,solid
695,11.0,0.340268,0.634628,0.673368,4.443451,0.557596,AUT,651847.930034,0.027179,0.022409,0.022479,0.070207,0.001721,neutron,pi+,solid
696,11.0,0.387653,0.651867,0.323576,5.213547,0.125078,AUT,541334.820655,0.019299,0.019079,0.018988,0.070207,0.001665,neutron,pi+,solid
697,11.0,0.418100,0.626363,0.323658,5.404959,0.121772,AUT,534836.758313,0.020298,0.020017,0.019928,0.070207,0.001728,neutron,pi+,solid
698,11.0,0.442861,0.599627,0.323790,5.480006,0.119703,AUT,528177.118710,0.021179,0.020895,0.020753,0.070207,0.001784,neutron,pi+,solid
699,11.0,0.474875,0.563116,0.323638,5.517092,0.119548,AUT,531648.199875,0.021759,0.021699,0.021558,0.070207,0.001865,neutron,pi+,solid
700,11.0,0.522309,0.521883,0.323452,5.622166,0.127074,AUT,334644.007779,0.028750,0.029170,0.028880,0.070207,0.002006,neutron,pi+,solid
701,11.0,0.385760,0.655077,0.324392,5.213819,0.286498,AUT,538474.687686,0.033006,0.025976,0.025986,0.070207,0.001661,neutron,pi+,solid
702,11.0,0.418536,0.629079,0.324293,5.433685,0.287569,AUT,537927.399691,0.042105,0.031576,0.031550,0.070207,0.001729,neutron,pi+,solid
703,11.0,0.449198,0.591923,0.324066,5.485782,0.288806,AUT,533175.410433,0.037098,0.030039,0.030111,0.070207,0.001800,neutron,pi+,solid
704,11.0,0.495009,0.541657,0.324383,5.528637,0.287312,AUT,537813.905904,0.025308,0.025756,0.025666,0.070207,0.001922,neutron,pi+,solid
705,11.0,0.545740,0.505026,0.324343,5.688705,0.285715,AUT,130005.613584,0.047950,0.055858,0.055355,0.070207,0.002087,neutron,pi+,solid
706,11.0,0.406500,0.637103,0.324294,5.337959,0.484752,AUT,536050.380867,0.032490,0.028781,0.028683,0.070207,0.001704,neutron,pi+,solid
707,11.0,0.484574,0.555203,0.324306,5.533596,0.485251,AUT,477334.572595,0.026017,0.033771,0.033664,0.070207,0.001894,neutron,pi+,solid
708,11.0,0.433844,0.608444,0.324499,5.415476,0.700593,AUT,407053.038325,0.027359,0.028739,0.029049,0.070207,0.001765,neutron,pi+,solid
709,11.0,0.394841,0.645125,0.373561,5.254032,0.126035,AUT,539951.920132,0.019607,0.019452,0.019412,0.070207,0.001703,neutron,pi+,solid
710,11.0,0.432733,0.610817,0.373715,5.453926,0.123868,AUT,532195.913032,0.020734,0.020602,0.020537,0.070207,0.001788,neutron,pi+,solid
711,11.0,0.474340,0.564610,0.373539,5.522793,0.121837,AUT,535525.219526,0.021799,0.021848,0.021726,0.070207,0.001896,neutron,pi+,solid
712,11.0,0.529642,0.516770,0.373255,5.646769,0.130315,AUT,163588.853141,0.042719,0.043319,0.042886,0.070207,0.002071,neutron,pi+,solid
713,11.0,0.389691,0.652083,0.374186,5.242229,0.287763,AUT,542058.559445,0.027809,0.023562,0.023481,0.070207,0.001692,neutron,pi+,solid
714,11.0,0.428025,0.618827,0.374177,5.465083,0.288658,AUT,532566.420043,0.036131,0.028647,0.028669,0.070207,0.001777,neutron,pi+,solid
715,11.0,0.471240,0.565624,0.374214,5.496391,0.287864,AUT,531458.148203,0.027259,0.025103,0.025064,0.070207,0.001888,neutron,pi+,solid
716,11.0,0.527302,0.515993,0.374136,5.612716,0.287493,AUT,269123.737720,0.032943,0.035682,0.035264,0.070207,0.002063,neutron,pi+,solid
717,11.0,0.413354,0.630007,0.374292,5.363805,0.485841,AUT,535527.109531,0.040973,0.032415,0.032430,0.070207,0.001744,neutron,pi+,solid
718,11.0,0.495108,0.544212,0.374174,5.547377,0.484890,AUT,313138.431783,0.035794,0.043357,0.043469,0.070207,0.001958,neutron,pi+,solid
719,11.0,0.431886,0.611049,0.374478,5.415579,0.715145,AUT,353003.027907,0.025063,0.030234,0.030324,0.070207,0.001788,neutron,pi+,solid
720,11.0,0.403324,0.637658,0.423511,5.303022,0.127311,AUT,535199.932464,0.020054,0.019946,0.019989,0.070207,0.001744,neutron,pi+,solid
721,11.0,0.456574,0.584057,0.423516,5.497636,0.123989,AUT,530814.113833,0.021715,0.021666,0.021519,0.070207,0.001876,neutron,pi+,solid
722,11.0,0.517548,0.526489,0.423462,5.619231,0.128616,AUT,181871.753900,0.040123,0.040579,0.040343,0.070207,0.002066,neutron,pi+,solid
723,11.0,0.394351,0.648144,0.424028,5.271914,0.289977,AUT,525264.463171,0.025770,0.022792,0.022767,0.070207,0.001724,neutron,pi+,solid
724,11.0,0.441212,0.602426,0.424130,5.481145,0.288721,AUT,529264.436351,0.030196,0.025952,0.025856,0.070207,0.001835,neutron,pi+,solid
725,11.0,0.504403,0.534778,0.424123,5.557278,0.290255,AUT,452340.678824,0.025352,0.026004,0.025677,0.070207,0.002021,neutron,pi+,solid
726,11.0,0.421138,0.621199,0.424263,5.381987,0.486190,AUT,533429.720000,0.044914,0.034211,0.034364,0.070207,0.001786,neutron,pi+,solid
727,11.0,0.508338,0.531656,0.424311,5.570157,0.484294,AUT,180961.869338,0.047440,0.057096,0.057331,0.070207,0.002035,neutron,pi+,solid
728,11.0,0.429717,0.613533,0.424415,5.412522,0.717810,AUT,310965.388341,0.030436,0.034633,0.034409,0.070207,0.001808,neutron,pi+,solid
729,11.0,0.414022,0.627676,0.473562,5.354691,0.127921,AUT,530276.607006,0.020595,0.020557,0.020488,0.070207,0.001792,neutron,pi+,solid
730,11.0,0.486401,0.554428,0.473341,5.552590,0.126309,AUT,346056.231510,0.028295,0.028399,0.028240,0.070207,0.001996,neutron,pi+,solid
731,11.0,0.401350,0.642515,0.474030,5.317416,0.291949,AUT,532252.610335,0.024299,0.022235,0.022185,0.070207,0.001762,neutron,pi+,solid
732,11.0,0.465160,0.573869,0.474042,5.497725,0.290270,AUT,533881.483813,0.024972,0.023758,0.023590,0.070207,0.001930,neutron,pi+,solid
733,11.0,0.534312,0.511349,0.473876,5.637675,0.296801,AUT,124107.339152,0.051551,0.053719,0.052825,0.070207,0.002168,neutron,pi+,solid
734,11.0,0.432228,0.609102,0.474244,5.404072,0.487416,AUT,532440.519460,0.041736,0.032754,0.032930,0.070207,0.001840,neutron,pi+,solid
735,11.0,0.529598,0.515986,0.473400,5.638536,0.475005,AUT,59603.550078,0.077646,0.097369,0.097237,0.070207,0.002149,neutron,pi+,solid
736,11.0,0.426765,0.616730,0.474210,5.406914,0.717351,AUT,265558.217231,0.042007,0.041363,0.041473,0.070207,0.001826,neutron,pi+,solid
737,11.0,0.430314,0.610405,0.523649,5.400737,0.128182,AUT,535942.051773,0.021322,0.021287,0.021249,0.070207,0.001862,neutron,pi+,solid
738,11.0,0.517416,0.527026,0.523474,5.623777,0.130527,AUT,85263.496679,0.061045,0.061533,0.061196,0.070207,0.002144,neutron,pi+,solid
739,11.0,0.409461,0.634333,0.524058,5.352476,0.293241,AUT,534608.449056,0.023786,0.022262,0.022173,0.070207,0.001808,neutron,pi+,solid
740,11.0,0.488125,0.551211,0.523826,5.536863,0.294202,AUT,400690.081073,0.027440,0.027449,0.027124,0.070207,0.002038,neutron,pi+,solid
741,11.0,0.420130,0.622847,0.524273,5.384284,0.546796,AUT,528949.569847,0.045654,0.034784,0.034817,0.070207,0.001835,neutron,pi+,solid
742,11.0,0.498812,0.542571,0.522971,5.580913,0.500142,AUT,121360.306234,0.059548,0.062618,0.062662,0.070207,0.002074,neutron,pi+,solid
743,11.0,0.403565,0.638832,0.573694,5.315718,0.234821,AUT,531723.622551,0.021585,0.021200,0.021202,0.070207,0.001821,neutron,pi+,solid
744,11.0,0.465587,0.574204,0.573700,5.507132,0.227977,AUT,540269.556389,0.023343,0.023159,0.023057,0.070207,0.002001,neutron,pi+,solid
