i,Ebeam,x,y,z,Q2,pT,obs,Nacc,stat_sivers,stat_collins,stat_pretzelosity,systrel,systabs,target,hadron,Experiment
31,11.0,0.244449,0.352001,0.319029,1.768525,0.368211,AUT,648955.638065,0.013087,0.024481,0.024560,0.070207,0.001062,neutron,pi-,solid
32,11.0,0.291033,0.315934,0.318537,1.897682,0.369893,AUT,68120.100989,0.059768,0.093445,0.093028,0.070207,0.001092,neutron,pi-,solid
33,11.0,0.061941,0.826607,0.322795,1.055769,0.501193,AUT,1388101.836153,0.006960,0.008542,0.008555,0.070207,0.000989,neutron,pi-,solid
34,11.0,0.068597,0.780968,0.323159,1.105517,0.495125,AUT,1373995.636011,0.007017,0.008108,0.008124,0.070207,0.000990,neutron,pi-,solid
35,11.0,0.073688,0.752885,0.323418,1.144990,0.492170,AUT,1456217.851063,0.006855,0.007557,0.007558,0.070207,0.000990,neutron,pi-,solid
36,11.0,0.078367,0.731735,0.323576,1.183531,0.491174,AUT,1402273.867755,0.007053,0.007494,0.007497,0.070207,0.000989,neutron,pi-,solid
37,11.0,0.082701,0.712878,0.323666,1.216828,0.490590,AUT,1333254.065103,0.007356,0.007535,0.007528,0.070207,0.000989,neutron,pi-,solid
38,11.0,0.087090,0.699932,0.323574,1.258177,0.490233,AUT,1413722.567806,0.007197,0.007233,0.007241,0.070207,0.000989,neutron,pi-,solid
39,11.0,0.091730,0.689087,0.323666,1.304673,0.490115,AUT,1366178.495229,0.007427,0.007324,0.007348,0.070207,0.000989,neutron,pi-,solid
40,11.0,0.096670,0.677469,0.323602,1.351766,0.489552,AUT,1439818.502926,0.007330,0.007137,0.007143,0.070207,0.000990,neutron,pi-,solid
41,11.0,0.102063,0.664874,0.323715,1.400615,0.488980,AUT,1438940.229466,0.007450,0.007159,0.007152,0.070207,0.000990,neutron,pi-,solid
42,11.0,0.107948,0.651114,0.323671,1.450691,0.488678,AUT,1473037.287287,0.007519,0.007172,0.007175,0.070207,0.000991,neutron,pi-,solid
43,11.0,0.114541,0.636164,0.323757,1.503949,0.488359,AUT,1511680.450599,0.007562,0.007209,0.007207,0.070207,0.000992,neutron,pi-,solid
44,11.0,0.121945,0.620090,0.323753,1.560649,0.488367,AUT,1537683.026389,0.007645,0.007331,0.007343,0.070207,0.000994,neutron,pi-,solid
45,11.0,0.130449,0.594730,0.323836,1.600889,0.487370,AUT,1613979.261146,0.007715,0.007557,0.007569,0.070207,0.000996,neutron,pi-,solid
46,11.0,0.141269,0.558765,0.323811,1.628623,0.486358,AUT,1684217.964038,0.007718,0.007981,0.007995,0.070207,0.001000,neutron,pi-,solid
47,11.0,0.156843,0.516663,0.324231,1.671099,0.481292,AUT,1886338.081950,0.006722,0.007633,0.007649,0.070207,0.001007,neutron,pi-,solid
48,11.0,0.182340,0.458971,0.324780,1.723568,0.473454,AUT,1961935.623090,0.006086,0.007702,0.007739,0.070207,0.001021,neutron,pi-,solid
49,11.0,0.235461,0.374515,0.325523,1.803818,0.465334,AUT,1677594.404650,0.008052,0.009165,0.009284,0.070207,0.001055,neutron,pi-,solid
50,11.0,0.066996,0.800124,0.325919,1.103271,0.668121,AUT,1393151.399293,0.007102,0.008708,0.008690,0.070207,0.000989,neutron,pi-,solid
51,11.0,0.083101,0.731135,0.326586,1.252864,0.664265,AUT,1405035.326250,0.006976,0.008093,0.008107,0.070207,0.000989,neutron,pi-,solid
52,11.0,0.101956,0.690557,0.326882,1.451807,0.662830,AUT,1376654.463774,0.007034,0.007866,0.007879,0.070207,0.000990,neutron,pi-,solid
53,11.0,0.128971,0.629720,0.327050,1.669445,0.660265,AUT,1276605.496803,0.007776,0.008246,0.008251,0.070207,0.000997,neutron,pi-,solid
54,11.0,0.183330,0.473787,0.328496,1.760363,0.651989,AUT,571287.441706,0.026401,0.021463,0.021258,0.070207,0.001022,neutron,pi-,solid
55,11.0,0.102697,0.596713,0.372972,1.260924,0.149896,AUT,2485725.880446,0.010062,0.007684,0.007680,0.070207,0.000981,neutron,pi-,solid
56,11.0,0.128887,0.558263,0.373515,1.484116,0.130237,AUT,2387094.512802,0.007056,0.006164,0.006202,0.070207,0.000984,neutron,pi-,solid
57,11.0,0.147241,0.524583,0.373767,1.593282,0.117451,AUT,2332933.655263,0.006145,0.005768,0.005779,0.070207,0.000990,neutron,pi-,solid
58,11.0,0.165342,0.488366,0.374050,1.665627,0.103644,AUT,2250472.201641,0.005817,0.005660,0.005697,0.070207,0.000998,neutron,pi-,solid
59,11.0,0.186445,0.448871,0.374227,1.725708,0.089537,AUT,2153020.850158,0.005817,0.005771,0.005766,0.070207,0.001010,neutron,pi-,solid
60,11.0,0.218302,0.395427,0.374390,1.776956,0.080918,AUT,2044360.380769,0.005998,0.006002,0.006003,0.070207,0.001028,neutron,pi-,solid
61,11.0,0.265316,0.336475,0.374447,1.838502,0.105805,AUT,931951.198615,0.011751,0.010441,0.010443,0.070207,0.001055,neutron,pi-,solid
62,11.0,0.071438,0.748282,0.372709,1.100070,0.324596,AUT,1540718.959346,0.029268,0.017927,0.018087,0.070207,0.000984,neutron,pi-,solid
63,11.0,0.082107,0.689423,0.373232,1.168045,0.308276,AUT,1354443.473464,0.021971,0.014449,0.014547,0.070207,0.000983,neutron,pi-,solid
64,11.0,0.089071,0.670132,0.373459,1.231974,0.304470,AUT,1341242.046933,0.020361,0.013730,0.013712,0.070207,0.000982,neutron,pi-,solid
65,11.0,0.095350,0.659425,0.373584,1.297785,0.300760,AUT,1220465.480139,0.020846,0.014121,0.014134,0.070207,0.000982,neutron,pi-,solid
66,11.0,0.101382,0.650549,0.373755,1.361328,0.297249,AUT,1250855.520523,0.020083,0.013739,0.013738,0.070207,0.000982,neutron,pi-,solid
67,11.0,0.107618,0.642057,0.373786,1.426193,0.293481,AUT,1212749.940796,0.019854,0.013737,0.013660,0.070207,0.000982,neutron,pi-,solid
68,11.0,0.114008,0.634669,0.373991,1.493531,0.290201,AUT,1168904.760170,0.019457,0.013624,0.013540,0.070207,0.000983,neutron,pi-,solid
69,11.0,0.120590,0.628296,0.374019,1.563898,0.287411,AUT,1106695.906862,0.019094,0.013479,0.013529,0.070207,0.000984,neutron,pi-,solid
70,11.0,0.127400,0.619985,0.374160,1.630286,0.284487,AUT,1038183.313798,0.019066,0.013657,0.013673,0.070207,0.000986,neutron,pi-,solid
71,11.0,0.134678,0.605049,0.374339,1.681824,0.280660,AUT,921796.719676,0.019146,0.013981,0.013999,0.070207,0.000988,neutron,pi-,solid
72,11.0,0.142958,0.586846,0.374364,1.731437,0.275492,AUT,799555.830990,0.018960,0.014239,0.014280,0.070207,0.000991,neutron,pi-,solid
73,11.0,0.153101,0.562746,0.374655,1.777863,0.267244,AUT,622796.301557,0.018658,0.014844,0.014912,0.070207,0.000995,neutron,pi-,solid
74,11.0,0.166821,0.525937,0.374446,1.809536,0.263706,AUT,365119.823213,0.019596,0.017535,0.017629,0.070207,0.001002,neutron,pi-,solid
75,11.0,0.189341,0.443642,0.370135,1.728176,0.329641,AUT,130206.698055,0.024157,0.035315,0.035329,0.070207,0.001012,neutron,pi-,solid
76,11.0,0.243945,0.349645,0.366032,1.748875,0.370254,AUT,122536.621966,0.032292,0.048367,0.048604,0.070207,0.001044,neutron,pi-,solid
77,11.0,0.300791,0.313776,0.370589,1.948052,0.294428,AUT,4160.214888,0.365818,0.259258,0.288752,0.070207,0.001076,neutron,pi-,solid
78,11.0,0.064193,0.808260,0.372610,1.069156,0.509498,AUT,1236115.221959,0.007676,0.009045,0.008977,0.070207,0.000985,neutron,pi-,solid
79,11.0,0.072738,0.752355,0.373239,1.129181,0.501704,AUT,1308456.530297,0.007298,0.008094,0.008101,0.070207,0.000984,neutron,pi-,solid
80,11.0,0.079075,0.721947,0.373319,1.178143,0.497785,AUT,1249866.270754,0.007376,0.007892,0.007881,0.070207,0.000983,neutron,pi-,solid
81,11.0,0.084840,0.700733,0.373315,1.227030,0.497285,AUT,1229724.513765,0.007372,0.007680,0.007692,0.070207,0.000983,neutron,pi-,solid
82,11.0,0.090669,0.688120,0.373395,1.287723,0.496936,AUT,1228386.208699,0.007368,0.007538,0.007567,0.070207,0.000982,neutron,pi-,solid
83,11.0,0.096952,0.674304,0.373318,1.349319,0.497295,AUT,1259173.831518,0.007317,0.007347,0.007391,0.070207,0.000982,neutron,pi-,solid
84,11.0,0.104018,0.659301,0.373333,1.415407,0.498014,AUT,1313794.015185,0.007229,0.007190,0.007193,0.070207,0.000982,neutron,pi-,solid
85,11.0,0.111969,0.641346,0.373252,1.482044,0.498016,AUT,1289225.116915,0.007373,0.007301,0.007305,0.070207,0.000983,neutron,pi-,solid
86,11.0,0.120888,0.621700,0.373267,1.551009,0.498799,AUT,1315473.885130,0.007443,0.007396,0.007401,0.070207,0.000984,neutron,pi-,solid
87,11.0,0.131471,0.586624,0.373036,1.591042,0.500200,AUT,1358624.431444,0.007822,0.008030,0.008044,0.070207,0.000986,neutron,pi-,solid
88,11.0,0.146797,0.532886,0.372896,1.612878,0.503227,AUT,1571282.469735,0.008703,0.010129,0.010123,0.070207,0.000991,neutron,pi-,solid
89,11.0,0.173707,0.469504,0.373094,1.678861,0.498309,AUT,1933276.706041,0.006770,0.010092,0.010085,0.070207,0.001003,neutron,pi-,solid
90,11.0,0.230619,0.377809,0.374001,1.779540,0.483984,AUT,1902051.624692,0.006763,0.011173,0.011185,0.070207,0.001035,neutron,pi-,solid
91,11.0,0.066657,0.799292,0.374510,1.096799,0.680030,AUT,1373362.427008,0.007102,0.008531,0.008528,0.070207,0.000984,neutron,pi-,solid
92,11.0,0.081016,0.726406,0.374974,1.213491,0.676665,AUT,1409434.097057,0.007233,0.007693,0.007696,0.070207,0.000983,neutron,pi-,solid
93,11.0,0.095998,0.685206,0.375174,1.356744,0.674650,AUT,1464336.452879,0.007115,0.007201,0.007209,0.070207,0.000982,neutron,pi-,solid
94,11.0,0.115687,0.646921,0.375262,1.543123,0.674179,AUT,1455049.698453,0.007051,0.006995,0.007000,0.070207,0.000984,neutron,pi-,solid
95,11.0,0.146873,0.562849,0.375918,1.694656,0.669255,AUT,1347244.718530,0.007152,0.007150,0.007180,0.070207,0.000992,neutron,pi-,solid
96,11.0,0.208522,0.416315,0.375538,1.772393,0.665640,AUT,441979.238355,0.023690,0.018653,0.018982,0.070207,0.001022,neutron,pi-,solid
97,11.0,0.097490,0.717516,0.379156,1.396678,0.857802,AUT,851047.928308,0.009564,0.011977,0.012119,0.070207,0.000985,neutron,pi-,solid
98,11.0,0.114066,0.571537,0.423072,1.340107,0.142752,AUT,2708969.758863,0.007231,0.006100,0.006096,0.070207,0.000974,neutron,pi-,solid
99,11.0,0.146929,0.520926,0.423710,1.577624,0.119380,AUT,2518988.748126,0.005648,0.005386,0.005400,0.070207,0.000980,neutron,pi-,solid
100,11.0,0.173276,0.470945,0.424042,1.681970,0.103867,AUT,2446737.051727,0.005405,0.005331,0.005349,0.070207,0.000991,neutron,pi-,solid
101,11.0,0.209280,0.409540,0.424144,1.762498,0.091621,AUT,2374062.229221,0.005456,0.005454,0.005466,0.070207,0.001009,neutron,pi-,solid
102,11.0,0.261211,0.340688,0.423888,1.831914,0.113769,AUT,866134.067294,0.011211,0.010232,0.010325,0.070207,0.001037,neutron,pi-,solid
103,11.0,0.076609,0.712233,0.422786,1.122196,0.323397,AUT,1592561.213162,0.030031,0.018432,0.018550,0.070207,0.000979,neutron,pi-,solid
104,11.0,0.090035,0.661661,0.423349,1.229338,0.307572,AUT,1457705.466950,0.025041,0.016117,0.016121,0.070207,0.000976,neutron,pi-,solid
105,11.0,0.100150,0.643596,0.423612,1.330248,0.302398,AUT,1454801.857058,0.023050,0.015054,0.015180,0.070207,0.000975,neutron,pi-,solid
106,11.0,0.109664,0.630478,0.423772,1.426994,0.296900,AUT,1330946.184856,0.022085,0.014844,0.014793,0.070207,0.000975,neutron,pi-,solid
107,11.0,0.118941,0.619477,0.424099,1.520767,0.291373,AUT,1261254.000084,0.021242,0.014408,0.014521,0.070207,0.000976,neutron,pi-,solid
108,11.0,0.128501,0.607412,0.424166,1.610860,0.286034,AUT,1180715.366600,0.020214,0.014119,0.014130,0.070207,0.000977,neutron,pi-,solid
109,11.0,0.138882,0.586459,0.424488,1.680844,0.279936,AUT,1006269.841405,0.019677,0.014151,0.014209,0.070207,0.000980,neutron,pi-,solid
110,11.0,0.151266,0.563070,0.424763,1.757469,0.269874,AUT,797569.738960,0.019255,0.014455,0.014588,0.070207,0.000984,neutron,pi-,solid
111,11.0,0.167697,0.530889,0.425476,1.836239,0.248616,AUT,427670.920594,0.020882,0.017246,0.017325,0.070207,0.000991,neutron,pi-,solid
112,11.0,0.191330,0.476841,0.426284,1.875577,0.237102,AUT,56756.032606,0.037689,0.039362,0.039704,0.070207,0.001002,neutron,pi-,solid
113,11.0,0.274111,0.325545,0.427988,1.838211,0.221313,AUT,64246.618649,0.183721,0.108845,0.112074,0.070207,0.001042,neutron,pi-,solid
114,11.0,0.067245,0.785633,0.422958,1.087584,0.507917,AUT,1264369.641166,0.008868,0.009327,0.009324,0.070207,0.000981,neutron,pi-,solid
115,11.0,0.078289,0.719507,0.423262,1.162108,0.502809,AUT,1237458.368223,0.008260,0.008477,0.008515,0.070207,0.000979,neutron,pi-,solid
116,11.0,0.086556,0.690859,0.423459,1.234113,0.499890,AUT,1171303.762988,0.008134,0.008198,0.008194,0.070207,0.000977,neutron,pi-,solid
117,11.0,0.094708,0.676565,0.423480,1.322474,0.499565,AUT,1130357.140745,0.008096,0.008087,0.008094,0.070207,0.000976,neutron,pi-,solid
118,11.0,0.103600,0.662573,0.423365,1.416670,0.500928,AUT,1101976.063180,0.008022,0.007966,0.007985,0.070207,0.000976,neutron,pi-,solid
119,11.0,0.113894,0.643708,0.423260,1.512920,0.502647,AUT,1120947.133850,0.007810,0.007741,0.007787,0.070207,0.000976,neutron,pi-,solid
120,11.0,0.125868,0.615942,0.423055,1.599458,0.505468,AUT,1044228.199146,0.007973,0.007998,0.008039,0.070207,0.000977,neutron,pi-,solid
121,11.0,0.141633,0.551659,0.422666,1.610023,0.514070,AUT,1034466.975614,0.008346,0.009229,0.009277,0.070207,0.000980,neutron,pi-,solid
122,11.0,0.174151,0.462474,0.422042,1.654969,0.524055,AUT,1403651.259843,0.007840,0.012707,0.012684,0.070207,0.000992,neutron,pi-,solid
123,11.0,0.236586,0.367235,0.422220,1.777625,0.517653,AUT,1058969.858791,0.009436,0.016706,0.016757,0.070207,0.001024,neutron,pi-,solid
124,11.0,0.067646,0.791307,0.424174,1.101626,0.686697,AUT,1310072.097736,0.007172,0.008259,0.008290,0.070207,0.000981,neutron,pi-,solid
125,11.0,0.082812,0.716633,0.424423,1.223648,0.685036,AUT,1360212.715730,0.007415,0.007488,0.007488,0.070207,0.000978,neutron,pi-,solid
126,11.0,0.099231,0.670867,0.424487,1.372688,0.683114,AUT,1505061.016062,0.007507,0.007074,0.007089,0.070207,0.000976,neutron,pi-,solid
127,11.0,0.122371,0.617747,0.424618,1.557056,0.681258,AUT,1591599.096700,0.007612,0.007154,0.007180,0.070207,0.000976,neutron,pi-,solid
128,11.0,0.169245,0.498602,0.425523,1.712931,0.672271,AUT,1577578.019986,0.006587,0.007103,0.007119,0.070207,0.000991,neutron,pi-,solid
129,11.0,0.255167,0.355372,0.426190,1.869524,0.647500,AUT,53087.616106,0.058718,0.054241,0.055934,0.070207,0.001034,neutron,pi-,solid
130,11.0,0.093051,0.718226,0.426552,1.350534,0.866421,AUT,1370750.117141,0.006926,0.008011,0.008033,0.070207,0.000978,neutron,pi-,solid
131,11.0,0.171143,0.499653,0.427431,1.745477,0.858446,AUT,150599.348796,0.045669,0.038071,0.038581,0.070207,0.000991,neutron,pi-,solid
132,11.0,0.125160,0.550438,0.473327,1.414250,0.135714,AUT,2819033.840646,0.005846,0.005318,0.005325,0.070207,0.000968,neutron,pi-,solid
133,11.0,0.167992,0.478584,0.473858,1.654913,0.110561,AUT,2669324.027051,0.005111,0.005034,0.005051,0.070207,0.000978,neutron,pi-,solid
134,11.0,0.222019,0.392319,0.474011,1.778304,0.105927,AUT,2615717.553619,0.005283,0.005235,0.005216,0.070207,0.001003,neutron,pi-,solid
135,11.0,0.082866,0.678237,0.473225,1.155837,0.320398,AUT,1794689.457966,0.023442,0.015014,0.014968,0.070207,0.000973,neutron,pi-,solid
136,11.0,0.101241,0.635871,0.473610,1.328181,0.306034,AUT,1629213.575224,0.019946,0.013345,0.013400,0.070207,0.000969,neutron,pi-,solid
137,11.0,0.115626,0.614956,0.473837,1.467381,0.298721,AUT,1476261.316308,0.018490,0.012777,0.012770,0.070207,0.000968,neutron,pi-,solid
138,11.0,0.129483,0.596003,0.474109,1.592279,0.290521,AUT,1350092.770114,0.017223,0.012243,0.012355,0.070207,0.000969,neutron,pi-,solid
139,11.0,0.144602,0.566082,0.474376,1.688796,0.280851,AUT,1089645.487481,0.016218,0.012173,0.012264,0.070207,0.000972,neutron,pi-,solid
140,11.0,0.163870,0.531264,0.475036,1.795115,0.262014,AUT,694658.158797,0.015829,0.013117,0.013079,0.070207,0.000979,neutron,pi-,solid
141,11.0,0.204505,0.443910,0.477262,1.844156,0.225290,AUT,137739.798089,0.026172,0.024512,0.024471,0.070207,0.000995,neutron,pi-,solid
142,11.0,0.276309,0.324314,0.475642,1.847363,0.228307,AUT,95355.139331,0.126832,0.078583,0.077009,0.070207,0.001027,neutron,pi-,solid
143,11.0,0.070763,0.761836,0.473168,1.108418,0.501841,AUT,1231766.970560,0.012673,0.010647,0.010631,0.070207,0.000976,neutron,pi-,solid
144,11.0,0.084468,0.692509,0.473599,1.206858,0.498432,AUT,1124406.901688,0.010899,0.009705,0.009692,0.070207,0.000973,neutron,pi-,solid
145,11.0,0.095527,0.671579,0.473742,1.323943,0.495788,AUT,1058670.574410,0.010554,0.009444,0.009505,0.070207,0.000971,neutron,pi-,solid
146,11.0,0.107329,0.657838,0.473833,1.457116,0.495910,AUT,966823.517739,0.010505,0.009450,0.009484,0.070207,0.000969,neutron,pi-,solid
147,11.0,0.121188,0.638845,0.473640,1.597468,0.498636,AUT,901235.940197,0.010191,0.009320,0.009381,0.070207,0.000969,neutron,pi-,solid
148,11.0,0.138984,0.581092,0.473119,1.663088,0.507190,AUT,749733.172665,0.009821,0.009778,0.009791,0.070207,0.000971,neutron,pi-,solid
149,11.0,0.181497,0.444800,0.471000,1.651864,0.543420,AUT,783426.650554,0.009496,0.016325,0.016327,0.070207,0.000984,neutron,pi-,solid
150,11.0,0.247718,0.350509,0.470181,1.785400,0.543542,AUT,315170.186885,0.019471,0.032761,0.032592,0.070207,0.001016,neutron,pi-,solid
151,11.0,0.070402,0.772275,0.473712,1.117819,0.690756,AUT,1364375.925753,0.006952,0.007752,0.007787,0.070207,0.000977,neutron,pi-,solid
152,11.0,0.088926,0.695538,0.474086,1.275140,0.688704,AUT,1424729.902140,0.007117,0.007025,0.007028,0.070207,0.000972,neutron,pi-,solid
153,11.0,0.110954,0.640933,0.474148,1.465090,0.687392,AUT,1509849.888228,0.007538,0.007146,0.007149,0.070207,0.000969,neutron,pi-,solid
154,11.0,0.154785,0.523590,0.474475,1.649861,0.683181,AUT,1941443.420492,0.006937,0.007987,0.007994,0.070207,0.000975,neutron,pi-,solid
155,11.0,0.227051,0.387243,0.475310,1.807702,0.658053,AUT,326586.004838,0.015925,0.026229,0.026171,0.070207,0.001005,neutron,pi-,solid
156,11.0,0.085755,0.725660,0.475456,1.267126,0.875024,AUT,1405102.365940,0.007037,0.007570,0.007585,0.070207,0.000973,neutron,pi-,solid
157,11.0,0.143912,0.576054,0.475737,1.682012,0.869528,AUT,580656.411363,0.010875,0.010970,0.010995,0.070207,0.000973,neutron,pi-,solid
158,11.0,0.137697,0.526284,0.523501,1.483210,0.129252,AUT,2938992.281698,0.005146,0.004904,0.004896,0.070207,0.000961,neutron,pi-,solid
159,11.0,0.203647,0.418870,0.524041,1.740480,0.109482,AUT,2880527.753834,0.004868,0.004838,0.004836,0.070207,0.000980,neutron,pi-,solid
160,11.0,0.282071,0.321894,0.523330,1.873481,0.139855,AUT,124156.378521,0.041816,0.033535,0.033486,0.070207,0.001013,neutron,pi-,solid
161,11.0,0.089904,0.651548,0.523191,1.204568,0.316949,AUT,1891811.811075,0.018915,0.012545,0.012620,0.070207,0.000966,neutron,pi-,solid
162,11.0,0.114594,0.609109,0.523706,1.439793,0.302788,AUT,1671810.208817,0.015779,0.011113,0.011199,0.070207,0.000960,neutron,pi-,solid
163,11.0,0.134948,0.577012,0.524107,1.605822,0.291019,AUT,1424550.966131,0.013992,0.010501,0.010561,0.070207,0.000960,neutron,pi-,solid
164,11.0,0.158124,0.533734,0.524478,1.739712,0.274654,AUT,989469.058438,0.012970,0.010667,0.010729,0.070207,0.000965,neutron,pi-,solid
165,11.0,0.213277,0.423346,0.526113,1.819615,0.234326,AUT,331153.728672,0.017822,0.015939,0.016139,0.070207,0.000984,neutron,pi-,solid
166,11.0,0.286650,0.318363,0.525107,1.883219,0.244605,AUT,56332.090338,0.115956,0.075968,0.077002,0.070207,0.001014,neutron,pi-,solid
167,11.0,0.075028,0.736832,0.523620,1.135412,0.501559,AUT,1274363.849600,0.018556,0.012856,0.013016,0.070207,0.000971,neutron,pi-,solid
168,11.0,0.092650,0.672087,0.523889,1.284703,0.493326,AUT,1123653.198022,0.015562,0.011634,0.011649,0.070207,0.000965,neutron,pi-,solid
169,11.0,0.108497,0.653857,0.524129,1.464029,0.489401,AUT,970739.188601,0.015224,0.011651,0.011742,0.070207,0.000962,neutron,pi-,solid
170,11.0,0.126837,0.635855,0.524027,1.663413,0.489609,AUT,790229.274591,0.014842,0.011882,0.011948,0.070207,0.000961,neutron,pi-,solid
171,11.0,0.154258,0.541012,0.522785,1.706781,0.510617,AUT,419170.541043,0.014024,0.014040,0.014084,0.070207,0.000964,neutron,pi-,solid
172,11.0,0.219665,0.381434,0.518606,1.717965,0.562271,AUT,168667.264687,0.022219,0.043167,0.043491,0.070207,0.000988,neutron,pi-,solid
173,11.0,0.073716,0.751603,0.523549,1.137540,0.698050,AUT,1307397.232262,0.007160,0.007882,0.007881,0.070207,0.000972,neutron,pi-,solid
174,11.0,0.096446,0.674787,0.523878,1.341178,0.694337,AUT,1305441.013013,0.007089,0.007091,0.007111,0.070207,0.000965,neutron,pi-,solid
175,11.0,0.129083,0.587564,0.523702,1.554231,0.696093,AUT,1481980.429707,0.007420,0.007624,0.007634,0.070207,0.000961,neutron,pi-,solid
176,11.0,0.189102,0.443362,0.523394,1.711145,0.685658,AUT,986875.735299,0.008493,0.013942,0.013959,0.070207,0.000975,neutron,pi-,solid
177,11.0,0.085230,0.719344,0.524799,1.248247,0.882626,AUT,1405956.407280,0.007179,0.007302,0.007304,0.070207,0.000968,neutron,pi-,solid
